player,sleeper_id,pos,team,bye,proj_pts,vorp,vorp_flex,tier,cliff_flag,pos_rank,value_rank,ecr,adp,adp_delta,proj_source,avail_status,exp_games,rookie_flag,backs_up,starter_exp_games,starter_avail,wopr,tprr,yprr,hv_touches,routes_proxy,upside_flag,upside_why,alpha_used,proj_as_of,n_sources,proj_sd,proj_hi,proj_lo,proj_band,non_starter,contingent_of,backs_up_pos,starter_fragility,starter_fragility_label,yahoo_rank,proj_td
Patrick Mahomes II,4046,QB,KCC,5,264.7,-2.3,-2.255791811764766,2,false,13,97,103.11,103.5,6.5,fantasypros_sheet_headline,compromised,14.3,false,,,,0.002,0.002,-0.02,5,true,false,,0.0,2026-09-04,1,0.0,289.5,246.5,17.6,false,,,,"",122.0,30.5
Chase McLaughlin,6650,K,TBB,10,133.5,-3.0,-3.0,1,false,12,98,228.08,139.6,41.6,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",269.0,
Mark Andrews,5012,TE,BAL,13,115.8,-3.9,-42.324983294117615,3,false,14,99,133.61,113.2,14.2,fantasypros_sheet_headline,,13.7,false,,,,0.37,0.211,1.27,12,true,false,,0.0,2026-09-04,1,0.0,130.8,104.0,11.0,false,,,,"",135.0,7.7
Green Bay Packers,GB,DEF,GBP,11,113.0,-4.0,-4.0,1,false,12,100,207.26,,,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",240.0,
DJ Moore,4983,WR,BUF,7,139.5,-4.3,-18.62650345098035,3,false,26,101,52.35,59.2,-41.8,fantasypros_sheet_headline,,16.0,false,,,,0.381,0.148,1.19,7,true,false,,0.0,2026-09-04,1,0.0,154.0,122.4,12.9,false,,,,"",45.0,7.5
Jake Ferguson,8110,TE,DAL,14,115.3,-4.3,-42.79273205882352,3,false,15,102,119.93,117.3,15.3,fantasypros_sheet_headline,,15.0,false,,,,0.31,0.209,1.23,14,true,false,,0.0,2026-09-04,1,0.0,126.5,106.3,8.3,false,,,,"",146.0,5.9
Harrison Mevis,12015,K,LAR,11,132.0,-4.5,-4.5,1,false,13,103,229.98,132.3,29.3,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",252.0,
Bo Nix,11563,QB,DEN,10,262.3,-4.6,-4.5823547607843125,2,false,14,104,98.53,98.8,-5.2,fantasypros_sheet_headline,,16.0,false,,,,0.003,0.001,0.0,6,true,false,,0.0,2026-09-04,1,0.0,273.7,243.4,12.5,false,,,,"",105.0,30.5
Harrison Butker,4227,K,KCC,5,130.5,-6.0,-6.0,1,false,14,105,243.9,129.6,24.6,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",277.0,
Kansas City Chiefs,KC,DEF,KCC,5,111.0,-6.0,-6.0,1,false,13,106,209.61,,,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",239.0,
Rome Odunze,11620,WR,CHI,10,137.7,-6.2,-20.45760439215684,3,false,27,107,58.87,66.3,-40.7,fantasypros_sheet_headline,,13.5,false,,,,0.602,0.209,1.53,6,true,false,,0.0,2026-09-04,1,0.0,147.7,128.5,7.9,false,,Luther Burden III,0.3,low,51.0,7.8
Christian Watson,8167,WR,GBP,11,136.9,-6.9,-21.172308392156822,3,false,28,108,55.73,67.7,-40.3,fantasypros_sheet_headline,,12.0,false,,,,0.548,0.236,2.62,4,true,false,,0.0,2026-09-04,1,0.0,152.3,127.2,10.4,false,,,,"",52.0,7.7
Chris Boswell,1945,K,PIT,9,129.0,-7.5,-7.5,1,false,15,109,244.39,133.8,24.8,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",270.0,
Detroit Lions,DET,DEF,DET,6,109.0,-8.0,-8.0,1,false,14,110,220.28,131.6,21.6,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",237.0,
Juwan Johnson,7002,TE,NOS,8,111.0,-8.7,-47.13629749019607,3,false,16,111,127.67,123.8,12.8,fantasypros_sheet_headline,,14.0,false,,,,0.374,0.19,1.66,1,true,false,,0.0,2026-09-04,1,0.0,130.8,98.4,13.3,false,,,,"",134.0,3.3
Will Reichard,11792,K,MIN,6,127.5,-9.0,-9.0,1,false,16,112,251.58,142.5,30.5,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",211.0,
Wil Lutz,3678,K,DEN,10,126.0,-10.5,-10.5,1,false,17,113,265.87,136.4,23.4,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",229.0,
Hunter Henry,3214,TE,NEP,11,108.3,-11.4,-49.820648254901954,3,false,17,114,167.1,127.6,13.6,fantasypros_sheet_headline,,14.3,false,,,,0.369,0.166,1.46,10,true,false,,0.0,2026-09-04,1,0.0,116.4,103.3,5.4,false,,,,"",166.0,5.4
TreVeyon Henderson,12529,RB,NEP,11,145.4,-12.7,-12.696053215686248,5,false,25,115,70.95,66.8,-48.2,fantasypros_sheet_headline,compromised,16.0,false,,,,0.126,0.139,0.73,24,true,false,,0.0,2026-09-04,1,0.0,154.0,137.5,6.7,false,,,,"",65.0,8.1
Nick Folk,650,K,ATL,11,123.0,-13.5,-13.5,1,false,19,116,266.63,128.2,12.2,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",379.0,
Jaylen Warren,8228,RB,PIT,9,144.0,-14.1,-14.144108764705862,5,false,26,117,74.43,76.1,-40.9,fantasypros_sheet_headline,,15.0,false,,,,0.112,0.151,1.12,26,true,true,RB receiving profile,0.0,2026-09-04,1,0.0,149.5,137.6,4.9,false,,,,"",69.0,6.7
Matthew Stafford,421,QB,LAR,11,252.6,-14.4,-14.351851388235275,2,false,15,118,105.93,99.7,-18.3,fantasypros_sheet_headline,,15.0,false,,,,0.0,0.0,0.0,4,true,false,,0.0,2026-09-04,1,0.0,264.1,240.2,9.8,false,,,,"",115.0,34.2
Mike Evans,2216,WR,SFO,8,129.4,-14.4,-28.674011568627435,3,false,29,119,59.7,69.5,-49.5,fantasypros_sheet_headline,,12.0,false,,,,0.609,0.287,1.7,5,true,false,,0.0,2026-09-04,1,0.0,136.5,120.0,6.7,false,,,,"",60.0,6.6
Brenton Strange,9480,TE,JAC,7,105.1,-14.6,-53.04978243137252,3,true,18,120,160.94,129.4,9.4,fantasypros_sheet_headline,,12.0,false,,,,0.32,0.169,1.52,3,true,false,,0.0,2026-09-04,1,0.0,126.6,91.5,14.4,false,,,,"",174.0,4.3
Spencer Shrader,12185,K,IND,13,121.5,-15.0,-15.0,1,false,20,121,267.56,131.8,10.8,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",355.0,
Jared Goff,3163,QB,DET,6,251.8,-15.1,-15.093665741176494,2,false,16,122,105.55,113.7,-8.3,fantasypros_sheet_headline,,16.0,false,,,,0.0,0.0,0.0,2,true,false,,0.0,2026-09-04,1,0.0,268.4,238.1,12.4,false,,,,"",117.0,31.9
Marvin Harrison Jr.,11628,WR,ARI,14,128.6,-15.3,-29.554171196078414,3,false,30,123,69.24,78.3,-44.7,fantasypros_sheet_headline,,13.5,false,,,,0.502,0.185,1.54,6,true,false,,0.0,2026-09-04,1,0.0,135.3,121.5,5.7,false,,,,"",68.0,6.0
Rhamondre Stevenson,7611,RB,NEP,11,142.5,-15.6,-15.595786431372517,5,false,27,124,74.02,77.3,-46.7,fantasypros_sheet_headline,,12.7,false,TreVeyon Henderson,16.0,compromised,0.181,0.115,1.07,18,true,true,contingent volume,0.0,2026-09-04,1,0.0,152.2,128.5,9.7,false,,TreVeyon Henderson,0.73,moderate,62.0,8.3
Carnell Tate,13279,WR,TEN,9,128.0,-15.8,-30.085518930980356,3,false,31,125,68.19,81.5,-43.5,fantasypros_sheet_headline,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-04,1,0.0,146.3,111.6,14.2,false,,,,"",74.0,4.5
DK Metcalf,5846,WR,PIT,9,127.9,-15.9,-30.22168024980388,3,false,32,126,79.37,85.7,-40.3,fantasypros_sheet_headline,compromised,14.3,false,,,,0.596,0.21,1.8,8,true,false,,0.0,2026-09-04,1,0.0,135.0,121.2,5.6,false,,,,"",76.0,6.4
Tony Pollard,5967,RB,TEN,9,141.9,-16.2,-16.210156274509757,5,false,28,127,84.99,85.9,-41.1,fantasypros_sheet_headline,,15.7,false,,,,0.114,0.096,0.48,12,true,false,,0.0,2026-09-04,1,0.0,153.5,128.9,10.0,false,,,,"",81.0,6.0
Kyler Murray,5849,QB,MIN,6,250.6,-16.4,-16.356725756862772,2,false,17,128,113.74,112.6,-15.4,fantasypros_sheet_headline,,12.0,false,,,,0.0,0.0,0.0,2,true,false,,0.0,2026-09-04,1,0.0,273.1,229.7,17.7,false,,,,"",119.0,27.9
Trey Smack,13545,K,GBP,11,120.0,-16.5,-16.5,1,false,21,129,269.91,130.2,1.2,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",265.0,
Tyler Bass,7042,K,BUF,7,118.5,-18.0,-18.0,1,true,22,130,275.3,133.4,3.4,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",2529.0,
Courtland Sutton,5045,WR,DEN,10,125.7,-18.2,-32.437735058823506,3,false,33,131,86.25,105.9,-25.1,fantasypros_sheet_headline,,15.3,false,,,,0.557,0.203,1.66,8,true,false,,0.0,2026-09-04,1,0.0,130.8,119.9,4.5,false,,Jaylen Waddle,0.31,low,100.0,7.2
Parker Washington,9487,WR,JAC,7,124.7,-19.1,-33.37909903921566,3,false,34,132,58.52,77.4,-54.6,fantasypros_sheet_headline,,12.0,false,,,,0.469,0.235,2.1,7,true,false,,0.0,2026-09-04,1,0.0,140.3,114.9,10.5,false,,,,"",54.0,5.8
Rico Dowdle,7021,RB,PIT,9,137.5,-20.6,-20.567646137254883,5,false,29,133,87.26,86.3,-46.7,fantasypros_sheet_headline,,15.3,false,Jaylen Warren,15.0,,0.143,0.144,0.86,15,true,true,contingent volume,0.0,2026-09-04,1,0.0,157.6,124.2,13.7,false,,Jaylen Warren,0.75,high,86.0,6.9
Alec Pierce,8142,WR,IND,13,123.2,-20.6,-34.88294157756262,3,false,35,134,100.28,95.9,-38.1,fantasypros_sheet_headline,compromised,15.0,false,,,,0.548,0.173,2.06,4,true,false,,0.0,2026-09-04,1,0.0,143.6,109.3,14.1,false,,,,"",96.0,6.4
Brian Thomas Jr.,11631,WR,JAC,7,122.1,-21.8,-36.06020994390664,3,false,36,135,81.16,84.0,-51.0,fantasypros_sheet_headline,,14.5,false,,,,0.511,0.204,1.59,6,true,false,,0.0,2026-09-04,1,0.0,136.0,111.1,10.2,false,,Parker Washington,0.32,low,73.0,5.8
J.K. Dobbins,6806,RB,DEN,10,134.2,-23.9,-23.86633903921563,5,false,30,136,102.38,94.7,-41.3,fantasypros_sheet_headline,,12.0,false,,,,0.061,0.066,0.17,11,true,false,,0.0,2026-09-04,1,0.0,148.8,120.2,11.7,false,,,,"",85.0,7.5
Dalton Schultz,5001,TE,HOU,8,94.5,-25.2,-63.64974380392154,4,false,19,137,162.07,126.3,-10.7,fantasypros_sheet_headline,,15.3,false,,,,0.393,0.213,1.56,7,true,false,,0.0,2026-09-04,1,0.0,104.9,83.2,8.9,false,,,,"",149.0,3.4
De'Zhaun Stribling,13417,WR,SFO,8,116.8,-27.0,-41.29714837825756,3,false,37,138,121.47,109.1,-28.9,fantasypros_sheet_headline,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-04,1,0.0,122.7,111.1,4.7,false,,Mike Evans,0.31,low,93.0,4.9
Michael Pittman Jr.,6819,WR,PIT,9,116.3,-27.6,-41.83993497542808,3,false,38,139,81.63,120.9,-18.1,fantasypros_sheet_headline,,15.3,false,,,,0.457,0.202,1.43,10,true,false,,0.0,2026-09-04,1,0.0,130.0,98.9,12.7,false,,DK Metcalf,0.32,low,104.0,5.0
Baker Mayfield,4892,QB,TBB,10,239.0,-27.9,-27.921360376470574,3,false,18,140,118.46,125.8,-14.2,fantasypros_sheet_headline,,16.0,false,,,,0.0,0.0,0.0,1,true,false,,0.0,2026-09-04,1,0.0,260.9,220.7,16.4,false,,,,"",137.0,27.4
KC Concepcion,13298,WR,CLE,11,114.7,-29.1,-43.411715814345925,3,false,39,141,108.19,123.5,-17.5,fantasypros_sheet_headline,,16.0,true,,,,,,,,,false,,0.0,2026-09-04,1,0.0,124.8,104.0,8.5,false,,,,"",98.0,3.7
Tyler Shough,12545,QB,NOS,8,237.6,-29.3,-29.34254796862743,3,false,19,142,125.2,130.0,-12.0,fantasypros_sheet_headline,,12.0,false,,,,0.0,0.0,0.0,11,true,false,,0.0,2026-09-04,1,0.0,252.4,223.1,12.0,false,,,,"",143.0,26.3
Quentin Johnston,9754,WR,LAC,7,114.4,-29.4,-43.70403299999997,3,false,40,143,93.76,109.3,-33.7,fantasypros_sheet_headline,,14.0,false,,,,0.496,0.184,1.61,7,true,false,,0.0,2026-09-04,1,0.0,128.9,103.3,10.5,false,,Ladd McConkey,0.32,low,89.0,6.9
Chris Godwin Jr.,4037,WR,TBB,10,114.1,-29.7,-44.005207517622196,3,false,41,144,74.37,95.6,-48.4,fantasypros_sheet_headline,,12.0,false,,,,0.379,0.197,1.39,6,true,false,,0.0,2026-09-04,1,0.0,126.8,101.4,10.4,false,,Emeka Egbuka,0.32,low,82.0,5.2
T.J. Hockenson,5844,TE,MIN,6,89.5,-30.1,-68.57188831372547,4,false,20,145,188.02,128.4,-16.6,fantasypros_sheet_headline,,12.3,false,,,,0.311,0.157,1.04,3,true,false,,0.0,2026-09-04,1,0.0,104.4,79.0,10.4,false,,,,"",215.0,3.3
Michael Wilson,10232,WR,ARI,14,113.7,-30.2,-44.46128890940675,3,false,42,146,88.1,100.4,-45.6,fantasypros_sheet_headline,,14.3,false,,,,0.507,0.196,1.56,5,true,false,,0.0,2026-09-04,1,0.0,123.9,106.1,7.3,false,,Marvin Harrison Jr.,0.32,low,90.0,4.5
Jonathon Brooks,11583,RB,CAR,5,127.5,-30.6,-30.5698754117647,5,false,31,147,88.71,91.4,-55.6,fantasypros_sheet_headline,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-04,1,0.0,150.8,104.5,18.9,false,,,,"",77.0,5.9
Jordan Love,6804,QB,GBP,11,235.9,-31.0,-31.03204856470589,3,false,20,148,116.43,122.7,-25.3,fantasypros_sheet_headline,,14.7,false,,,,0.0,0.0,0.0,3,true,false,,0.0,2026-09-04,1,0.0,249.6,220.8,11.7,false,,,,"",125.0,27.9
Chig Okonkwo,8210,TE,WAS,7,88.5,-31.2,-69.61419377450979,4,false,21,149,163.01,126.5,-22.5,fantasypros_sheet_headline,,15.7,false,,,,0.286,0.183,1.3,3,true,false,,0.0,2026-09-04,1,0.0,95.6,80.4,6.2,false,,,,"",158.0,2.8
Jayden Reed,10222,WR,GBP,11,112.5,-31.3,-45.61272117969716,3,false,43,150,103.17,116.6,-33.4,fantasypros_sheet_headline,,12.0,false,,,,0.344,0.233,2.2,0,true,false,,0.0,2026-09-04,1,0.0,125.8,101.6,9.9,false,,Christian Watson,0.31,low,94.0,5.0
Jake Elliott,4195,K,PHI,10,105.0,-31.5,-31.5,2,false,31,151,303.27,128.3,-22.7,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",347.0,
Makai Lemon,13294,WR,PHI,10,112.3,-31.6,-45.85894892429876,3,false,44,152,108.06,117.1,-34.9,fantasypros_sheet_headline,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-04,1,0.0,116.1,109.0,2.9,false,,DeVonta Smith,0.31,low,102.0,4.3
Kenyon Sadiq,13330,TE,NYJ,13,87.5,-32.2,-70.6476365098039,4,false,22,153,223.91,130.0,-23.0,fantasypros_sheet_headline,compromised,16.0,true,,,,,,,,,false,,0.0,2026-09-04,1,0.0,105.5,75.5,12.3,false,,,,"",195.0,4.3
Chuba Hubbard,7594,RB,CAR,5,125.5,-32.7,-32.66290341176469,5,false,32,154,99.84,90.5,-63.5,fantasypros_sheet_headline,compromised,14.7,false,Jonathon Brooks,16.0,,0.108,0.154,0.88,12,true,true,contingent volume,0.0,2026-09-04,1,0.0,142.5,109.5,13.5,false,,Jonathon Brooks,0.55,moderate,84.0,6.9
Terrance Ferguson,12487,TE,LAR,11,86.5,-33.1,-71.56752538235291,4,false,23,155,205.53,127.2,-27.8,fantasypros_sheet_headline,,12.0,false,,,,0.179,0.119,1.1,3,true,false,,0.0,2026-09-04,1,0.0,95.2,78.1,7.0,false,,,,"",151.0,5.1
Jordan Addison,9756,WR,MIN,6,110.3,-33.5,-47.82066908935214,3,false,45,156,107.99,115.5,-40.5,fantasypros_sheet_headline,,14.3,false,,,,0.504,0.181,1.4,5,true,false,,0.0,2026-09-04,1,0.0,122.4,100.6,8.9,false,,Justin Jefferson,0.33,low,95.0,5.8
Jakobi Meyers,5947,WR,JAC,7,110.1,-33.8,-48.03422139885821,3,false,46,157,107.87,130.3,-26.7,fantasypros_sheet_headline,,14.7,false,,,,0.541,0.21,1.59,7,true,false,,0.0,2026-09-04,1,0.0,117.0,103.9,5.3,false,,Parker Washington,0.32,low,127.0,5.2
Pat Freiermuth,7600,TE,PIT,9,85.9,-33.8,-72.23247654901958,4,false,24,158,233.5,124.0,-34.0,fantasypros_sheet_headline,,13.3,false,,,,0.257,0.17,1.53,4,true,false,,0.0,2026-09-04,1,0.0,95.7,71.5,9.9,false,,,,"",216.0,4.3
Wan'Dale Robinson,8126,WR,TEN,9,109.3,-34.5,-48.815598911888756,3,false,47,159,85.64,130.8,-28.2,fantasypros_sheet_headline,,15.0,false,,,,0.653,0.248,1.79,6,true,false,,0.0,2026-09-04,1,0.0,119.0,100.6,7.5,false,,Carnell Tate,0.3,low,109.0,3.1
MarShawn Lloyd,11581,RB,GBP,11,123.4,-34.7,-34.6828029607843,5,false,33,160,106.21,96.9,-63.1,fantasypros_sheet_headline,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-04,1,0.0,153.4,93.0,24.6,false,,,,"",71.0,7.8
AJ Barner,11603,TE,SEA,11,84.9,-34.8,-73.25777066666664,4,false,25,161,211.33,125.3,-35.7,fantasypros_sheet_headline,,14.5,false,,,,0.261,0.158,1.2,8,true,false,,0.0,2026-09-04,1,0.0,101.3,73.2,11.6,false,,,,"",183.0,4.9
Denzel Boston,13346,WR,CLE,11,107.6,-36.2,-50.4687667947381,3,false,48,162,153.85,131.5,-30.5,fantasypros_sheet_headline,,16.0,true,,,,,,,,,false,,0.0,2026-09-04,1,0.0,116.0,99.3,6.8,false,,KC Concepcion,0.3,low,144.0,3.5
Stefon Diggs,2449,WR,WAS,7,107.2,-36.7,-50.954149222139435,3,false,49,163,93.69,104.3,-58.7,fantasypros_sheet_headline,compromised,13.0,false,,,,0.469,0.288,2.86,7,true,false,,0.0,2026-09-04,1,0.0,114.8,100.4,5.9,false,,Terry McLaurin,0.31,low,97.0,4.2
Xavier Worthy,11624,WR,KCC,5,107.1,-36.7,-51.010160837924985,3,false,50,164,129.83,129.1,-34.9,fantasypros_sheet_headline,,14.0,false,,,,0.428,0.172,1.25,2,true,false,,0.0,2026-09-04,1,0.0,119.7,96.3,9.5,false,,Rashee Rice,0.34,low,131.0,5.1
Matthew Golden,12501,WR,GBP,11,106.9,-36.9,-51.21001812261103,3,false,51,165,124.75,125.8,-39.2,fantasypros_sheet_headline,,13.0,false,,,,0.322,0.174,1.43,0,true,false,,0.0,2026-09-04,1,0.0,125.0,92.4,13.3,false,,Christian Watson,0.31,low,99.0,4.7
Cade Otton,8111,TE,TBB,10,82.2,-37.4,-75.88208439215684,4,false,26,166,239.02,,,fantasypros_sheet_headline,,14.0,false,,,,0.342,0.135,0.95,3,true,false,,0.0,2026-09-04,1,0.0,103.8,64.4,16.1,false,,,,"",223.0,3.1
Greg Dulcich,8172,TE,MIA,6,81.7,-38.0,-76.42973145098037,4,true,27,167,215.31,131.4,-35.6,fantasypros_sheet_headline,,12.0,false,,,,0.296,0.238,2.42,4,true,false,,0.0,2026-09-04,1,0.0,92.3,68.8,9.6,false,,,,"",193.0,3.2
Romeo Doubs,8121,WR,NEP,11,105.0,-38.8,-53.12498615438069,3,false,52,168,126.88,132.0,-36.0,fantasypros_sheet_headline,,14.3,false,,,,0.479,0.195,1.66,9,true,false,,0.0,2026-09-04,1,0.0,114.4,94.4,8.2,false,,A.J. Brown,0.31,low,121.0,5.5
Josh Downs,9500,WR,IND,13,104.3,-39.5,-53.78624299230576,3,false,53,169,88.0,106.4,-62.6,fantasypros_sheet_headline,,14.7,false,,,,0.379,0.248,1.59,5,true,false,,0.0,2026-09-04,1,0.0,115.3,95.3,8.2,false,,Alec Pierce,0.31,low,88.0,4.2
Deebo Samuel Sr.,5872,WR,SFO,8,103.5,-40.4,-54.66174683941419,3,false,54,170,140.72,127.3,-42.7,fantasypros_sheet_headline,,14.0,false,,,,0.475,0.239,1.76,10,true,false,,0.0,2026-09-04,1,0.0,111.4,94.8,6.8,false,,Mike Evans,0.31,low,154.0,5.5
Malik Willis,8161,QB,MIA,6,226.2,-40.8,-40.753799898039176,3,false,21,171,128.78,125.1,-45.9,fantasypros_sheet_headline,,12.0,false,,,,0.0,0.0,0.0,3,true,false,,0.0,2026-09-04,1,0.0,272.3,186.0,35.3,false,,,,"",133.0,22.2
Kenny Gainwell,7567,RB,TBB,10,116.6,-41.5,-41.512949411764694,5,false,34,172,98.34,120.0,-52.0,fantasypros_sheet_headline,,15.3,false,Bucky Irving,12.5,,0.234,0.27,1.55,22,true,true,contingent volume,0.0,2026-09-04,1,0.0,131.5,101.7,12.2,false,,Bucky Irving,0.6,moderate,111.0,6.2
RJ Harvey,12489,RB,DEN,10,115.7,-42.4,-42.370351215686256,5,false,35,173,94.71,108.9,-64.1,fantasypros_sheet_headline,,16.0,false,J.K. Dobbins,12.0,,0.146,0.192,1.18,21,true,true,contingent volume,0.0,2026-09-04,1,0.0,143.7,97.2,19.1,false,,J.K. Dobbins,0.63,moderate,108.0,7.2
Rashid Shaheed,8676,WR,SEA,11,101.3,-42.6,-56.85501936361375,3,false,55,174,146.98,128.4,-45.6,fantasypros_sheet_headline,,12.0,false,,,,0.4,0.25,1.87,2,true,false,,0.0,2026-09-04,1,0.0,114.5,87.1,11.2,false,,Jaxon Smith-Njigba,0.32,low,132.0,4.1
Khalil Shakir,8134,WR,BUF,7,101.2,-42.7,-56.95043509952835,3,false,56,175,122.63,130.9,-44.1,fantasypros_sheet_headline,compromised,14.7,false,,,,0.377,0.269,2.03,6,true,false,,0.0,2026-09-04,1,0.0,107.0,92.2,6.1,false,,DJ Moore,0.32,low,139.0,3.9
Kyle Monangai,12534,RB,CHI,10,115.2,-42.9,-42.922855607843104,5,false,36,176,120.02,109.5,-66.5,fantasypros_sheet_headline,compromised,16.0,false,D'Andre Swift,15.333333333333334,,0.086,0.107,0.58,22,true,true,contingent volume,0.0,2026-09-04,1,0.0,132.3,100.5,13.0,false,,D'Andre Swift,0.73,moderate,110.0,5.5
Blake Corum,11586,RB,LAR,11,114.9,-43.2,-43.19255925490195,5,false,37,177,109.75,99.5,-77.5,fantasypros_sheet_headline,,14.5,false,Kyren Williams,14.0,,0.035,0.071,0.18,16,true,true,contingent volume,0.0,2026-09-04,1,0.0,132.7,98.3,14.0,false,,Kyren Williams,0.8,high,92.0,6.6
Jalen Coker,11646,WR,CAR,5,100.4,-43.5,-57.74986423827248,3,false,57,178,124.94,133.3,-44.7,fantasypros_sheet_headline,,12.0,false,,,,0.371,0.167,1.53,4,true,false,,0.0,2026-09-04,1,0.0,110.5,90.2,8.3,false,,Tetairoa McMillan,0.32,low,113.0,4.5
Jacory Croskey-Merritt,12533,RB,WAS,7,114.2,-44.0,-43.96113586274505,5,false,38,179,114.54,106.7,-72.3,fantasypros_sheet_headline,,16.0,false,,,,0.041,0.055,0.29,21,true,false,,0.0,2026-09-04,1,0.0,125.5,104.0,8.8,false,,,,"",91.0,7.7
Rachaad White,8136,RB,WAS,7,114.1,-44.1,-44.05801623529409,5,false,39,180,112.32,124.2,-55.8,fantasypros_sheet_headline,,15.3,false,Jacory Croskey-Merritt,16.0,,0.105,0.13,0.63,11,true,true,contingent volume,0.0,2026-09-04,1,0.0,134.9,93.0,17.1,false,,Jacory Croskey-Merritt,0.71,moderate,114.0,7.0
Jordan Mason,8408,RB,MIN,6,112.7,-45.4,-45.439057999999974,5,false,40,181,113.61,112.4,-68.6,fantasypros_sheet_headline,,12.0,false,,,,0.042,0.064,0.2,9,true,false,,0.0,2026-09-04,1,0.0,122.2,99.9,9.1,false,,,,"",103.0,6.3
Aaron Jones Sr.,4199,RB,MIN,6,112.0,-46.1,-46.140859039215655,5,true,41,182,117.76,124.2,-57.8,fantasypros_sheet_headline,,12.3,false,Jordan Mason,12.0,,0.203,0.184,0.89,6,true,true,contingent volume,0.0,2026-09-04,1,0.0,122.8,100.9,8.9,false,,Jordan Mason,0.62,moderate,123.0,4.8
Daniel Jones,5870,QB,IND,13,219.9,-47.0,-47.04283946666666,3,false,22,183,146.36,127.2,-55.8,fantasypros_sheet_headline,,12.0,false,,,,0.0,0.0,0.0,10,true,false,,0.0,2026-09-04,1,0.0,256.3,193.4,25.8,false,,,,"",167.0,27.2
Sam Darnold,4943,QB,SEA,11,219.9,-47.0,-47.04305003921567,3,false,23,184,138.31,122.4,-61.6,fantasypros_sheet_headline,,13.7,false,,,,0.0,0.0,0.0,4,true,false,,0.0,2026-09-04,1,0.0,241.5,201.8,16.2,false,,,,"",156.0,27.9
Ja'Kobi Lane,13293,WR,BAL,13,96.6,-47.2,-61.499857387937396,3,false,58,185,209.7,126.8,-58.2,fantasypros_sheet_headline,,16.0,true,,,,,,,,,false,,0.0,2026-09-04,1,0.0,110.5,82.8,11.3,false,,Zay Flowers,0.32,low,161.0,5.4
David Njoku,4033,TE,LAC,7,71.8,-47.8,-86.27090792156862,5,false,30,186,254.16,124.0,-62.0,fantasypros_sheet_headline,,12.0,false,,,,0.251,0.15,0.91,3,true,false,,0.0,2026-09-04,1,0.0,83.3,61.8,8.8,false,,,,"",315.0,4.3
Jerry Jeudy,6783,WR,CLE,11,95.7,-48.1,-62.42621524348468,3,false,59,187,170.19,126.0,-61.0,fantasypros_sheet_headline,,15.7,false,,,,0.555,0.185,1.05,3,true,false,,0.0,2026-09-04,1,0.0,105.7,85.1,8.4,false,,KC Concepcion,0.3,low,196.0,3.4
Tre Tucker,10213,WR,LVR,13,93.0,-50.8,-65.12137453859513,3,false,60,188,159.03,128.3,-59.7,fantasypros_sheet_headline,,14.7,false,,,,0.469,0.153,1.16,5,true,false,,0.0,2026-09-04,1,0.0,102.4,82.5,8.1,false,,,,"",142.0,4.0
Calvin Ridley,4981,WR,TEN,9,92.1,-51.8,-66.06134847753779,3,false,61,189,209.81,141.1,-47.9,fantasypros_sheet_headline,,12.7,false,,,,0.423,0.222,1.87,1,true,false,,0.0,2026-09-04,1,0.0,102.8,81.7,8.6,false,,Carnell Tate,0.3,low,251.0,3.8
Oronde Gadsden II,12493,TE,LAC,7,67.8,-51.9,-90.35561380392154,5,false,32,190,224.17,126.5,-63.5,fantasypros_sheet_headline,,14.0,false,,,,0.333,0.175,1.68,5,true,false,,0.0,2026-09-04,1,0.0,85.1,54.2,12.6,false,,David Njoku,0.36,low,217.0,2.5
