sleeper_id,name,pos,adp,usage,curve,blend,lines,actual,games_actual,pair,blend_gt,lines_gt,blend_gt_rb,lines_gt_rb
8138,James Cook III,RB,33.7,246.81083331086026,226.25774309449127,239.61725173513108,243.882,302.20000000000005,17,2024->2025,234.35551418086646,238.526613153198,234.35551418086646,238.526613153198
4943,Sam Darnold,QB,166.7,298.2327824958533,247.11973937061202,267.5649566207086,282.12179999999995,249.42,17,2024->2025,267.5649566207086,282.12179999999995,267.5649566207086,282.12179999999995
4039,Cooper Kupp,WR,92.0,221.26954382144945,177.8733155859492,186.55256123304926,199.42700000000002,117.3,16,2024->2025,180.17477854863318,192.60907126721713,186.55256123304926,199.42700000000002
7528,Najee Harris,RB,153.9,200.5544408037028,159.2880604792423,175.79461260902647,91.49400000000001,11.600000000000001,3,2024->2025,175.79461260902647,91.49400000000001,175.79461260902647,91.49400000000001
7670,Joshua Palmer,WR,140.6,132.81568911490174,160.14995447919958,154.68310140634003,138.992,52.300000000000004,12,2024->2025,154.68310140634003,138.992,154.68310140634003,138.992
12517,Colston Loveland,TE,141.2,,144.71272284245785,144.71272284245785,146.455,165.1,16,2024->2025,149.65427285304858,151.45604408642038,144.71272284245785,146.455
12547,Kyle Williams,WR,165.5,,153.3364054441628,153.3364054441628,34.935,49.2,14,2024->2025,153.3364054441628,34.935,153.3364054441628,34.935
12483,Jack Bech,WR,170.0,,152.21536130540971,152.21536130540971,36.974999999999994,42.4,14,2024->2025,152.21536130540971,36.974999999999994,152.21536130540971,36.974999999999994
11560,Caleb Williams,QB,102.3,271.58900246712534,272.9540509397857,272.0667694325565,259.4642,325.68,17,2024->2025,247.25288300503678,235.79973261857188,272.0667694325565,259.4642
9500,Josh Downs,WR,93.4,198.58287020615225,177.2422082359484,181.51034062998917,184.21200000000005,138.4,16,2024->2025,175.30493932184928,177.9142354659931,181.51034062998917,184.21200000000005
3294,Dak Prescott,QB,84.7,245.73804491287328,282.94279461396235,262.4801822783634,305.1772,323.78,17,2024->2025,275.22117546578977,319.9907397972039,262.4801822783634,305.1772
11626,Xavier Legette,WR,140.7,152.9567811433832,160.1202441842379,158.68755157606697,155.92399999999998,89.30000000000001,15,2024->2025,158.68755157606697,155.92399999999998,158.68755157606697,155.92399999999998
9754,Quentin Johnston,WR,162.8,178.2575508138852,154.02375768135676,158.87051630786246,100.827,171.2,13,2024->2025,158.87051630786246,100.827,158.87051630786246,100.827
6806,J.K. Dobbins,RB,94.0,216.49538236184415,181.02659977819988,195.2141128116576,188.34300000000002,115.9,10,2024->2025,189.9724053966363,183.28578930222716,189.9724053966363,183.28578930222716
4144,Jonnu Smith,TE,152.9,196.11908791308784,140.4253127164278,162.70282279509183,104.329,85.2,17,2024->2025,168.2586863011742,107.8915545627814,162.70282279509183,104.329
4866,Saquon Barkley,RB,2.5,315.362541693258,340.9544888462917,324.31972319681984,328.7800000000001,232.3,16,2024->2025,328.5411842547871,333.05951760983777,328.5411842547871,333.05951760983777
4993,Mike Gesicki,TE,166.7,132.4053059629289,135.7714093484086,133.5834421478468,124.661,70.7,12,2024->2025,138.1449571756517,128.9178376419873,133.5834421478468,124.661
4984,Josh Allen,QB,24.7,342.06756036623744,348.14215276165953,344.1936677046352,362.14079999999996,374.62,16,2024->2025,365.3518775231177,384.40225263313897,344.1936677046352,362.14079999999996
12541,Dont'e Thornton Jr.,WR,150.1,,157.41777058902815,157.41777058902815,121.72000000000001,23.5,11,2024->2025,157.41777058902815,121.72000000000001,157.41777058902815,121.72000000000001
4035,Alvin Kamara,RB,29.7,294.93676254439623,231.82901213468287,257.07211229856824,290.139,100.7,11,2024->2025,251.4270847488378,283.7678591025812,251.4270847488378,283.7678591025812
9753,Zach Charbonnet,RB,99.4,174.6710666366923,178.56364551223805,176.0334692431333,185.181,181.4,16,2024->2025,171.30678259259443,180.2086923792003,171.30678259259443,180.2086923792003
8111,Cade Otton,TE,168.4,161.38471047098932,135.22495593416966,145.6888577488975,135.677,122.2,15,2024->2025,145.6888577488975,135.677,145.6888577488975,135.677
12499,Elic Ayomanor,WR,177.0,,150.5291804097118,150.5291804097118,103.39399999999998,116.5,16,2024->2025,150.5291804097118,103.39399999999998,150.5291804097118,103.39399999999998
11604,Brock Bowers,TE,27.1,225.69277560642286,233.61200218560717,230.4443115539334,275.74,176.2,12,2024->2025,233.6839029681497,279.6163592406877,230.4443115539334,275.74
7525,DeVonta Smith,WR,48.3,231.46984399898517,204.79940251696317,210.1334908133676,229.823,201.79999999999998,17,2024->2025,218.34088951436962,238.799432002149,210.1334908133676,229.823
1689,Adam Thielen,WR,131.3,191.4533593164778,163.00965045418909,168.69839222664683,160.106,39.6,14,2024->2025,168.69839222664683,160.106,168.69839222664683,160.106
11638,Ricky Pearsall,WR,76.1,148.32773456315797,185.80209421356923,178.30722228348702,212.126,88.60000000000001,9,2024->2025,185.82875992834292,221.07411592048712,178.30722228348702,212.126
6770,Joe Burrow,QB,30.3,322.47395781184,337.33066643244547,327.6738058290519,349.36359999999996,139.46,8,2024->2025,347.8165097375423,370.83961494541046,327.6738058290519,349.36359999999996
12508,Jaxson Dart,QB,165.1,,247.63000871698327,247.63000871698327,15.786200000000001,246.58,14,2024->2025,247.63000871698327,15.786200000000001,247.63000871698327,15.786200000000001
8148,Jameson Williams,WR,63.4,203.36891122956715,193.4318451029036,195.4192583282363,207.07700000000003,219.9,17,2024->2025,203.66263338182085,215.81213383775074,195.4192583282363,207.07700000000003
12504,Kaleb Johnson,RB,79.2,,188.5806590060783,188.5806590060783,131.07,8.8,10,2024->2025,183.51706691017563,127.55063051901536,183.51706691017563,127.55063051901536
6813,Jonathan Taylor,RB,18.5,262.5346724376584,252.7019071016768,259.0932045700648,304.4699999999999,362.3,17,2024->2025,262.46565402424955,308.43308998925494,262.46565402424955,308.43308998925494
11632,Malik Nabers,WR,7.5,295.1809166151984,282.62986623037636,285.1400763073408,266.832,57.1,4,2024->2025,298.35623033365613,279.19958037249285,285.1400763073408,266.832
