sleeper_id,name,pos,adp,usage,curve,blend,lines,actual,games_actual,pair,blend_rank,curve_rank,blend_rank_lin,curve_rank_lin,blend_tail,curve_tail
4066,Evan Engram,TE,79.5,197.27300277369437,167.08048063047065,179.15748948776016,185.453,89.5,9,2023->2024,177.45873828760546,164.24922863021283,177.45873828760546,164.2492286302128,177.4587382876055,164.2492286302129
5947,Jakobi Meyers,WR,131.7,210.03714477562085,166.69280698356152,175.3616745419734,165.9268,218.0,15,2023->2024,178.01753900179233,170.0126375583352,173.9500626206363,164.92829208189016,173.94554111887086,164.92264020468338
5846,DK Metcalf,WR,40.7,224.64359207782314,216.44005438637075,218.08076192466123,231.55700000000002,191.2,15,2023->2024,217.25055311025258,215.40229336835992,224.96920673538253,225.05061039977235,225.04223701532004,225.14189824969424
7571,Rashod Bateman,WR,169.6,109.03019911780471,155.97842699334788,146.58878141823925,131.189,174.60000000000002,16,2023->2024,148.85485783632362,158.81102251595334,135.41705281047038,142.01376623363677,135.36648849612322,141.95056084070285
11589,Trey Benson,RB,108.5,,158.8136772117403,158.8136772117403,78.25099999999999,47.0,12,2023->2024,157.78155768310592,157.78155768310592,153.80243784879025,153.80243784879025,153.80243784879013,153.80243784879013
3163,Jared Goff,QB,94.3,277.9624311267824,281.6546584148314,279.2547106775996,315.8736,336.46000000000004,17,2023->2024,279.09948374342264,281.2111528886117,279.09948374342264,281.21115288861176,279.0994837434226,281.2111528886116
8167,Christian Watson,WR,84.2,190.289575404616,185.64328662763864,186.5725443830341,175.321,105.3,14,2023->2024,186.9145799040119,186.07083102886085,190.23382828696066,190.21989150754683,190.2711297083153,190.26651828424014
5859,A.J. Brown,WR,10.9,258.76028767352983,272.25232994816207,269.55392149323563,288.08200000000005,216.9,13,2023->2024,268.0892467873716,270.421486565832,268.0503480956436,270.372863201172,268.11880175345334,270.45843027343426
11575,Ray Davis,RB,147.7,,145.96184544021995,145.96184544021995,86.61500000000001,116.10000000000001,17,2023->2024,144.54583551666627,144.54583551666627,124.35419093384819,124.35419093384819,124.35419093384806,124.35419093384806
8110,Jake Ferguson,TE,89.2,161.58421694345816,162.07790939402304,161.75700930115588,182.34199999999998,104.4,14,2023->2024,161.29399536449108,160.75501243212372,161.29399536449108,160.75501243212366,161.2939953644911,160.75501243212378
11625,Adonai Mitchell,WR,160.9,,158.2092682687231,158.2092682687231,155.95800000000003,53.76,17,2023->2024,161.540074285103,161.540074285103,148.99374565180386,148.99374565180386,148.94892696003478,148.94892696003478
4988,Nick Chubb,RB,65.0,152.57984719052322,180.16288914087747,164.9922160681826,,63.3,8,2023->2024,166.51714939127302,183.55162985885607,172.0134279530389,195.76558221833582,172.0134279530389,195.7655822183358
11637,Keon Coleman,WR,88.1,,183.7251742231045,183.7251742231045,162.16299999999998,111.5,13,2023->2024,184.88380230222828,184.88380230222828,188.53534870267018,188.53534870267018,188.5789384412039,188.5789384412039
2749,Raheem Mostert,RB,64.1,259.49639666321724,180.74386417370724,231.9330102918887,183.22599999999997,70.9,13,2023->2024,233.66719316424815,185.69867238044836,238.1709366063786,198.56651078653547,238.1709366063786,198.56651078653542
8230,Ty Chandler,RB,130.3,120.96446754081873,151.18468517860782,131.5415437140449,102.646,28.400000000000002,14,2023->2024,130.6312411834319,148.58382080542782,125.54301491646235,134.0460314712291,125.54301491646233,134.046031471229
4082,Curtis Samuel,WR,122.6,158.00526630148292,169.72600700194187,167.38185886185008,161.29600000000002,63.7,14,2023->2024,168.990890416523,171.73729644528302,165.94485625447612,167.92975374272444,165.94584663657193,167.9309917203442
9481,Luke Musgrave,TE,151.7,108.46234776899657,139.0029275650623,126.78669564663599,108.256,11.5,7,2023->2024,128.51739142194205,141.88742052390572,128.51739142194202,141.88742052390566,128.51739142194208,141.88742052390577
8146,Garrett Wilson,WR,12.1,230.9969777535194,267.827786323323,260.4616246093623,260.015,251.9,17,2023->2024,256.901078084637,263.37710316741635,258.4973772653048,265.37247714325116,258.56928772880553,265.462365222627
4037,Chris Godwin Jr.,WR,68.4,206.92350838901964,194.4473318621361,196.94256716751283,215.50900000000001,137.8,7,2023->2024,194.30760101027894,191.15362416559378,199.10272069742794,197.14752377453001,199.14940430099819,197.20587827899283
4881,Lamar Jackson,QB,44.2,331.3968336317094,308.4235267791966,323.35617623332996,343.48499999999996,434.38000000000005,17,2023->2024,322.6686156580986,306.4590679928215,322.6686156580986,306.4590679928215,322.66861565809853,306.45906799282136
7564,Ja'Marr Chase,WR,7.2,249.03065882370743,289.81964863385855,281.66185067182835,246.177,403.0,17,2023->2024,280.9664884761284,288.9504458892336,276.1159112401169,282.88722434421925,276.17298904862866,282.95857160485895
9997,Zay Flowers,WR,56.8,203.18855087621696,202.3199929947102,202.49370457101156,215.35600000000002,209.5,17,2023->2024,200.65864842062157,200.0261728067227,207.23424381904476,208.2456670547517,207.293746138947,208.32004495462948
6943,Gabe Davis,WR,169.6,163.6167867071905,155.97842699334788,157.50609893611644,163.47200000000004,53.9,10,2023->2024,159.24614571439474,158.1534854661958,147.44220875960775,143.39856427271206,147.3946061963715,143.33906106866675
8228,Jaylen Warren,RB,79.6,185.69573820536817,171.7198052256647,180.80416166247196,164.203,124.10000000000001,15,2023->2024,181.60389978092866,174.00477127839807,184.45675617518773,182.1557895477098,184.4567561751877,182.1557895477097
4039,Cooper Kupp,WR,18.9,222.42814764318643,248.93556555552155,243.63408197305455,253.46999999999997,175.0,12,2023->2024,242.1478363676027,247.07775854870675,246.97181512307776,253.10773199305058,247.04923819841073,253.2045108372168
8154,Brian Robinson,RB,97.9,188.1447396995806,163.09731353821073,179.37814054310115,162.418,159.8,14,2023->2024,178.89417419342993,161.7145525391501,178.77423012819835,161.37185520991696,178.77423012819833,161.37185520991687
11563,Bo Nix,QB,177.5,,259.3110318957588,259.3110318957588,230.54380000000003,329.2,17,2023->2024,263.44197912375336,263.44197912375336,263.4419791237534,263.4419791237534,263.42406983186675,263.42406983186675
8131,Isaiah Likely,TE,152.0,113.44432972341053,138.91707882159034,122.35979190777346,93.993,123.7,15,2023->2024,122.80591899395152,140.19172763924198,122.8059189939515,140.19172763924186,122.80591899395155,140.19172763924203
7523,Trevor Lawrence,QB,126.7,277.9689436214584,271.22130330622844,273.9203594323204,292.3796,152.2,10,2023->2024,274.3233166321598,271.8928986392941,274.32331663215984,271.8928986392941,274.32331663215973,271.89289863929395
5045,Courtland Sutton,WR,110.8,196.19182884916336,174.01319102180008,178.44891858727277,172.261,240.3,16,2023->2024,179.55443858966586,175.3950910247915,178.47892224825014,174.05069559802186,178.49072688618335,174.06545139543832
1479,Keenan Allen,WR,63.5,309.0073977998098,197.59632510950593,219.8785396475667,225.50500000000005,185.4,15,2023->2024,218.10140237889405,195.37490352366507,223.8613891265367,202.5748869582184,223.91469815067734,202.64152323839423
5927,Terry McLaurin,WR,70.2,189.34916606076243,193.346922613062,192.54737130260207,196.87699999999998,267.8,17,2023->2024,189.73299372938666,189.82895064654267,194.1778815125436,195.38506037548885,194.22227381377985,195.44055075203414
6797,Justin Herbert,QB,114.6,285.77176294550776,274.7671736783789,281.92015670201266,278.6062,288.40000000000003,17,2023->2024,282.38067754566805,276.0829475173945,282.3806775456681,276.08294751739453,282.38067754566805,276.08294751739436
4663,Austin Ekeler,RB,88.0,228.95085393318993,167.53954347672533,192.10406765931117,171.802,132.3,12,2023->2024,192.07212922041975,167.4863127452396,194.5642041605527,171.6397709787945,194.56420416055266,171.63977097879444
11566,Jayden Daniels,QB,99.2,,279.8651309758603,279.8651309758603,293.73619999999994,364.82,17,2023->2024,279.37163997864553,279.37163997864553,279.37163997864553,279.37163997864553,279.3716399786453,279.3716399786453
7553,Kyle Pitts Sr.,TE,72.8,148.0869348444853,170.90619584283866,156.07367619390897,195.806,131.2,17,2023->2024,155.13023313007668,168.21064423188923,155.13023313007668,168.2106442318892,155.1302331300767,168.2106442318893
9488,Jaxon Smith-Njigba,WR,90.5,143.49304245266177,182.58656035469127,174.76785677428535,183.566,253.0,17,2023->2024,175.68007104094283,183.7268281880131,178.19286432018404,186.86781978706463,178.2252762766509,186.90833473264817
8408,Jordan Mason,RB,149.1,83.17125428039733,145.568746813673,120.60974980036274,237.09900000000002,115.0,12,2023->2024,119.41943833584521,143.58489437281045,106.43692014581084,121.94736405608653,106.43692014581079,121.94736405608641
3321,Tyreek Hill,WR,2.6,342.33936656967705,332.96969288524554,334.84362762213186,349.384,218.2,17,2023->2024,350.30897431387723,352.3013762499273,325.8981374721318,321.7878301977455,325.9024174737067,321.7931801997142
9224,Chase Brown,RB,91.9,85.70944016734755,165.7326370670048,121.71987877219331,158.96699999999998,255.0,16,2023->2024,121.17326238469643,164.5179339836784,122.05547279323872,166.47840155821683,122.05547279323869,166.47840155821677
7670,Joshua Palmer,WR,130.5,171.60851543659555,167.0805751293382,167.98616319078968,181.15200000000002,107.4,15,2023->2024,171.01516815581056,170.86683133561428,167.46123694246637,166.42441731893405,167.45947955869104,166.4222205892149
8143,Jerome Ford,RB,98.5,188.18751069138784,162.8427212265886,179.3168343787081,214.30199999999996,134.0,14,2023->2024,178.4511005091082,160.36919588487453,177.91493693413395,158.83729995637674,177.91493693413392,158.83729995637668
11604,Brock Bowers,TE,121.7,,148.57778442847317,148.57778442847317,150.501,262.7,17,2023->2024,147.6473594390075,147.6473594390075,147.64735943900737,147.64735943900737,147.64735943900754,147.64735943900754
4068,Mike Williams,WR,116.1,202.08700425798486,172.0337575189465,178.04440686675417,123.43699999999998,56.8,14,2023->2024,179.2410856738634,173.52960602783307,177.1930107731753,170.9695124019729,177.19944505255359,170.97755525119575
4137,James Conner,RB,47.6,224.3298408237002,193.1447876990593,213.4150722300759,224.87600000000003,253.8,16,2023->2024,214.18234826381112,195.33700493830278,219.35610211974415,210.11915881239713,219.35610211974415,210.11915881239713
7526,Jaylen Waddle,WR,29.1,217.13261793628135,230.65253931563493,227.94855503976422,243.049,149.6,15,2023->2024,226.26556296750041,228.54879922530517,233.47105970259588,237.55567014417448,233.54899096880436,237.6530842269351
6845,Zack Moss,RB,74.4,197.48270097008236,174.53482808308993,183.71397723788692,179.50300000000001,81.9,8,2023->2024,185.5589153010436,177.6097248550178,191.51028324019487,187.5286714202699,191.51028324019484,187.52867142026983
6904,Jalen Hurts,QB,37.3,337.1589981978554,314.4195423481202,329.20018865044807,367.6216,320.12,15,2023->2024,328.72801493804457,313.070474598396,328.72801493804457,313.070474598396,328.7280149380445,313.0704745983959
4981,Calvin Ridley,WR,74.7,227.0541139269704,190.7148107237918,197.98267136442755,203.42200000000003,199.20000000000002,17,2023->2024,196.2441002907835,188.54159688173678,200.32580171021382,193.64372365602463,200.36786520407057,193.69630302334565
11643,Jaylen Wright,RB,156.6,,143.52377583465332,143.52377583465332,,26.700000000000003,13,2023->2024,140.80724508120534,140.80724508120534,114.76182926059214,114.76182926059214,114.76182926059202,114.76182926059202
2449,Stefon Diggs,WR,41.8,244.95104746926197,215.3102974574641,221.2384474598237,238.62900000000002,121.92,8,2023->2024,219.52835242478676,213.17267866366794,227.2108979762842,222.77586060303972,227.28254638807246,222.86542111777504
6801,Tee Higgins,WR,51.8,181.74847646486168,206.2236159440964,201.32858804824946,,222.10000000000002,12,2023->2024,199.07990459347621,203.41276162562986,206.1000519066443,212.18794576708993,206.16339592905584,212.2671257951044
4217,George Kittle,TE,66.7,187.67548541371448,174.7088777746538,179.8955208302781,195.14300000000003,236.60000000000002,15,2023->2024,178.7404519220513,172.7837629276092,178.74045192205128,172.78376292760913,178.7404519220513,172.78376292760925
8119,Jahan Dotson,WR,152.0,129.53205593064897,160.61985157038617,154.40229244243875,77.19699999999999,41.9,14,2023->2024,158.064706277819,165.1978688646115,150.80821471336517,156.12725440904424,150.78679656859475,156.1004817280812
5967,Tony Pollard,RB,81.7,227.01765313305324,170.6347705113192,193.18792356001282,170.051,200.70000000000002,16,2023->2024,194.18376707796182,172.29450970790086,198.50705443374252,179.499988634202,198.50705443374247,179.49998863420197
2197,Brandin Cooks,WR,135.1,172.82758562097877,165.61302235108352,167.05593500506257,154.10500000000002,69.6,10,2023->2024,168.59901448856317,167.54187170545927,162.95903154937125,160.49189303146937,162.9461254222962,160.47576037262556
8136,Rachaad White,RB,29.0,233.44492502727473,213.79289258778735,221.6537055635823,236.09600000000003,199.6,15,2023->2024,222.0668421850236,214.4814536235228,230.78123822537364,229.00544702410625,230.78123822537364,229.00544702410625
4950,Christian Kirk,WR,55.6,184.7985075537303,203.22458339580066,199.5393682273866,218.84099999999998,70.9,8,2023->2024,198.3101837016917,201.68810273868203,205.1189423173049,210.19905100819855,205.1803970086628,210.27586937239587
5012,Mark Andrews,TE,41.2,196.53312558750895,195.6434513097422,196.13277216251393,200.447,188.8,17,2023->2024,195.09939054735085,193.34704772049096,195.09939054735085,193.34704772049096,195.09939054735088,193.34704772049102
5248,Gus Edwards,RB,100.6,178.53677653991394,161.9637021369267,168.5929318981216,158.848,64.1,11,2023->2024,166.84998314084234,159.05878754146127,165.20332472831265,156.31435685391173,165.2033247283126,156.31435685391165
6945,Antonio Gibson,RB,158.6,130.85889316916865,142.9949851672658,138.14054836802697,103.81899999999999,103.4,17,2023->2024,136.29216058141225,139.91433885624127,119.77012212982473,112.37760810359545,119.77012212982467,112.37760810359535
7090,Darnell Mooney,WR,161.8,121.79279268753587,157.9729674593947,150.73693250502293,142.154,193.20000000000002,16,2023->2024,153.03246316622355,160.84238078589547,142.42753060352916,147.58621508252747,142.38875425482772,147.53774464665065
9754,Quentin Johnston,WR,152.2,107.43900839162727,160.564146928377,149.93911922102706,92.225,174.70000000000002,15,2023->2024,153.04181145446242,164.44251222017118,145.23746630609003,154.68708078470573,145.21318471547403,154.65672879643571
