player,sleeper_id,pos,team,bye,proj_pts,vorp,vorp_flex,tier,cliff_flag,pos_rank,value_rank,ecr,adp,adp_delta,proj_source,avail_status,exp_games,rookie_flag,backs_up,starter_exp_games,starter_avail,wopr,tprr,yprr,hv_touches,routes_proxy,upside_flag,upside_why,alpha_used,proj_as_of,n_sources,proj_sd,proj_hi,proj_lo,proj_band,non_starter,contingent_of,backs_up_pos,starter_fragility,starter_fragility_label,yahoo_rank
Jake Elliott,4195,K,PHI,10,103.5,-33.0,-33.0,5,false,32,161,289.14,127.7,-33.3,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",347.0
AJ Barner,11603,TE,SEA,11,94.4,-33.0,-77.82588235294119,2,false,24,162,208.19,124.8,-37.2,fantasypros_sheet,,14.5,false,,,,0.261,0.158,1.2,8,true,false,,0.0,2026-09-01,1,0.0,94.4,94.4,12.8,false,,,,"",182.0
Chig Okonkwo,8210,TE,WAS,7,93.9,-33.4,-78.23058823529414,2,false,25,163,160.38,126.4,-36.6,fantasypros_sheet,,15.7,false,,,,0.286,0.183,1.3,3,true,false,,0.0,2026-09-01,1,0.0,93.9,93.9,6.6,false,,,,"",156.0
Sam Darnold,4943,QB,SEA,11,250.2,-33.6,-33.56611764705883,2,false,23,164,139.95,122.0,-42.0,fantasypros_sheet,,13.7,false,,,,0.0,0.0,0.0,4,true,false,,0.0,2026-09-01,1,0.0,250.2,250.2,18.9,false,,,,"",151.0
Kenny Gainwell,7567,RB,TBB,10,138.0,-34.2,-34.18352941176471,5,false,33,165,100.1,119.5,-45.5,fantasypros_sheet,,15.3,false,Bucky Irving,12.5,,0.234,0.27,1.55,22,true,true,contingent volume,0.0,2026-09-01,1,0.0,138.0,138.0,14.4,false,,Bucky Irving,0.6,moderate,114.0
MarShawn Lloyd,11581,RB,GBP,11,137.8,-34.4,-34.38117647058826,5,false,34,166,179.03,120.8,-45.2,fantasypros_sheet,,16.0,true,,,,,,,,,false,,0.0,2026-09-01,1,0.0,137.8,137.8,23.1,false,,,,"",84.0
Matthew Golden,12501,WR,GBP,11,129.4,-34.5,-42.7764705882353,9,false,50,167,128.79,126.5,-40.5,fantasypros_sheet,,13.0,false,,,,0.322,0.174,1.43,0,true,false,,0.0,2026-09-01,1,0.0,129.4,129.4,16.1,false,,Christian Watson,0.31,low,101.0
Ja'Kobi Lane,13293,WR,BAL,13,128.7,-35.2,-43.46428235294118,9,false,51,168,222.62,126.2,-41.8,fantasypros_sheet,,16.0,true,,,,,,,,,false,,0.0,2026-09-01,1,0.0,128.7,128.7,15.1,false,,Zay Flowers,0.32,low,172.0
Deebo Samuel Sr.,5872,WR,SFO,8,127.7,-36.2,-44.47058823529413,9,false,52,169,138.51,126.9,-42.1,fantasypros_sheet,,14.0,false,,,,0.475,0.239,1.76,10,true,false,,0.0,2026-09-01,1,0.0,127.7,127.7,8.6,false,,Mike Evans,0.31,low,150.0
Romeo Doubs,8121,WR,NEP,11,127.5,-36.4,-44.68705882352941,9,false,53,170,127.35,132.0,-38.0,fantasypros_sheet,,14.3,false,,,,0.479,0.195,1.66,9,true,false,,0.0,2026-09-01,1,0.0,127.5,127.5,9.8,false,,A.J. Brown,0.31,low,124.0
Kyle Monangai,12534,RB,CHI,10,135.6,-36.6,-36.59294117647059,5,false,35,171,116.95,107.9,-63.1,fantasypros_sheet,compromised,16.0,false,D'Andre Swift,15.333333333333334,,0.086,0.107,0.58,22,true,true,contingent volume,0.0,2026-09-01,1,0.0,135.6,135.6,15.3,false,,D'Andre Swift,0.73,moderate,109.0
Stefon Diggs,2449,WR,WAS,7,127.0,-36.9,-45.185882352941206,9,false,54,172,96.49,104.2,-67.8,fantasypros_sheet,compromised,13.0,false,,,,0.469,0.288,2.86,7,true,false,,0.0,2026-09-01,1,0.0,127.0,127.0,7.0,false,,Terry McLaurin,0.31,low,92.0
Rachaad White,8136,RB,WAS,7,135.1,-37.1,-37.08235294117645,5,false,36,173,111.88,123.8,-49.2,fantasypros_sheet,,15.3,false,,,,0.105,0.13,0.63,11,true,false,,0.0,2026-09-01,1,0.0,135.1,135.1,20.2,false,,,,"",116.0
C.J. Stroud,9758,QB,HOU,8,245.2,-38.5,-38.54682352941177,2,false,24,174,145.31,124.8,-49.2,fantasypros_sheet,,14.3,false,,,,0.0,0.0,0.0,3,true,false,,0.0,2026-09-01,1,0.0,245.2,245.2,16.4,false,,,,"",165.0
Darren Waller,2505,TE,CAR,5,88.7,-38.7,-83.45411764705882,2,false,26,175,267.85,,,fantasypros_sheet,,12.0,false,,,,0.421,0.259,2.16,6,true,false,,0.0,2026-09-01,1,0.0,88.7,88.7,8.6,false,,,,"",247.0
Aaron Jones Sr.,4199,RB,MIN,6,132.9,-39.2,-39.24705882352944,5,false,37,176,115.78,124.2,-51.8,fantasypros_sheet,,12.3,false,,,,0.203,0.184,0.89,6,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,132.9,132.9,10.4,false,,,,"",125.0
Rashid Shaheed,8676,WR,SEA,11,124.5,-39.4,-47.65176470588233,9,false,55,177,148.75,128.2,-48.8,fantasypros_sheet,,12.0,false,,,,0.4,0.25,1.87,2,true,false,,0.0,2026-09-01,1,0.0,124.5,124.5,13.8,false,,Jaxon Smith-Njigba,0.32,low,133.0
Jacory Croskey-Merritt,12533,RB,WAS,7,132.7,-39.5,-39.501176470588206,5,false,38,178,113.67,107.6,-70.4,fantasypros_sheet,,16.0,false,Rachaad White,15.333333333333334,,0.041,0.055,0.29,21,true,true,contingent volume,0.0,2026-09-01,1,0.0,132.7,132.7,10.2,false,,Rachaad White,0.63,moderate,90.0
RJ Harvey,12489,RB,DEN,10,131.3,-40.9,-40.865882352941185,5,false,39,179,97.46,107.4,-71.6,fantasypros_sheet,,16.0,false,J.K. Dobbins,12.0,,0.146,0.192,1.18,21,true,true,contingent volume,0.0,2026-09-01,1,0.0,131.3,131.3,21.7,false,,J.K. Dobbins,0.63,moderate,110.0
Khalil Shakir,8134,WR,BUF,7,122.1,-41.7,-50.03294117647057,9,false,56,180,123.36,130.8,-49.2,fantasypros_sheet,compromised,14.7,false,,,,0.377,0.269,2.03,6,true,false,,0.0,2026-09-01,1,0.0,122.1,122.1,7.3,false,,DJ Moore,0.32,low,140.0
Jordan Mason,8408,RB,MIN,6,130.2,-42.0,-41.95764705882354,5,false,40,181,115.68,113.5,-67.5,fantasypros_sheet,,12.0,false,Aaron Jones Sr.,12.333333333333334,,0.042,0.064,0.2,9,true,true,contingent volume,0.0,2026-09-01,1,0.0,130.2,130.2,10.3,false,,Aaron Jones Sr.,0.6,moderate,103.0
Evan Engram,4066,TE,DEN,10,85.0,-42.4,-87.20941176470589,2,false,27,182,253.98,,,fantasypros_sheet,,13.0,false,,,,0.308,0.265,1.61,1,true,false,,0.0,2026-09-01,1,0.0,85.0,85.0,4.7,false,,,,"",287.0
Josh Downs,9500,WR,IND,13,121.4,-42.5,-50.78588235294117,9,false,57,183,87.25,107.5,-75.5,fantasypros_sheet,,14.7,false,,,,0.379,0.248,1.59,5,true,false,,0.0,2026-09-01,1,0.0,121.4,121.4,9.6,false,,Alec Pierce,0.31,low,87.0
Bryce Young,9228,QB,CAR,5,240.6,-43.1,-43.13223529411766,2,false,25,184,172.12,121.1,-62.9,fantasypros_sheet,,14.3,false,,,,0.0,0.0,0.0,5,true,false,,0.0,2026-09-01,1,0.0,240.6,240.6,22.5,false,,,,"",183.0
Jalen Coker,11646,WR,CAR,5,119.7,-44.2,-52.52705882352943,9,false,58,185,124.68,133.1,-51.9,fantasypros_sheet,,12.0,false,,,,0.371,0.167,1.53,4,true,false,,0.0,2026-09-01,1,0.0,119.7,119.7,9.9,false,,Tetairoa McMillan,0.32,low,117.0
Jerry Jeudy,6783,WR,CLE,11,118.8,-45.1,-53.36470588235295,9,false,59,186,167.97,124.2,-61.8,fantasypros_sheet,,15.7,false,,,,0.555,0.185,1.05,3,true,false,,0.0,2026-09-01,1,0.0,118.8,118.8,10.4,false,,KC Concepcion,0.3,low,194.0
Blake Corum,11586,RB,LAR,11,126.6,-45.6,-45.62823529411767,5,false,41,187,112.07,99.8,-87.2,fantasypros_sheet,,14.5,false,Kyren Williams,14.0,,0.035,0.071,0.18,16,true,true,contingent volume,0.0,2026-09-01,1,0.0,126.6,126.6,15.4,false,,Kyren Williams,0.8,high,93.0
Mike Washington Jr.,13305,RB,LVR,13,125.9,-46.2,-46.23459764705885,5,false,42,188,165.41,123.0,-65.0,fantasypros_sheet,,16.0,true,Ashton Jeanty,16.0,compromised,,,,,,true,contingent volume,0.0,2026-09-01,1,0.0,125.9,125.9,25.8,false,,Ashton Jeanty,0.7,moderate,128.0
Calvin Ridley,4981,WR,TEN,9,117.3,-46.5,-54.84235294117647,9,false,60,189,202.32,140.6,-48.4,fantasypros_sheet,,12.7,false,,,,0.423,0.222,1.87,1,true,false,,0.0,2026-09-01,1,0.0,117.3,117.3,11.0,false,,Carnell Tate,0.3,low,254.0
Jordyn Tyson,13281,WR,NOS,8,114.5,-49.4,-57.66098823529414,9,false,61,190,135.15,98.7,-91.3,fantasypros_sheet,compromised,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-01,1,0.0,114.5,114.5,6.9,false,,Chris Olave,0.31,low,129.0
Kaelon Black,13414,RB,SFO,8,119.8,-52.4,-52.40803764705885,5,false,43,191,237.76,130.0,-61.0,fantasypros_sheet,,16.0,true,Christian McCaffrey,12.0,compromised,,,,,,true,contingent volume,0.0,2026-09-01,1,0.0,119.8,119.8,23.4,false,,Christian McCaffrey,0.85,high,159.0
Tre Tucker,10213,WR,LVR,13,110.6,-53.2,-61.54352941176472,9,false,67,192,162.97,129.7,-62.3,fantasypros_sheet,,14.7,false,,,,0.469,0.153,1.16,5,true,false,,0.0,2026-09-01,1,0.0,110.6,110.6,9.7,false,,,,"",148.0
Rashod Bateman,7571,WR,BAL,13,108.1,-55.8,-64.1129411764706,9,false,68,193,226.05,138.0,-55.0,fantasypros_sheet,,13.7,false,,,,0.301,0.131,0.77,4,true,false,,0.0,2026-09-01,1,0.0,108.1,108.1,11.1,false,,Zay Flowers,0.32,low,222.0
Oronde Gadsden II,12493,TE,LAC,7,70.6,-56.8,-101.61882352941177,3,true,31,194,211.73,126.6,-67.4,fantasypros_sheet,,14.0,false,,,,0.333,0.175,1.68,5,true,false,,0.0,2026-09-01,1,0.0,70.6,70.6,11.4,false,,,,"",216.0
Keenan Allen,1479,WR,IND,13,106.1,-57.8,-66.11764705882354,9,false,70,195,193.66,125.5,-69.5,fantasypros_sheet,,14.0,false,,,,0.49,0.307,1.96,7,true,false,,0.0,2026-09-01,1,0.0,106.1,106.1,12.4,false,,Alec Pierce,0.31,low,145.0
Jalen McMillan,11618,WR,TBB,10,103.7,-60.2,-68.47058823529413,9,false,71,196,172.6,135.9,-60.1,fantasypros_sheet,compromised,12.0,false,,,,0.262,0.18,2.13,0,true,false,,0.0,2026-09-01,1,0.0,103.7,103.7,2.8,false,,Emeka Egbuka,0.32,low,153.0
Jauan Jennings,7049,WR,MIN,6,103.5,-60.3,-68.63058823529411,9,false,73,197,166.54,126.0,-71.0,fantasypros_sheet,,13.0,false,,,,0.478,0.192,1.37,11,true,false,,0.0,2026-09-01,1,0.0,103.5,103.5,15.0,false,,Justin Jefferson,0.33,low,214.0
Tyjae Spears,9508,RB,TEN,9,108.4,-63.7,-63.745882352941194,6,false,44,198,139.37,133.0,-65.0,fantasypros_sheet,,13.0,false,Tony Pollard,15.666666666666666,,0.15,0.206,1.09,8,true,true,contingent volume,0.0,2026-09-01,1,0.0,108.4,108.4,15.7,false,,Tony Pollard,0.64,moderate,139.0
Geno Smith,1373,QB,NYJ,13,219.8,-63.9,-63.8776470588235,2,false,26,199,222.37,,,fantasypros_sheet,,14.7,false,,,,0.0,0.0,0.0,2,true,false,,0.0,2026-09-01,1,0.0,219.8,219.8,25.5,false,,,,"",248.0
Woody Marks,12474,RB,HOU,8,107.2,-65.0,-64.97882352941177,6,true,45,200,137.25,130.7,-69.3,fantasypros_sheet,,15.0,false,David Montgomery,14.0,,0.115,0.105,0.61,18,true,true,contingent volume,0.0,2026-09-01,1,0.0,107.2,107.2,13.2,false,,David Montgomery,0.74,moderate,131.0
Jalen Nailor,8180,WR,LVR,13,98.9,-65.0,-73.28000000000002,9,false,77,201,190.27,128.9,-72.1,fantasypros_sheet,,12.0,false,,,,0.295,0.133,1.12,7,true,false,,0.0,2026-09-01,1,0.0,98.9,98.9,7.1,false,,Tre Tucker,0.31,low,177.0
Cam Ward,12522,QB,TEN,9,217.2,-66.5,-66.54305882352938,2,false,27,202,156.55,124.1,-77.9,fantasypros_sheet,,16.0,false,,,,0.0,0.0,0.0,8,true,false,,0.0,2026-09-01,1,0.0,217.2,217.2,24.6,false,,,,"",179.0
Cooper Kupp,4039,WR,SEA,11,95.3,-68.6,-76.90352941176472,9,true,80,203,222.96,120.2,-82.8,fantasypros_sheet,,12.3,false,,,,0.341,0.175,1.48,5,true,false,,0.0,2026-09-01,1,0.0,95.3,95.3,15.7,false,,Jaxon Smith-Njigba,0.32,low,235.0
Aaron Rodgers,96,QB,PIT,9,211.2,-72.5,-72.5195294117647,2,true,29,204,216.72,116.1,-87.9,fantasypros_sheet,,15.5,false,,,,0.001,0.002,-0.02,2,true,false,,0.0,2026-09-01,1,0.0,211.2,211.2,21.8,false,,,,"",249.0
Justice Hill,5995,RB,BAL,13,92.7,-79.5,-79.47294117647061,7,false,46,205,236.52,,,fantasypros_sheet,,12.3,false,Derrick Henry,16.0,,0.162,0.234,1.47,1,true,true,contingent volume,0.0,2026-09-01,1,0.0,92.7,92.7,14.1,false,,Derrick Henry,0.85,high,255.0
Malik Washington,11610,WR,MIA,6,82.9,-81.0,-89.29882352941176,10,false,84,206,190.64,144.3,-61.7,fantasypros_sheet,,13.5,false,,,,0.29,0.204,1.0,8,true,false,,0.0,2026-09-01,1,0.0,82.9,82.9,9.9,false,,,,"",209.0
Cyrus Allen,13413,WR,KCC,5,82.8,-81.1,-89.41552941176471,10,false,85,207,222.38,148.1,-58.9,fantasypros_sheet,,16.0,true,,,,,,,,,false,,0.0,2026-09-01,1,0.0,82.8,82.8,0.0,false,,Rashee Rice,0.34,low,173.0
Chris Rodriguez Jr.,10219,RB,JAC,7,87.6,-84.6,-84.55529411764708,7,false,47,208,140.02,131.0,-77.0,fantasypros_sheet,,12.0,false,Bhayshul Tuten,14.0,,0.022,0.027,0.2,22,true,true,contingent volume,0.0,2026-09-01,1,0.0,87.6,87.6,25.3,false,,Bhayshul Tuten,0.62,moderate,111.0
Travis Hunter,12530,WR,JAC,7,78.8,-85.1,-93.41176470588236,10,false,86,209,189.75,125.4,-83.6,fantasypros_sheet,,12.0,false,,,,0.387,0.231,1.53,2,true,false,,0.0,2026-09-01,1,0.0,78.8,78.8,0.0,false,,Parker Washington,0.32,low,174.0
Dylan Sampson,12469,RB,CLE,11,87.0,-85.2,-85.22352941176473,7,false,48,210,148.86,167.4,-42.6,fantasypros_sheet,,14.0,false,Quinshon Judkins,13.0,,0.115,0.258,1.75,3,true,true,contingent volume,0.0,2026-09-01,1,0.0,87.0,87.0,17.9,false,,Quinshon Judkins,0.69,moderate,180.0
Emmett Johnson,13337,RB,KCC,5,86.6,-85.6,-85.58678588235294,7,false,49,211,189.73,126.1,-84.9,fantasypros_sheet,,16.0,true,Kenneth Walker III,13.333333333333334,compromised,,,,,,true,contingent volume,0.0,2026-09-01,1,0.0,86.6,86.6,11.2,false,,Kenneth Walker III,0.63,moderate,167.0
Braelon Allen,11576,RB,NYJ,13,84.4,-87.7,-87.7364705882353,7,false,50,212,175.43,128.3,-83.7,fantasypros_sheet,,12.0,false,Breece Hall,15.333333333333334,compromised,0.048,,,6,true,true,contingent volume,0.0,2026-09-01,1,0.0,84.4,84.4,19.5,false,,Breece Hall,0.65,moderate,161.0
Tyler Allgeier,8132,RB,ARI,14,81.5,-90.6,-90.64470588235295,7,false,53,213,138.72,130.0,-83.0,fantasypros_sheet,,16.0,false,Jeremiyah Love,16.0,compromised,0.043,0.086,0.52,19,true,true,contingent volume,0.0,2026-09-01,1,0.0,81.5,81.5,8.9,false,,Jeremiyah Love,0.55,moderate,136.0
Tyreek Hill,3321,WR,FA,,72.7,-91.2,-99.52000000000001,11,false,95,214,282.61,129.2,-84.8,sleeper_rotowire,,12.0,false,,,,0.688,0.331,3.02,2,true,false,,0.0,2026-09-03,1,0.0,72.7,72.7,,false,,,,"",354.0
Brian Robinson Jr.,8154,RB,ATL,11,77.7,-94.4,-94.43764705882354,7,false,55,215,177.08,118.1,-96.9,fantasypros_sheet,,14.0,false,Bijan Robinson,16.0,,0.033,0.107,0.22,5,true,true,contingent volume,0.0,2026-09-01,1,0.0,77.7,77.7,7.9,false,,Bijan Robinson,0.72,moderate,160.0
Isaac TeSlaa,12535,WR,DET,6,68.1,-95.8,-104.09411764705884,11,false,102,216,217.77,124.1,-91.9,fantasypros_sheet,,13.0,false,,,,0.17,0.104,0.92,3,true,false,,0.0,2026-09-01,1,0.0,68.1,68.1,8.9,false,,Amon-Ra St. Brown,0.35,low,260.0
Tank Bigsby,9225,RB,PHI,10,75.8,-96.4,-96.3670588235294,7,false,56,217,171.53,129.6,-87.4,fantasypros_sheet,,12.0,false,Saquon Barkley,14.333333333333334,,0.023,0.05,0.4,9,true,true,contingent volume,0.0,2026-09-01,1,0.0,75.8,75.8,15.3,false,,Saquon Barkley,0.77,high,137.0
Keaton Mitchell,9511,RB,LAC,7,72.2,-100.0,-100.00941176470589,7,false,57,218,151.49,131.6,-86.4,fantasypros_sheet,,12.0,false,Omarion Hampton,12.0,,0.057,0.173,0.91,2,true,true,contingent volume,0.0,2026-09-01,1,0.0,72.2,72.2,11.2,false,,Omarion Hampton,0.67,moderate,127.0
Tyrone Tracy Jr.,11655,RB,NYG,8,68.1,-104.1,-104.10352941176471,7,true,58,219,162.2,130.7,-88.3,fantasypros_sheet,,15.0,false,Cam Skattebo,12.0,,0.163,0.151,0.9,7,true,true,contingent volume,0.0,2026-09-01,1,0.0,68.1,68.1,27.8,false,,Cam Skattebo,0.66,moderate,221.0
Jaydon Blue,12457,RB,DAL,14,49.0,-123.1,-123.14352941176472,8,true,61,220,226.47,148.7,-71.3,sleeper_rotowire,,12.0,false,Javonte Williams,15.333333333333334,,0.007,,,2,true,true,contingent volume,0.0,2026-09-03,1,0.0,49.0,49.0,,false,,Javonte Williams,0.8,high,250.0
Terrance Ferguson,12487,TE,LAR,11,0.0,-127.4,-172.17882352941177,4,false,69,221,212.67,127.0,-94.0,fantasypros_sheet,,12.0,false,,,,0.179,0.119,1.1,3,true,false,,0.0,2026-09-01,1,,,,,true,Colby Parkinson,,,"",157.0
Kenyon Sadiq,13330,TE,NYJ,13,0.0,-127.4,-172.17882352941177,4,false,84,222,222.64,130.0,-92.0,fantasypros_sheet,compromised,16.0,true,,,,,,,,,false,,0.0,2026-09-01,1,,,,,true,Mason Taylor,,,"",195.0
David Njoku,4033,TE,LAC,7,0.0,-127.4,-172.17882352941177,4,false,99,223,250.34,123.2,-99.8,fantasypros_sheet,,12.0,false,,,,0.251,0.15,0.91,3,true,false,,0.0,2026-09-01,1,,,,,true,Oronde Gadsden II,Oronde Gadsden II,0.36,low,307.0
Ollie Gordon II,12495,RB,MIA,6,0.0,-172.2,-172.17882352941177,9,false,117,224,248.68,52.0,-172.0,fantasypros_sheet,,15.0,false,De'Von Achane,13.666666666666666,,0.023,0.072,0.25,12,true,true,contingent volume,0.0,2026-09-01,1,,,,,true,De'Von Achane,De'Von Achane,0.67,moderate,280.0
Jonah Coleman,13345,RB,DEN,10,0.0,-172.2,-172.17882352941177,9,false,124,225,156.36,129.0,-96.0,fantasypros_sheet,,16.0,true,J.K. Dobbins,12.0,,,,,,,true,contingent volume,0.0,2026-09-01,1,,,,,true,J.K. Dobbins,J.K. Dobbins,0.63,moderate,142.0
Alvin Kamara,4035,RB,NOS,8,0.0,-172.2,-172.17882352941177,9,false,131,226,166.12,125.8,-100.2,fantasypros_sheet,compromised,12.0,false,Travis Etienne Jr.,15.333333333333334,,0.18,0.135,0.65,8,true,true,contingent volume,0.0,2026-09-01,1,,,,,true,Travis Etienne Jr.,Travis Etienne Jr.,0.79,high,184.0
James Conner,4137,RB,ARI,14,0.0,-172.2,-172.17882352941177,9,false,132,227,211.4,125.1,-101.9,fantasypros_sheet,compromised,12.0,false,Jeremiyah Love,16.0,compromised,0.135,0.139,0.59,4,true,true,contingent volume,0.0,2026-09-01,1,,,,,true,Jeremiyah Love,Jeremiyah Love,0.55,moderate,229.0
Josh Jacobs,5850,RB,GBP,11,0.0,-172.2,-172.17882352941177,9,false,134,228,46.94,37.2,-190.8,fantasypros_sheet,out,14.0,false,,,,0.124,0.142,0.91,32,true,false,,0.0,2026-09-01,1,,,,,false,,MarShawn Lloyd,0.55,moderate,108.0
Isiah Pacheco,8205,RB,DET,6,0.0,-172.2,-172.17882352941177,9,false,143,229,163.96,125.2,-103.8,fantasypros_sheet,compromised,12.0,false,Jahmyr Gibbs,15.333333333333334,,0.098,0.093,0.36,9,true,true,contingent volume,0.0,2026-09-01,1,,,,,true,Jahmyr Gibbs,Jahmyr Gibbs,0.75,high,178.0
Zach Charbonnet,9753,RB,SEA,11,0.0,-172.2,-172.17882352941177,9,false,147,230,154.18,130.3,-99.7,fantasypros_sheet,out,15.3,false,,,,0.087,0.094,0.56,33,true,false,,0.0,2026-09-01,1,,,,,true,Jadarian Price,Jadarian Price,0.55,moderate,144.0
Fernando Mendoza,13269,QB,LVR,13,0.0,-283.7,-283.72141176470586,3,false,55,231,259.46,118.0,-113.0,fantasypros_sheet,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-01,1,,,,,true,Kirk Cousins,,,"",240.0
