sleeper_id,name,pos,adp,usage,curve,blend,lines,actual,games_actual,pair,blend_gt,lines_gt
11637,Keon Coleman,WR,92.3,129.13531868081225,150.20001214826937,145.98707345477794,125.63000000000001,83.4,12,2024->2025,140.99612707980256,121.33501292854271
12484,Jayden Higgins,WR,124.4,,140.11832728598452,140.11832728598452,112.89700000000002,109.0,17,2024->2025,140.11832728598452,112.89700000000002
11626,Xavier Legette,WR,133.0,124.58100832533891,137.8602883816898,135.2044323704196,127.874,71.80000000000001,15,2024->2025,135.2044323704196,127.874
7571,Rashod Bateman,WR,120.8,142.7379565555302,141.11028480976458,141.4358191589177,118.49000000000001,45.900000000000006,13,2024->2025,141.4358191589177,118.49000000000001
4034,Christian McCaffrey,RB,7.0,170.7306266066604,262.81702072383024,225.9824630769623,296.20799999999997,365.6,17,2024->2025,228.9239313239735,300.0635488538682
10859,Sam LaPorta,TE,67.0,138.3674503178276,147.0210757351349,141.39621921388516,144.84,86.9,9,2024->2025,143.38397050476803,146.87616404011462
9493,Puka Nacua,WR,12.9,214.41506673998688,216.6713634584808,216.22010411478203,229.26199999999997,310.5,16,2024->2025,226.2418388234689,239.88822253462268
7553,Kyle Pitts Sr.,TE,154.0,101.52748539442013,96.68630270212438,99.83307145211661,119.765,166.8,17,2024->2025,103.24210215516389,123.85465241890093
8130,Trey McBride,TE,41.8,190.54712704092125,175.55513858690844,185.29993108201677,198.237,252.9,17,2024->2025,187.90488176073066,201.02382029011463
12495,Ollie Gordon II,RB,150.8,,150.68989997243517,150.68989997243517,140.89600000000002,50.6,17,2024->2025,138.26804853434524,129.2814911275323
6770,Joe Burrow,QB,28.0,322.44989458422737,341.9225569161912,329.26532640041466,349.36359999999996,139.46,8,2024->2025,349.50586396866953,370.83961494541046
12518,Tyler Warren,TE,102.3,,121.42506635161642,121.42506635161642,124.59300000000002,150.5,17,2024->2025,124.17883053114606,127.41860883620691
7528,Najee Harris,RB,153.1,182.64697169871542,150.13705743598456,163.14102314107691,83.929,10.100000000000001,3,2024->2025,149.69278571250905,77.01046352517217
5045,Courtland Sutton,WR,47.5,203.70928546861876,172.64004681599167,178.8538945465171,194.616,182.70000000000002,17,2024->2025,185.8395740595177,202.21731618911176
4137,James Conner,RB,39.4,214.43480123663576,199.71060866612754,209.28133383695788,229.279,29.3,3,2024->2025,204.68574046593574,224.24427935293332
9997,Zay Flowers,WR,62.0,165.65396642263005,163.6411001634393,164.04367341527745,170.119,200.3,17,2024->2025,170.96353145126753,177.29513367657592
8143,Jerome Ford,RB,129.3,127.53912025408665,156.30783212702318,144.80034737784857,189.516,30.6,13,2024->2025,132.8639906370154,173.89358869325892
5872,Deebo Samuel Sr.,WR,67.0,149.01624573751243,161.02124217501338,158.6202428875132,184.365,152.20000000000002,16,2024->2025,165.31132422923127,192.1420730211318
6794,Justin Jefferson,WR,5.9,234.95423877638234,243.09601483922887,241.46765962665958,267.51200000000006,159.5,17,2024->2025,252.65961069621068,279.91109816141363
1479,Keenan Allen,WR,115.0,172.96924565394508,142.77236370090435,148.8117400915125,121.227,142.2,17,2024->2025,148.8117400915125,121.227
6819,Michael Pittman Jr.,WR,87.0,144.97843972999135,152.19758188648007,150.75375345518233,152.14999999999998,162.4,17,2024->2025,145.59984577338923,146.94835801224048
7591,Justin Fields,QB,114.8,211.10839473598077,257.438828901854,238.9066552355047,319.08320000000003,143.66,9,2024->2025,217.11714149901738,289.9811736766702
6797,Justin Herbert,QB,111.1,281.0767691721672,259.40040153879465,273.4900405004868,275.02940000000007,299.88,16,2024->2025,248.54634444311463,249.9453064517042
6806,J.K. Dobbins,RB,90.6,196.89771705114143,169.29835949699543,180.3381025186538,165.90300000000002,110.4,10,2024->2025,175.49583186737718,161.4483272678432
4988,Nick Chubb,RB,127.5,132.23579276019217,156.8198446945752,146.986223920822,173.38300000000004,81.80000000000001,15,2024->2025,134.8696783704947,159.09048359190422
4066,Evan Engram,TE,115.1,125.0720103180906,114.29502381397346,118.60581841562032,131.155,77.8,16,2024->2025,121.29564568152392,134.12942654814248
5927,Terry McLaurin,WR,35.3,201.0226787273829,182.66730347404723,186.3383785247144,212.313,95.2,10,2024->2025,193.6163871844995,220.60552602077362
8151,Kenneth Walker,RB,43.4,212.73814984900315,196.17907079187069,202.80270241472368,196.02700000000004,176.4,17,2024->2025,198.34937283317313,191.7224575679302
