game_id,season,week,team,opp,points,implied,spread,qb_rush,rush_in5,rush_far,pass_ez,pass_rz,pass_far,dst_other,tds,off_tds,dst
2025_14_DAL_DET,2025,14,DAL,DET,30.0,26.0,-3.5,0,1,0,0,0,1,0,2,2,0
2025_14_DAL_DET,2025,14,DET,DAL,44.0,29.5,3.5,0,1,3,1,0,0,0,5,5,0
2025_14_DEN_LV,2025,14,DEN,LV,24.0,24.5,8.5,1,1,0,0,0,0,1,3,2,1
2025_14_DEN_LV,2025,14,LV,DEN,17.0,16.0,-8.5,0,0,0,1,0,1,0,2,2,0
2025_14_HOU_KC,2025,14,HOU,KC,20.0,18.5,-4.5,0,1,0,0,1,0,0,2,2,0
2025_14_HOU_KC,2025,14,KC,HOU,10.0,23.0,4.5,0,1,0,0,0,0,0,1,1,0
2025_14_IND_JAX,2025,14,IND,JAX,19.0,23.5,2.5,1,1,0,0,0,0,0,2,2,0
2025_14_IND_JAX,2025,14,JAX,IND,36.0,21.0,-2.5,0,1,1,2,0,0,0,4,4,0
2025_14_LA_ARI,2025,14,ARI,LA,17.0,20.0,-9.5,0,0,0,0,2,0,0,2,2,0
2025_14_LA_ARI,2025,14,LA,ARI,45.0,29.5,9.5,0,2,1,1,0,2,0,6,6,0
2025_14_MIA_NYJ,2025,14,MIA,NYJ,34.0,22.0,2.5,0,1,2,1,0,0,0,4,4,0
2025_14_MIA_NYJ,2025,14,NYJ,MIA,10.0,19.5,-2.5,0,0,0,0,0,0,1,1,0,1
2025_14_NO_TB,2025,14,NO,TB,24.0,17.0,-7.5,2,1,0,0,0,0,0,3,3,0
2025_14_NO_TB,2025,14,TB,NO,20.0,24.5,7.5,0,1,0,0,0,1,0,2,2,0
2025_14_PHI_LAC,2025,14,LAC,PHI,22.0,20.0,-1.5,0,0,0,0,1,0,0,1,1,0
2025_14_PHI_LAC,2025,14,PHI,LAC,19.0,21.5,1.5,0,0,1,0,0,0,0,1,1,0
2025_14_PIT_BAL,2025,14,BAL,PIT,22.0,24.5,5.5,1,0,0,1,0,0,0,2,2,0
2025_14_PIT_BAL,2025,14,PIT,BAL,27.0,19.0,-5.5,1,0,1,0,0,1,0,3,3,0
2025_14_SEA_ATL,2025,14,ATL,SEA,9.0,18.75,-7.0,0,0,0,0,0,0,0,0,0,0
2025_14_SEA_ATL,2025,14,SEA,ATL,37.0,25.75,7.0,0,0,0,1,1,1,1,4,3,1
2025_14_TEN_CLE,2025,14,CLE,TEN,29.0,19.0,4.5,1,0,0,2,0,1,0,4,4,0
2025_14_TEN_CLE,2025,14,TEN,CLE,31.0,14.5,-4.5,0,0,2,0,2,0,0,4,4,0
2025_14_WAS_MIN,2025,14,MIN,WAS,31.0,21.0,-1.5,0,0,1,0,3,0,0,4,4,0
2025_14_WAS_MIN,2025,14,WAS,MIN,0.0,22.5,1.5,0,0,0,0,0,0,0,0,0,0
2025_15_ARI_HOU,2025,15,ARI,HOU,20.0,16.0,-10.5,0,0,0,2,1,0,0,3,3,0
2025_15_ARI_HOU,2025,15,HOU,ARI,40.0,26.5,10.5,0,0,0,2,0,1,1,4,3,1
2025_15_ATL_TB,2025,15,ATL,TB,29.0,18.75,-6.0,0,0,1,2,1,0,0,4,4,0
2025_15_ATL_TB,2025,15,TB,ATL,28.0,24.75,6.0,0,1,0,2,0,0,0,3,3,0
2025_15_BAL_CIN,2025,15,BAL,CIN,24.0,27.0,2.5,0,0,0,0,0,2,1,3,2,1
2025_15_BAL_CIN,2025,15,CIN,BAL,0.0,24.5,-2.5,0,0,0,0,0,0,0,0,0,0
2025_15_BUF_NE,2025,15,BUF,NE,35.0,26.0,2.5,0,1,1,1,2,0,0,5,5,0
2025_15_BUF_NE,2025,15,NE,BUF,31.0,23.5,-2.5,2,0,2,0,0,0,0,4,4,0
2025_15_CAR_NO,2025,15,CAR,NO,17.0,22.0,2.5,0,1,0,0,0,1,0,2,2,0
2025_15_CAR_NO,2025,15,NO,CAR,20.0,19.5,-2.5,0,1,0,0,1,0,0,2,2,0
2025_15_CLE_CHI,2025,15,CHI,CLE,31.0,23.0,7.5,0,0,2,1,0,1,0,4,4,0
2025_15_CLE_CHI,2025,15,CLE,CHI,3.0,15.5,-7.5,0,0,0,0,0,0,0,0,0,0
2025_15_DET_LA,2025,15,DET,LA,34.0,24.5,-5.5,0,1,0,1,1,1,0,4,4,0
2025_15_DET_LA,2025,15,LA,DET,41.0,30.0,5.5,0,2,1,0,1,1,0,5,5,0
2025_15_GB_DEN,2025,15,DEN,GB,34.0,20.5,-1.5,0,1,0,2,1,1,0,5,5,0
2025_15_GB_DEN,2025,15,GB,DEN,26.0,22.0,1.5,0,0,1,1,0,0,0,2,2,0
2025_15_IND_SEA,2025,15,IND,SEA,16.0,14.0,-13.5,0,0,0,0,1,0,0,1,1,0
2025_15_IND_SEA,2025,15,SEA,IND,18.0,27.5,13.5,0,0,0,0,0,0,0,0,0,0
2025_15_LAC_KC,2025,15,KC,LAC,13.0,23.5,5.5,1,0,0,0,0,0,0,1,1,0
2025_15_LAC_KC,2025,15,LAC,KC,16.0,18.0,-5.5,0,0,0,1,0,0,0,1,1,0
2025_15_LV_PHI,2025,15,LV,PHI,0.0,12.5,-12.5,0,0,0,0,0,0,0,0,0,0
2025_15_LV_PHI,2025,15,PHI,LV,31.0,25.0,12.5,0,1,0,0,2,1,0,4,4,0
2025_15_MIA_PIT,2025,15,MIA,PIT,15.0,19.75,-3.0,0,0,0,2,0,0,0,2,2,0
2025_15_MIA_PIT,2025,15,PIT,MIA,28.0,22.75,3.0,0,1,1,1,0,1,0,4,4,0
2025_15_MIN_DAL,2025,15,DAL,MIN,26.0,26.5,5.5,0,2,0,0,0,0,0,2,2,0
2025_15_MIN_DAL,2025,15,MIN,DAL,34.0,21.0,-5.5,1,1,0,2,0,0,0,4,4,0
2025_15_NYJ_JAX,2025,15,JAX,NYJ,48.0,27.0,13.5,1,0,0,2,2,1,0,6,6,0
2025_15_NYJ_JAX,2025,15,NYJ,JAX,20.0,13.5,-13.5,0,0,1,1,0,0,0,2,2,0
2025_15_TEN_SF,2025,15,SF,TEN,37.0,28.5,12.5,0,1,0,2,1,0,0,4,4,0
2025_15_TEN_SF,2025,15,TEN,SF,24.0,16.0,-12.5,0,0,1,1,0,1,0,3,3,0
2025_15_WAS_NYG,2025,15,NYG,WAS,21.0,24.5,2.5,0,0,1,2,0,0,0,3,3,0
2025_15_WAS_NYG,2025,15,WAS,NYG,29.0,22.0,-2.5,0,0,1,0,0,1,1,3,2,1
2025_16_ATL_ARI,2025,16,ARI,ATL,19.0,23.0,-2.5,0,0,0,0,0,1,0,1,1,0
2025_16_ATL_ARI,2025,16,ATL,ARI,26.0,25.5,2.5,1,0,0,1,1,0,0,3,3,0
2025_16_BUF_CLE,2025,16,BUF,CLE,23.0,26.0,10.5,0,2,1,0,0,0,0,3,3,0
2025_16_BUF_CLE,2025,16,CLE,BUF,20.0,15.5,-10.5,0,1,0,0,1,0,0,2,2,0
2025_16_CIN_MIA,2025,16,CIN,MIA,45.0,26.0,3.5,0,1,1,3,1,0,0,6,6,0
2025_16_CIN_MIA,2025,16,MIA,CIN,21.0,22.5,-3.5,0,1,2,0,0,0,0,3,3,0
2025_16_GB_CHI,2025,16,CHI,GB,22.0,23.5,1.5,0,0,0,1,0,1,0,2,2,0
2025_16_GB_CHI,2025,16,GB,CHI,16.0,22.0,-1.5,0,0,0,0,0,1,0,1,1,0
2025_16_JAX_DEN,2025,16,DEN,JAX,20.0,25.0,3.5,0,0,1,1,0,0,0,2,2,0
2025_16_JAX_DEN,2025,16,JAX,DEN,34.0,21.5,-3.5,1,0,0,2,1,0,0,4,4,0
2025_16_KC_TEN,2025,16,KC,TEN,9.0,20.5,3.5,0,0,0,0,0,0,0,0,0,0
2025_16_KC_TEN,2025,16,TEN,KC,26.0,17.0,-3.5,0,1,0,1,1,0,0,3,3,0
2025_16_LAC_DAL,2025,16,DAL,LAC,17.0,26.0,1.5,0,0,0,0,1,1,0,2,2,0
2025_16_LAC_DAL,2025,16,LAC,DAL,34.0,24.5,-1.5,1,1,0,0,0,2,0,4,4,0
2025_16_LA_SEA,2025,16,LA,SEA,37.0,20.5,-1.5,0,1,0,1,1,1,0,4,4,0
2025_16_LA_SEA,2025,16,SEA,LA,38.0,22.0,1.5,0,1,1,1,0,1,1,5,4,1
2025_16_LV_HOU,2025,16,HOU,LV,23.0,27.0,14.5,0,0,0,1,0,0,1,2,1,1
2025_16_LV_HOU,2025,16,LV,HOU,21.0,12.5,-14.5,0,0,1,1,0,1,0,3,3,0
2025_16_MIN_NYG,2025,16,MIN,NYG,16.0,22.0,2.5,1,0,0,0,0,0,0,1,1,0
2025_16_MIN_NYG,2025,16,NYG,MIN,13.0,19.5,-2.5,0,0,0,0,0,0,1,1,0,1
2025_16_NE_BAL,2025,16,BAL,NE,24.0,26.0,3.5,0,1,2,0,0,0,0,3,3,0
2025_16_NE_BAL,2025,16,NE,BAL,28.0,22.5,-3.5,0,0,1,1,0,1,0,3,3,0
2025_16_NYJ_NO,2025,16,NO,NYJ,29.0,23.0,6.5,0,0,0,0,0,2,0,2,2,0
2025_16_NYJ_NO,2025,16,NYJ,NO,6.0,16.5,-6.5,0,0,0,0,0,0,0,0,0,0
2025_16_PHI_WAS,2025,16,PHI,WAS,29.0,25.25,7.0,0,0,2,2,0,0,0,4,4,0
2025_16_PHI_WAS,2025,16,WAS,PHI,18.0,18.25,-7.0,0,2,0,0,0,0,0,2,2,0
2025_16_PIT_DET,2025,16,DET,PIT,24.0,30.0,7.5,0,0,0,1,1,1,0,3,3,0
2025_16_PIT_DET,2025,16,PIT,DET,29.0,22.5,-7.5,0,0,2,0,0,1,0,3,3,0
2025_16_SF_IND,2025,16,IND,SF,27.0,21.0,-4.5,0,1,0,2,0,0,0,3,3,0
2025_16_SF_IND,2025,16,SF,IND,48.0,25.5,4.5,0,0,0,4,0,1,1,6,5,1
2025_16_TB_CAR,2025,16,CAR,TB,23.0,20.75,-3.0,0,0,0,1,0,1,0,2,2,0
2025_16_TB_CAR,2025,16,TB,CAR,20.0,23.75,3.0,0,1,0,1,0,0,0,2,2,0
2025_17_ARI_CIN,2025,17,ARI,CIN,14.0,22.75,-7.0,0,0,0,1,0,1,0,2,2,0
2025_17_ARI_CIN,2025,17,CIN,ARI,37.0,29.75,7.0,0,2,1,1,1,0,0,5,5,0
2025_17_BAL_GB,2025,17,BAL,GB,41.0,18.0,-2.5,0,3,1,0,1,0,0,5,5,0
2025_17_BAL_GB,2025,17,GB,BAL,24.0,20.5,2.5,2,0,0,0,0,1,0,3,3,0
2025_17_CHI_SF,2025,17,CHI,SF,38.0,24.0,-3.5,0,1,1,0,0,2,1,5,4,1
2025_17_CHI_SF,2025,17,SF,CHI,42.0,27.5,3.5,2,1,0,2,0,1,0,6,6,0
2025_17_DAL_WAS,2025,17,DAL,WAS,30.0,29.5,8.5,0,1,0,1,0,1,0,3,3,0
2025_17_DAL_WAS,2025,17,WAS,DAL,23.0,21.0,-8.5,0,0,2,0,0,0,0,2,2,0
2025_17_DEN_KC,2025,17,DEN,KC,20.0,25.5,13.5,1,0,0,1,0,0,0,2,2,0
2025_17_DEN_KC,2025,17,KC,DEN,13.0,12.0,-13.5,0,0,0,0,1,0,0,1,1,0
2025_17_DET_MIN,2025,17,DET,MIN,10.0,26.25,7.0,0,0,0,1,0,0,0,1,1,0
2025_17_DET_MIN,2025,17,MIN,DET,23.0,19.25,-7.0,0,1,1,0,0,0,0,2,2,0
2025_17_HOU_LAC,2025,17,HOU,LAC,20.0,19.5,-1.5,0,0,0,0,0,2,0,2,2,0
2025_17_HOU_LAC,2025,17,LAC,HOU,16.0,21.0,1.5,0,1,0,1,0,0,0,2,2,0
2025_17_JAX_IND,2025,17,IND,JAX,17.0,22.5,-3.5,0,1,0,1,0,0,0,2,2,0
2025_17_JAX_IND,2025,17,JAX,IND,23.0,26.0,3.5,2,0,0,0,0,0,0,2,2,0
2025_17_LA_ATL,2025,17,ATL,LA,27.0,20.5,-7.5,0,0,1,1,0,0,1,3,2,1
2025_17_LA_ATL,2025,17,LA,ATL,24.0,28.0,7.5,0,0,0,0,1,1,1,3,2,1
2025_17_NE_NYJ,2025,17,NE,NYJ,42.0,27.5,12.5,0,1,0,2,2,1,0,6,6,0
2025_17_NE_NYJ,2025,17,NYJ,NE,10.0,15.0,-12.5,0,0,1,0,0,0,0,1,1,0
2025_17_NO_TEN,2025,17,NO,TEN,34.0,20.5,1.5,0,0,1,2,0,0,1,4,3,1
2025_17_NO_TEN,2025,17,TEN,NO,26.0,19.0,-1.5,0,0,0,1,0,1,0,2,2,0
2025_17_NYG_LV,2025,17,LV,NYG,10.0,18.75,-3.0,0,0,0,1,0,0,0,1,1,0
2025_17_NYG_LV,2025,17,NYG,LV,34.0,21.75,3.0,2,1,0,0,0,0,1,4,3,1
2025_17_PHI_BUF,2025,17,BUF,PHI,12.0,24.25,3.0,2,0,0,0,0,0,0,2,2,0
2025_17_PHI_BUF,2025,17,PHI,BUF,13.0,21.25,-3.0,0,0,0,1,0,0,0,1,1,0
2025_17_PIT_CLE,2025,17,CLE,PIT,13.0,15.5,-4.5,0,0,0,0,0,1,0,1,1,0
2025_17_PIT_CLE,2025,17,PIT,CLE,6.0,20.0,4.5,0,0,0,0,0,0,0,0,0,0
2025_17_SEA_CAR,2025,17,CAR,SEA,10.0,18.0,-6.5,1,0,0,0,0,0,0,1,1,0
2025_17_SEA_CAR,2025,17,SEA,CAR,27.0,24.5,6.5,0,2,0,0,1,0,0,3,3,0
2025_17_TB_MIA,2025,17,MIA,TB,20.0,19.5,-5.5,0,0,0,1,0,1,0,2,2,0
2025_17_TB_MIA,2025,17,TB,MIA,17.0,25.0,5.5,0,0,0,2,0,0,0,2,2,0
2025_18_ARI_LA,2025,18,ARI,LA,20.0,17.5,-14.5,0,0,0,1,0,1,0,2,2,0
2025_18_ARI_LA,2025,18,LA,ARI,37.0,32.0,14.5,0,0,0,2,0,2,0,4,4,0
2025_18_BAL_PIT,2025,18,BAL,PIT,24.0,23.0,4.5,0,0,0,0,0,3,0,3,3,0
2025_18_BAL_PIT,2025,18,PIT,BAL,26.0,18.5,-4.5,0,2,0,0,0,1,0,3,3,0
2025_18_CAR_TB,2025,18,CAR,TB,14.0,20.25,-3.0,0,0,0,1,1,0,0,2,2,0
2025_18_CAR_TB,2025,18,TB,CAR,16.0,23.25,3.0,0,0,0,0,1,0,0,1,1,0
2025_18_CLE_CIN,2025,18,CIN,CLE,18.0,28.5,9.5,0,0,0,2,1,0,0,3,3,0
2025_18_CLE_CIN,2025,18,CLE,CIN,20.0,19.0,-9.5,0,0,0,0,0,0,2,2,0,2
2025_18_DAL_NYG,2025,18,DAL,NYG,17.0,26.75,3.0,0,1,1,0,0,0,0,2,2,0
2025_18_DAL_NYG,2025,18,NYG,DAL,34.0,23.75,-3.0,0,0,1,1,0,1,0,3,3,0
2025_18_DET_CHI,2025,18,CHI,DET,16.0,27.5,3.5,0,0,0,1,0,1,0,2,2,0
2025_18_DET_CHI,2025,18,DET,CHI,19.0,24.0,-3.5,0,0,0,0,1,0,0,1,1,0
2025_18_GB_MIN,2025,18,GB,MIN,3.0,12.5,-12.5,0,0,0,0,0,0,0,0,0,0
2025_18_GB_MIN,2025,18,MIN,GB,16.0,25.0,12.5,0,1,0,0,0,0,0,1,1,0
2025_18_IND_HOU,2025,18,HOU,IND,38.0,23.5,9.5,1,0,0,1,0,0,1,3,2,1
2025_18_IND_HOU,2025,18,IND,HOU,30.0,14.0,-9.5,1,0,0,1,0,1,0,3,3,0
2025_18_KC_LV,2025,18,KC,LV,12.0,20.0,3.5,0,0,0,0,0,0,0,0,0,0
2025_18_KC_LV,2025,18,LV,KC,14.0,16.5,-3.5,0,0,0,0,0,0,0,0,0,0
2025_18_LAC_DEN,2025,18,DEN,LAC,19.0,26.0,14.5,0,0,0,0,0,0,1,1,0,1
2025_18_LAC_DEN,2025,18,LAC,DEN,3.0,11.5,-14.5,0,0,0,0,0,0,0,0,0,0
2025_18_MIA_NE,2025,18,MIA,NE,10.0,15.25,-14.0,0,0,0,1,0,0,0,1,1,0
2025_18_MIA_NE,2025,18,NE,MIA,38.0,29.25,14.0,0,3,1,1,0,0,0,5,5,0
2025_18_NO_ATL,2025,18,ATL,NO,19.0,24.0,4.5,0,0,0,1,0,0,0,1,1,0
2025_18_NO_ATL,2025,18,NO,ATL,17.0,19.5,-4.5,1,0,0,1,0,0,0,2,2,0
2025_18_NYJ_BUF,2025,18,BUF,NYJ,35.0,26.0,12.5,0,0,1,2,2,0,0,5,5,0
2025_18_NYJ_BUF,2025,18,NYJ,BUF,8.0,13.5,-12.5,0,0,0,1,0,0,0,1,1,0
2025_18_SEA_SF,2025,18,SEA,SF,13.0,25.0,2.5,0,0,1,0,0,0,0,1,1,0
2025_18_SEA_SF,2025,18,SF,SEA,3.0,22.5,-2.5,0,0,0,0,0,0,0,0,0,0
2025_18_TEN_JAX,2025,18,JAX,TEN,41.0,29.5,12.5,0,1,0,1,1,1,1,5,4,1
2025_18_TEN_JAX,2025,18,TEN,JAX,7.0,17.0,-12.5,1,0,0,0,0,0,0,1,1,0
2025_18_WAS_PHI,2025,18,PHI,WAS,17.0,20.75,3.0,0,1,0,1,0,0,0,2,2,0
2025_18_WAS_PHI,2025,18,WAS,PHI,24.0,17.75,-3.0,1,1,0,1,0,0,0,3,3,0
