season,week,game_id,team,player_id,pos
2025,1,2025_01_DAL_PHI,PHI,00-0034351,TE
2025,1,2025_01_DAL_PHI,PHI,00-0034844,RB
2025,1,2025_01_DAL_PHI,PHI,00-0035676,WR
2025,1,2025_01_DAL_PHI,PHI,00-0036265,RB
2025,1,2025_01_DAL_PHI,PHI,00-0036389,QB
2025,1,2025_01_DAL_PHI,PHI,00-0036876,TE
2025,1,2025_01_DAL_PHI,PHI,00-0036912,WR
2025,1,2025_01_DAL_PHI,PHI,00-0037086,TE
2025,1,2025_01_DAL_PHI,PHI,00-0037614,WR
2025,1,2025_01_DAL_PHI,PHI,00-0037741,WR
2025,1,2025_01_DAL_PHI,PHI,00-0039746,RB
2025,1,2025_01_DAL_PHI,PHI,00-0040024,WR
2025,1,2025_01_DET_GB,DET,00-0032464,WR
2025,1,2025_01_DET_GB,DET,00-0033106,QB
2025,1,2025_01_DET_GB,DET,00-0035685,RB
2025,1,2025_01_DET_GB,DET,00-0036534,TE
2025,1,2025_01_DET_GB,DET,00-0036754,TE
2025,1,2025_01_DET_GB,DET,00-0036963,WR
2025,1,2025_01_DET_GB,DET,00-0037240,WR
2025,1,2025_01_DET_GB,DET,00-0039065,TE
2025,1,2025_01_DET_GB,DET,00-0039139,RB
2025,1,2025_01_DET_GB,DET,00-0040669,WR
2025,1,2025_01_DET_GB,GB,00-0035700,RB
2025,1,2025_01_DET_GB,GB,00-0036264,QB
2025,1,2025_01_DET_GB,GB,00-0037306,TE
2025,1,2025_01_DET_GB,GB,00-0037816,WR
2025,1,2025_01_DET_GB,GB,00-0038393,WR
2025,1,2025_01_DET_GB,GB,00-0038465,WR
2025,1,2025_01_DET_GB,GB,00-0038685,RB
2025,1,2025_01_DET_GB,GB,00-0038797,RB
2025,1,2025_01_DET_GB,GB,00-0038996,TE
2025,1,2025_01_DET_GB,GB,00-0039144,TE
2025,1,2025_01_DET_GB,GB,00-0039146,WR
2025,1,2025_01_DET_GB,GB,00-0040009,WR
2025,1,2025_01_DET_GB,GB,00-0040667,WR
2025,1,2025_01_HOU_LA,HOU,00-0033854,RB
2025,1,2025_01_HOU_LA,HOU,00-0034383,TE
2025,1,2025_01_HOU_LA,HOU,00-0034386,WR
2025,1,2025_01_HOU_LA,HOU,00-0034791,RB
2025,1,2025_01_HOU_LA,HOU,00-0035726,RB
2025,1,2025_01_HOU_LA,HOU,00-0036554,WR
2025,1,2025_01_HOU_LA,HOU,00-0037258,RB
2025,1,2025_01_HOU_LA,HOU,00-0038618,WR
2025,1,2025_01_HOU_LA,HOU,00-0039163,QB
2025,1,2025_01_HOU_LA,HOU,00-0039359,TE
2025,1,2025_01_HOU_LA,HOU,00-0040130,WR
2025,1,2025_01_HOU_LA,HOU,00-0040138,WR
2025,1,2025_01_HOU_LA,HOU,00-0040583,RB
2025,1,2025_01_HOU_LA,LA,00-0026498,QB
2025,1,2025_01_HOU_LA,LA,00-0031381,WR
2025,1,2025_01_HOU_LA,LA,00-0033110,TE
2025,1,2025_01_HOU_LA,LA,00-0036244,TE
2025,1,2025_01_HOU_LA,LA,00-0036849,WR
2025,1,2025_01_HOU_LA,LA,00-0037840,RB
