season,week,game_id,team,player_id,qb_rush,rush_in5,rush_far,pass_ez,pass_rz,pass_far
2025,1,2025_01_ARI_NO,ARI,00-0033553,0,1,11,0,1,3
2025,1,2025_01_ARI_NO,ARI,00-0033891,0,0,0,0,0,1
2025,1,2025_01_ARI_NO,ARI,00-0035228,7,0,0,0,0,0
2025,1,2025_01_ARI_NO,ARI,00-0035500,0,0,0,0,0,1
2025,1,2025_01_ARI_NO,ARI,00-0037744,0,0,0,0,1,8
2025,1,2025_01_ARI_NO,ARI,00-0038559,0,0,0,0,0,4
2025,1,2025_01_ARI_NO,ARI,00-0039041,0,0,0,0,1,1
2025,1,2025_01_ARI_NO,ARI,00-0039737,0,0,0,0,0,1
2025,1,2025_01_ARI_NO,ARI,00-0039849,0,0,0,1,0,5
2025,1,2025_01_ARI_NO,ARI,00-0039921,0,0,8,0,0,1
2025,1,2025_01_ARI_NO,NO,00-0031236,0,0,0,0,0,4
2025,1,2025_01_ARI_NO,NO,00-0033906,0,1,10,0,0,2
2025,1,2025_01_ARI_NO,NO,00-0036040,0,0,0,1,1,9
2025,1,2025_01_ARI_NO,NO,00-0037239,0,0,0,1,0,12
2025,1,2025_01_ARI_NO,NO,00-0037545,0,0,0,1,0,8
2025,1,2025_01_ARI_NO,NO,00-0038551,0,0,5,0,0,0
2025,1,2025_01_ARI_NO,NO,00-0039376,4,0,0,0,0,0
2025,1,2025_01_ARI_NO,NO,00-0039424,0,0,0,1,0,1
2025,1,2025_01_ARI_NO,NO,00-0040202,0,0,2,0,0,0
2025,1,2025_01_BAL_BUF,BAL,00-0030564,0,0,0,0,0,2
2025,1,2025_01_BAL_BUF,BAL,00-0032764,0,0,18,0,0,1
2025,1,2025_01_BAL_BUF,BAL,00-0034753,0,0,0,0,0,1
2025,1,2025_01_BAL_BUF,BAL,00-0034796,6,0,0,0,0,0
2025,1,2025_01_BAL_BUF,BAL,00-0034975,0,0,2,0,0,2
2025,1,2025_01_BAL_BUF,BAL,00-0036550,0,0,0,0,0,4
2025,1,2025_01_BAL_BUF,BAL,00-0039064,0,0,2,0,0,9
2025,1,2025_01_BAL_BUF,BAL,00-0039796,0,0,1,0,0,0
2025,1,2025_01_BAL_BUF,BUF,00-0034857,11,0,0,0,0,0
2025,1,2025_01_BAL_BUF,BUF,00-0035537,0,0,2,0,1,1
2025,1,2025_01_BAL_BUF,BUF,00-0035689,0,0,0,0,0,2
2025,1,2025_01_BAL_BUF,BUF,00-0036980,0,0,1,0,0,1
2025,1,2025_01_BAL_BUF,BUF,00-0036988,0,0,0,1,1,7
2025,1,2025_01_BAL_BUF,BUF,00-0037248,0,2,11,0,0,5
2025,1,2025_01_BAL_BUF,BUF,00-0037261,0,0,0,0,2,7
2025,1,2025_01_BAL_BUF,BUF,00-0038933,0,0,0,1,0,3
2025,1,2025_01_BAL_BUF,BUF,00-0039875,0,0,1,0,1,0
2025,1,2025_01_BAL_BUF,BUF,00-0039901,0,0,0,2,0,9
2025,1,2025_01_BAL_BUF,BUF,00-0040194,0,0,0,0,0,1
2025,1,2025_01_CAR_JAX,CAR,00-0034983,0,0,0,0,0,6
2025,1,2025_01_CAR_JAX,CAR,00-0036139,0,0,3,0,0,3
2025,1,2025_01_CAR_JAX,CAR,00-0036555,0,0,16,0,0,5
2025,1,2025_01_CAR_JAX,CAR,00-0037005,0,0,0,0,0,1
2025,1,2025_01_CAR_JAX,CAR,00-0039150,4,0,0,0,0,0
2025,1,2025_01_CAR_JAX,CAR,00-0039342,0,0,0,1,0,6
2025,1,2025_01_CAR_JAX,CAR,00-0039356,0,0,0,0,0,3
2025,1,2025_01_CAR_JAX,CAR,00-0040124,0,0,0,0,0,9
2025,1,2025_01_CAR_JAX,CAR,00-0040644,0,0,1,0,0,0
2025,1,2025_01_CAR_JAX,JAX,00-0033246,0,0,0,0,0,1
2025,1,2025_01_CAR_JAX,JAX,00-0036626,0,0,2,0,0,4
2025,1,2025_01_CAR_JAX,JAX,00-0036971,2,0,0,0,0,0
2025,1,2025_01_CAR_JAX,JAX,00-0036973,0,0,16,0,0,3
2025,1,2025_01_CAR_JAX,JAX,00-0037004,0,0,0,1,0,0
2025,1,2025_01_CAR_JAX,JAX,00-0038555,0,0,5,0,0,0
2025,1,2025_01_CAR_JAX,JAX,00-0038935,0,0,0,0,0,4
2025,1,2025_01_CAR_JAX,JAX,00-0039893,0,0,1,0,0,7
2025,1,2025_01_CAR_JAX,JAX,00-0040238,0,0,1,0,0,1
2025,1,2025_01_CAR_JAX,JAX,00-0040718,0,0,0,0,1,7
2025,1,2025_01_CAR_JAX,JAX,00-0040719,0,0,3,0,0,0
2025,1,2025_01_CIN_CLE,CIN,00-0033526,0,0,0,0,0,2
2025,1,2025_01_CIN_CLE,CIN,00-0034829,0,0,0,1,1,1
2025,1,2025_01_CIN_CLE,CIN,00-0035631,0,0,0,0,0,1
2025,1,2025_01_CIN_CLE,CIN,00-0035644,0,0,0,1,0,4
2025,1,2025_01_CIN_CLE,CIN,00-0036410,0,0,0,0,0,4
2025,1,2025_01_CIN_CLE,CIN,00-0036442,2,0,0,0,0,0
2025,1,2025_01_CIN_CLE,CIN,00-0036900,0,0,0,0,0,5
2025,1,2025_01_CIN_CLE,CIN,00-0038597,0,2,19,0,1,2
2025,1,2025_01_CIN_CLE,CLE,00-0026158,2,0,0,0,0,0
2025,1,2025_01_CIN_CLE,CLE,00-0033885,0,0,0,0,0,6
2025,1,2025_01_CIN_CLE,CLE,00-0036407,0,0,0,0,0,8
2025,1,2025_01_CIN_CLE,CLE,00-0037267,0,2,4,0,0,1
2025,1,2025_01_CIN_CLE,CLE,00-0038979,0,0,0,1,0,7
2025,1,2025_01_CIN_CLE,CLE,00-0039379,0,0,0,0,0,1
2025,1,2025_01_CIN_CLE,CLE,00-0040162,0,0,12,0,2,6
2025,1,2025_01_CIN_CLE,CLE,00-0040466,0,2,1,0,0,0
2025,1,2025_01_CIN_CLE,CLE,00-0040663,0,0,1,0,1,8
2025,1,2025_01_CIN_CLE,CLE,00-0040782,0,0,0,0,0,1
2025,1,2025_01_DAL_PHI,DAL,00-0033077,1,0,0,0,0,0
2025,1,2025_01_DAL_PHI,DAL,00-0035243,0,0,4,0,0,1
2025,1,2025_01_DAL_PHI,DAL,00-0036358,0,0,0,0,0,13
2025,1,2025_01_DAL_PHI,DAL,00-0036997,0,2,13,0,0,3
2025,1,2025_01_DAL_PHI,DAL,00-0037247,0,0,0,0,0,4
2025,1,2025_01_DAL_PHI,DAL,00-0037666,0,0,0,1,0,1
2025,1,2025_01_DAL_PHI,DAL,00-0037801,0,0,2,0,0,2
2025,1,2025_01_DAL_PHI,DAL,00-0038041,0,0,0,0,0,6
2025,1,2025_01_DAL_PHI,DAL,00-0038547,0,0,0,0,0,1
2025,1,2025_01_DAL_PHI,DAL,00-0039530,0,0,0,0,0,1
2025,1,2025_01_DAL_PHI,PHI,00-0034351,0,0,0,0,0,7
2025,1,2025_01_DAL_PHI,PHI,00-0034844,0,2,16,0,1,4
2025,1,2025_01_DAL_PHI,PHI,00-0035676,0,0,0,0,0,1
2025,1,2025_01_DAL_PHI,PHI,00-0036265,0,0,3,0,0,0
2025,1,2025_01_DAL_PHI,PHI,00-0036389,11,0,0,0,0,0
2025,1,2025_01_DAL_PHI,PHI,00-0036876,0,0,0,0,0,1
2025,1,2025_01_DAL_PHI,PHI,00-0036912,0,0,0,0,0,3
2025,1,2025_01_DAL_PHI,PHI,00-0037741,0,0,0,0,0,3
2025,1,2025_01_DAL_PHI,PHI,00-0039746,0,0,3,0,0,0
2025,1,2025_01_DET_GB,DET,00-0032464,0,0,0,0,0,3
2025,1,2025_01_DET_GB,DET,00-0035685,0,0,11,0,1,3
2025,1,2025_01_DET_GB,DET,00-0036963,0,0,0,1,1,4
2025,1,2025_01_DET_GB,DET,00-0037240,0,0,1,0,1,4
2025,1,2025_01_DET_GB,DET,00-0039065,0,0,0,0,2,7
2025,1,2025_01_DET_GB,DET,00-0039139,0,0,9,0,2,8
2025,1,2025_01_DET_GB,DET,00-0040669,0,0,0,1,0,0
2025,1,2025_01_DET_GB,GB,00-0035700,0,1,18,0,0,1
2025,1,2025_01_DET_GB,GB,00-0036264,2,0,0,0,0,0
2025,1,2025_01_DET_GB,GB,00-0037306,0,0,0,0,0,1
2025,1,2025_01_DET_GB,GB,00-0037816,0,0,0,1,1,2
2025,1,2025_01_DET_GB,GB,00-0038393,0,0,0,0,0,2
2025,1,2025_01_DET_GB,GB,00-0038685,0,0,1,0,1,0
2025,1,2025_01_DET_GB,GB,00-0038797,0,0,1,0,0,0
2025,1,2025_01_DET_GB,GB,00-0038996,0,0,1,1,0,3
2025,1,2025_01_DET_GB,GB,00-0039144,0,0,0,0,0,1
2025,1,2025_01_DET_GB,GB,00-0039146,0,0,0,1,0,4
2025,1,2025_01_DET_GB,GB,00-0040009,0,0,0,0,1,0
2025,1,2025_01_DET_GB,GB,00-0040667,0,0,0,0,0,2
2025,1,2025_01_HOU_LA,HOU,00-0033854,0,0,2,0,0,2
2025,1,2025_01_HOU_LA,HOU,00-0034383,0,0,0,0,0,5
2025,1,2025_01_HOU_LA,HOU,00-0034386,0,0,0,0,0,2
2025,1,2025_01_HOU_LA,HOU,00-0034791,0,0,13,0,0,1
2025,1,2025_01_HOU_LA,HOU,00-0036554,0,0,0,0,1,4
2025,1,2025_01_HOU_LA,HOU,00-0037258,0,0,3,0,0,1
2025,1,2025_01_HOU_LA,HOU,00-0038618,0,0,1,0,0,2
2025,1,2025_01_HOU_LA,HOU,00-0039163,5,0,0,0,0,0
2025,1,2025_01_HOU_LA,HOU,00-0039359,0,0,0,0,0,4
2025,1,2025_01_HOU_LA,HOU,00-0040130,0,0,0,0,0,3
2025,1,2025_01_HOU_LA,HOU,00-0040138,0,0,0,0,0,2
2025,1,2025_01_HOU_LA,HOU,00-0040583,0,0,3,0,0,0
2025,1,2025_01_HOU_LA,LA,00-0026498,2,0,0,0,0,0
2025,1,2025_01_HOU_LA,LA,00-0031381,0,0,0,0,0,8
2025,1,2025_01_HOU_LA,LA,00-0036244,0,0,0,0,1,1
2025,1,2025_01_HOU_LA,LA,00-0036849,0,0,0,0,0,1
2025,1,2025_01_HOU_LA,LA,00-0037840,0,2,16,0,0,2
2025,1,2025_01_HOU_LA,LA,00-0038359,0,0,0,0,0,1
2025,1,2025_01_HOU_LA,LA,00-0039074,0,0,0,1,0,1
2025,1,2025_01_HOU_LA,LA,00-0039075,0,0,1,0,0,11
2025,1,2025_01_HOU_LA,LA,00-0039738,0,0,1,0,0,1
2025,1,2025_01_HOU_LA,LA,00-0039751,0,0,1,0,0,0
2025,1,2025_01_KC_LAC,KC,00-0030506,0,0,0,0,1,3
2025,1,2025_01_KC_LAC,KC,00-0033857,0,0,0,0,0,5
2025,1,2025_01_KC_LAC,KC,00-0033873,6,0,0,0,0,0
2025,1,2025_01_KC_LAC,KC,00-0033923,0,0,5,0,0,3
2025,1,2025_01_KC_LAC,KC,00-0035662,0,0,0,0,3,13
2025,1,2025_01_KC_LAC,KC,00-0036637,0,0,0,0,0,1
2025,1,2025_01_KC_LAC,KC,00-0037197,0,0,5,0,0,3
2025,1,2025_01_KC_LAC,KC,00-0038104,0,0,0,0,0,4
2025,1,2025_01_KC_LAC,KC,00-0038492,0,0,0,1,0,0
2025,1,2025_01_KC_LAC,KC,00-0039894,0,0,1,0,0,1
2025,1,2025_01_KC_LAC,LAC,00-0030279,0,0,0,1,0,9
2025,1,2025_01_KC_LAC,LAC,00-0034159,0,0,0,0,0,1
2025,1,2025_01_KC_LAC,LAC,00-0034270,0,0,1,0,0,2
2025,1,2025_01_KC_LAC,LAC,00-0036355,4,0,0,0,0,0
2025,1,2025_01_KC_LAC,LAC,00-0036893,0,0,1,0,0,1
2025,1,2025_01_KC_LAC,LAC,00-0038544,0,0,0,2,0,5
2025,1,2025_01_KC_LAC,LAC,00-0038573,0,0,1,0,0,0
2025,1,2025_01_KC_LAC,LAC,00-0039915,0,0,0,0,0,9
2025,1,2025_01_KC_LAC,LAC,00-0040184,0,0,0,0,0,1
2025,1,2025_01_KC_LAC,LAC,00-0040666,0,0,15,0,0,2
2025,1,2025_01_KC_LAC,LAC,00-0040727,0,0,0,0,0,1
2025,1,2025_01_LV_NE,LV,00-0030565,1,0,0,0,0,0
2025,1,2025_01_LV_NE,LV,00-0034960,0,0,0,0,0,10
2025,1,2025_01_LV_NE,LV,00-0035602,0,0,0,0,0,1
2025,1,2025_01_LV_NE,LV,00-0038040,0,0,3,0,0,0
2025,1,2025_01_LV_NE,LV,00-0038563,0,0,0,0,0,3
2025,1,2025_01_LV_NE,LV,00-0039066,0,0,0,0,1,3
2025,1,2025_01_LV_NE,LV,00-0039338,0,0,0,0,0,8
2025,1,2025_01_LV_NE,LV,00-0040122,0,1,18,0,0,2
2025,1,2025_01_LV_NE,LV,00-0040581,0,0,0,0,0,4
2025,1,2025_01_LV_NE,LV,00-0040729,0,0,0,0,0,1
2025,1,2025_01_LV_NE,NE,00-0031588,0,0,0,0,0,7
2025,1,2025_01_LV_NE,NE,00-0032392,0,0,0,0,1,0
2025,1,2025_01_LV_NE,NE,00-0033090,0,0,0,0,0,8
2025,1,2025_01_LV_NE,NE,00-0033555,0,0,0,0,0,2
2025,1,2025_01_LV_NE,NE,00-0036328,0,0,1,0,0,1
2025,1,2025_01_LV_NE,NE,00-0036875,0,1,6,0,0,3
2025,1,2025_01_LV_NE,NE,00-0038608,0,0,0,0,0,8
2025,1,2025_01_LV_NE,NE,00-0038621,0,0,1,2,1,4
2025,1,2025_01_LV_NE,NE,00-0039851,4,0,0,0,0,1
2025,1,2025_01_LV_NE,NE,00-0040131,0,0,0,0,0,1
2025,1,2025_01_LV_NE,NE,00-0040734,0,0,5,0,0,6
2025,1,2025_01_MIA_IND,IND,00-0033217,0,0,0,0,0,1
2025,1,2025_01_MIA_IND,IND,00-0035021,0,0,1,0,0,0
2025,1,2025_01_MIA_IND,IND,00-0035710,7,0,0,0,0,0
2025,1,2025_01_MIA_IND,IND,00-0036223,0,2,16,0,0,3
2025,1,2025_01_MIA_IND,IND,00-0036252,0,0,0,0,0,8
2025,1,2025_01_MIA_IND,IND,00-0037664,0,0,0,1,0,2
2025,1,2025_01_MIA_IND,IND,00-0038997,0,0,0,0,0,3
2025,1,2025_01_MIA_IND,IND,00-0039890,0,0,0,0,0,2
2025,1,2025_01_MIA_IND,IND,00-0040128,0,0,1,1,1,7
2025,1,2025_01_MIA_IND,IND,00-0040179,0,1,11,0,0,0
2025,1,2025_01_MIA_IND,IND,00-0040476,0,0,1,0,0,0
2025,1,2025_01_MIA_IND,MIA,00-0033040,0,0,0,0,0,6
2025,1,2025_01_MIA_IND,MIA,00-0035125,0,0,0,0,0,2
2025,1,2025_01_MIA_IND,MIA,00-0036182,0,0,0,0,0,2
2025,1,2025_01_MIA_IND,MIA,00-0036212,1,0,0,0,0,0
2025,1,2025_01_MIA_IND,MIA,00-0036613,0,0,0,0,1,4
2025,1,2025_01_MIA_IND,MIA,00-0036620,0,0,0,0,0,2
2025,1,2025_01_MIA_IND,MIA,00-0037013,1,0,0,0,0,0
2025,1,2025_01_MIA_IND,MIA,00-0037348,0,0,0,1,0,3
2025,1,2025_01_MIA_IND,MIA,00-0039040,0,0,7,0,1,3
2025,1,2025_01_MIA_IND,MIA,00-0039880,0,0,1,0,0,5
2025,1,2025_01_MIA_IND,MIA,00-0040198,0,0,2,0,0,1
2025,1,2025_01_MIN_CHI,CHI,00-0034827,0,0,3,0,0,5
2025,1,2025_01_MIN_CHI,CHI,00-0035208,0,0,0,0,1,6
2025,1,2025_01_MIN_CHI,CHI,00-0036275,0,0,17,0,0,5
2025,1,2025_01_MIN_CHI,CHI,00-0036290,0,0,0,0,0,4
2025,1,2025_01_MIN_CHI,CHI,00-0039918,6,0,0,0,0,0
2025,1,2025_01_MIN_CHI,CHI,00-0039919,0,0,0,1,0,8
2025,1,2025_01_MIN_CHI,CHI,00-0040126,0,0,0,0,0,2
2025,1,2025_01_MIN_CHI,CHI,00-0040236,0,0,0,0,0,1
2025,1,2025_01_MIN_CHI,CHI,00-0040735,0,0,0,0,0,1
2025,1,2025_01_MIN_CHI,MIN,00-0030035,0,0,0,0,0,1
2025,1,2025_01_MIN_CHI,MIN,00-0033293,0,0,8,0,0,3
2025,1,2025_01_MIN_CHI,MIN,00-0035229,0,0,0,0,0,4
2025,1,2025_01_MIN_CHI,MIN,00-0035249,0,0,0,0,0,1
2025,1,2025_01_MIN_CHI,MIN,00-0036322,0,0,1,1,1,5
2025,1,2025_01_MIN_CHI,MIN,00-0037291,0,0,0,0,1,2
2025,1,2025_01_MIN_CHI,MIN,00-0037525,0,0,15,0,0,1
2025,1,2025_01_MIN_CHI,MIN,00-0039923,2,0,0,0,0,0
2025,1,2025_01_NYG_WAS,NYG,00-0029263,8,0,0,0,0,0
2025,1,2025_01_NYG_WAS,NYG,00-0035250,0,0,3,0,0,0
2025,1,2025_01_NYG_WAS,NYG,00-0035535,0,0,0,0,0,1
2025,1,2025_01_NYG_WAS,NYG,00-0038115,0,0,0,0,1,0
2025,1,2025_01_NYG_WAS,NYG,00-0038117,0,0,0,1,0,7
2025,1,2025_01_NYG_WAS,NYG,00-0039337,0,0,0,1,2,9
2025,1,2025_01_NYG_WAS,NYG,00-0039384,0,0,10,0,0,5
2025,1,2025_01_NYG_WAS,NYG,00-0039847,0,0,0,0,1,2
2025,1,2025_01_NYG_WAS,NYG,00-0040715,0,1,1,0,0,2
2025,1,2025_01_NYG_WAS,WAS,00-0030061,0,0,0,0,1,4
2025,1,2025_01_NYG_WAS,WAS,00-0032398,0,0,0,0,0,1
2025,1,2025_01_NYG_WAS,WAS,00-0033591,0,0,0,1,0,2
2025,1,2025_01_NYG_WAS,WAS,00-0033699,0,0,6,0,0,3
2025,1,2025_01_NYG_WAS,WAS,00-0033955,0,0,4,0,0,0
2025,1,2025_01_NYG_WAS,WAS,00-0035659,0,0,0,0,0,4
2025,1,2025_01_NYG_WAS,WAS,00-0035719,0,0,1,0,0,10
2025,1,2025_01_NYG_WAS,WAS,00-0039910,8,0,0,0,0,0
2025,1,2025_01_NYG_WAS,WAS,00-0040164,0,0,0,0,0,2
2025,1,2025_01_NYG_WAS,WAS,00-0040242,0,0,10,0,0,1
2025,1,2025_01_PIT_NYJ,NYJ,00-0033943,0,0,0,0,0,3
2025,1,2025_01_PIT_NYJ,NYJ,00-0036427,0,0,0,0,0,2
2025,1,2025_01_PIT_NYJ,NYJ,00-0036945,12,0,0,0,0,0
2025,1,2025_01_PIT_NYJ,NYJ,00-0037740,0,0,0,0,0,9
2025,1,2025_01_PIT_NYJ,NYJ,00-0037805,0,0,0,0,0,2
2025,1,2025_01_PIT_NYJ,NYJ,00-0038120,0,1,18,0,0,4
2025,1,2025_01_PIT_NYJ,NYJ,00-0039794,0,0,6,0,0,0
2025,1,2025_01_PIT_NYJ,NYJ,00-0039798,0,0,2,0,0,0
2025,1,2025_01_PIT_NYJ,NYJ,00-0040736,0,0,0,0,0,1
2025,1,2025_01_PIT_NYJ,PIT,00-0033858,0,0,0,0,1,5
2025,1,2025_01_PIT_NYJ,PIT,00-0035640,0,0,0,0,0,7
2025,1,2025_01_PIT_NYJ,PIT,00-0036862,0,0,0,0,0,1
2025,1,2025_01_PIT_NYJ,PIT,00-0036894,0,0,0,0,0,3
2025,1,2025_01_PIT_NYJ,PIT,00-0036919,0,0,7,0,0,4
2025,1,2025_01_PIT_NYJ,PIT,00-0037228,0,1,10,0,1,1
2025,1,2025_01_PIT_NYJ,PIT,00-0037837,0,0,0,1,0,5
2025,1,2025_01_PIT_NYJ,PIT,00-0040142,0,0,1,0,0,0
2025,1,2025_01_SF_SEA,SEA,00-0033908,0,0,0,0,0,3
2025,1,2025_01_SF_SEA,SEA,00-0034869,2,0,0,0,0,0
2025,1,2025_01_SF_SEA,SEA,00-0038134,0,0,10,0,0,3
2025,1,2025_01_SF_SEA,SEA,00-0038543,0,0,0,0,0,13
2025,1,2025_01_SF_SEA,SEA,00-0039165,0,2,10,0,0,0
2025,1,2025_01_SF_SEA,SEA,00-0039793,0,0,1,0,0,2
2025,1,2025_01_SF_SEA,SEA,00-0040673,1,0,0,0,0,0
2025,1,2025_01_SF_SEA,SEA,00-0040739,0,0,0,0,0,1
2025,1,2025_01_SF_SEA,SF,00-0029892,0,0,0,0,0,2
2025,1,2025_01_SF_SEA,SF,00-0033280,0,0,22,0,3,7
2025,1,2025_01_SF_SEA,SF,00-0033288,0,0,0,0,1,3
2025,1,2025_01_SF_SEA,SF,00-0036259,0,0,0,1,1,3
2025,1,2025_01_SF_SEA,SF,00-0036887,0,0,0,0,0,1
2025,1,2025_01_SF_SEA,SF,00-0037112,0,0,0,1,1,1
2025,1,2025_01_SF_SEA,SF,00-0037746,0,0,9,0,0,2
2025,1,2025_01_SF_SEA,SF,00-0037834,3,0,0,0,0,0
2025,1,2025_01_SF_SEA,SF,00-0039916,0,0,0,2,0,5
2025,1,2025_01_TB_ATL,ATL,00-0034407,0,0,0,0,0,5
2025,1,2025_01_TB_ATL,ATL,00-0034854,0,0,0,0,0,1
2025,1,2025_01_TB_ATL,ATL,00-0036970,0,0,0,0,0,8
2025,1,2025_01_TB_ATL,ATL,00-0037238,0,0,0,2,0,13
2025,1,2025_01_TB_ATL,ATL,00-0037263,0,1,9,0,0,0
2025,1,2025_01_TB_ATL,ATL,00-0038542,0,2,10,0,0,7
2025,1,2025_01_TB_ATL,ATL,00-0039394,0,0,0,0,0,6
2025,1,2025_01_TB_ATL,ATL,00-0039917,5,0,0,0,0,0
2025,1,2025_01_TB_ATL,TB,00-0031408,0,0,0,0,0,8
2025,1,2025_01_TB_ATL,TB,00-0032385,0,0,0,0,0,6
2025,1,2025_01_TB_ATL,TB,00-0034855,4,0,0,0,0,0
2025,1,2025_01_TB_ATL,TB,00-0037256,0,0,2,0,0,1
2025,1,2025_01_TB_ATL,TB,00-0038129,0,0,0,0,0,3
2025,1,2025_01_TB_ATL,TB,00-0038824,0,0,0,0,0,1
2025,1,2025_01_TB_ATL,TB,00-0038951,0,0,1,0,0,0
2025,1,2025_01_TB_ATL,TB,00-0039361,0,0,14,0,1,3
2025,1,2025_01_TB_ATL,TB,00-0040129,0,0,1,0,0,6
2025,1,2025_01_TB_ATL,TB,00-0040237,0,0,0,0,0,1
2025,1,2025_01_TEN_DEN,DEN,00-0033881,0,0,0,0,0,4
2025,1,2025_01_TEN_DEN,DEN,00-0034348,0,0,0,0,1,8
2025,1,2025_01_TEN_DEN,DEN,00-0034487,0,0,0,0,1,0
2025,1,2025_01_TEN_DEN,DEN,00-0036158,0,0,16,0,0,2
2025,1,2025_01_TEN_DEN,DEN,00-0036422,0,0,0,0,0,1
2025,1,2025_01_TEN_DEN,DEN,00-0036727,0,0,0,0,0,1
2025,1,2025_01_TEN_DEN,DEN,00-0037085,0,0,0,0,0,6
2025,1,2025_01_TEN_DEN,DEN,00-0037539,0,0,0,0,0,2
2025,1,2025_01_TEN_DEN,DEN,00-0038976,0,0,0,0,0,4
2025,1,2025_01_TEN_DEN,DEN,00-0039732,6,0,0,0,0,0
2025,1,2025_01_TEN_DEN,DEN,00-0039868,0,0,0,0,0,6
2025,1,2025_01_TEN_DEN,DEN,00-0040730,0,0,6,0,0,1
2025,1,2025_01_TEN_DEN,TEN,00-0032211,0,0,0,0,0,1
2025,1,2025_01_TEN_DEN,TEN,00-0034837,0,0,0,0,0,8
2025,1,2025_01_TEN_DEN,TEN,00-0035261,0,0,18,0,0,1
2025,1,2025_01_TEN_DEN,TEN,00-0037594,0,1,1,0,0,0
2025,1,2025_01_TEN_DEN,TEN,00-0037809,0,0,0,0,0,4
2025,1,2025_01_TEN_DEN,TEN,00-0039650,0,0,0,0,0,1
2025,1,2025_01_TEN_DEN,TEN,00-0040170,0,0,0,0,0,7
2025,1,2025_01_TEN_DEN,TEN,00-0040584,0,0,0,0,0,2
2025,1,2025_01_TEN_DEN,TEN,00-0040705,0,0,1,0,0,1
2025,2,2025_02_ATL_MIN,ATL,00-0034407,0,0,0,1,0,1
2025,2,2025_02_ATL_MIN,ATL,00-0036309,0,0,0,2,0,2
2025,2,2025_02_ATL_MIN,ATL,00-0036970,0,0,0,0,0,5
2025,2,2025_02_ATL_MIN,ATL,00-0037238,0,0,0,0,0,4
2025,2,2025_02_ATL_MIN,ATL,00-0037263,0,1,15,0,1,0
2025,2,2025_02_ATL_MIN,ATL,00-0038542,0,0,22,0,3,2
2025,2,2025_02_ATL_MIN,MIN,00-0030035,0,0,0,0,0,3
2025,2,2025_02_ATL_MIN,MIN,00-0033293,0,0,5,0,0,1
2025,2,2025_02_ATL_MIN,MIN,00-0035229,0,0,0,0,0,3
2025,2,2025_02_ATL_MIN,MIN,00-0036322,0,0,0,1,0,5
2025,2,2025_02_ATL_MIN,MIN,00-0037291,0,0,0,0,1,4
2025,2,2025_02_ATL_MIN,MIN,00-0037525,0,0,9,0,0,3
2025,2,2025_02_ATL_MIN,MIN,00-0039923,5,0,0,0,0,0
2025,2,2025_02_BUF_NYJ,BUF,00-0034857,5,0,0,0,0,0
2025,2,2025_02_BUF_NYJ,BUF,00-0035537,0,0,2,0,1,0
2025,2,2025_02_BUF_NYJ,BUF,00-0035689,0,0,0,0,1,4
2025,2,2025_02_BUF_NYJ,BUF,00-0036980,0,1,1,0,0,1
2025,2,2025_02_BUF_NYJ,BUF,00-0036988,0,0,0,0,0,3
2025,2,2025_02_BUF_NYJ,BUF,00-0037248,0,1,20,0,1,0
2025,2,2025_02_BUF_NYJ,BUF,00-0037261,0,0,0,0,0,2
2025,2,2025_02_BUF_NYJ,BUF,00-0038679,0,0,0,0,0,2
2025,2,2025_02_BUF_NYJ,BUF,00-0038933,0,0,0,1,0,5
2025,2,2025_02_BUF_NYJ,BUF,00-0039875,0,0,9,0,0,0
2025,2,2025_02_BUF_NYJ,BUF,00-0039901,0,0,0,0,0,3
2025,2,2025_02_BUF_NYJ,BUF,00-0040194,0,0,0,0,0,1
2025,2,2025_02_BUF_NYJ,NYJ,00-0028118,3,0,0,0,0,0
2025,2,2025_02_BUF_NYJ,NYJ,00-0036427,0,0,0,0,0,1
2025,2,2025_02_BUF_NYJ,NYJ,00-0036945,5,0,0,0,0,0
2025,2,2025_02_BUF_NYJ,NYJ,00-0037740,0,0,0,0,0,8
2025,2,2025_02_BUF_NYJ,NYJ,00-0037805,0,0,0,1,0,0
2025,2,2025_02_BUF_NYJ,NYJ,00-0038120,0,0,10,0,0,3
2025,2,2025_02_BUF_NYJ,NYJ,00-0039794,0,0,2,0,1,0
2025,2,2025_02_BUF_NYJ,NYJ,00-0039798,0,0,0,0,0,3
2025,2,2025_02_BUF_NYJ,NYJ,00-0040582,0,0,1,0,0,2
2025,2,2025_02_BUF_NYJ,NYJ,00-0040736,0,0,0,0,1,1
2025,2,2025_02_CAR_ARI,ARI,00-0033119,1,0,0,0,0,0
2025,2,2025_02_CAR_ARI,ARI,00-0033553,0,2,9,0,0,1
2025,2,2025_02_CAR_ARI,ARI,00-0035228,6,0,0,0,0,0
2025,2,2025_02_CAR_ARI,ARI,00-0035500,0,0,0,0,0,1
2025,2,2025_02_CAR_ARI,ARI,00-0037744,0,0,0,0,0,7
2025,2,2025_02_CAR_ARI,ARI,00-0038559,0,0,0,1,0,1
2025,2,2025_02_CAR_ARI,ARI,00-0039041,0,0,0,1,0,2
2025,2,2025_02_CAR_ARI,ARI,00-0039849,0,0,0,1,1,3
2025,2,2025_02_CAR_ARI,ARI,00-0039921,0,0,3,0,2,4
2025,2,2025_02_CAR_ARI,CAR,00-0034983,0,0,0,3,2,4
