team,posgrp,metric,n,value,league,var_play,k_eb,between_var
ATL,WR,catch_rate,290,0.6068965517241379,0.6188547027263769,,592.4406304935924,0.0010395778909722611
BAL,ALL,ypt,598,7.362876254180602,7.319899395173364,89.5381170064368,423.2498391543696,0.00391817122363068
BAL,ALL,catch_rate,598,0.6672240802675585,0.6717168692736092,,320.9784577564491,0.0015226021030540439
BAL,OTHER,ypt,60,5.55,7.014322916666667,58.35338983050846,71.82482665639307,0.021704806539040153
BAL,OTHER,catch_rate,60,0.5666666666666667,0.6796875,,111.42454609768586,0.004229448396432637
BAL,RB,ypt,112,6.232142857142857,5.776709401709402,70.9546332046332,155.33379421101966,0.01217468644255527
BAL,RB,catch_rate,112,0.8035714285714286,0.7795584045584045,,269.6993396752406,0.0010484917179406582
BAL,TE,ypt,85,7.152941176470589,7.402552926525529,48.34537815126051,477.88573528846166,0.002517228048063173
BAL,TE,catch_rate,85,0.7529411764705882,0.7238480697384807,,3197.323600121806,0.00011932022655747202
BAL,WR,ypt,340,8.155882352941177,7.8248111244935945,109.87828387992369,512.9979346061339,0.003362458988259805
BAL,WR,catch_rate,340,0.6176470588235294,0.6188547027263769,,592.4406304935924,0.0010395778909722611
BUF,ALL,ypt,439,6.528473804100228,7.319899395173364,72.14930154668667,423.2498391543696,0.00391817122363068
BUF,ALL,catch_rate,439,0.6309794988610479,0.6717168692736092,,320.9784577564491,0.0015226021030540439
BUF,OTHER,ypt,28,3.857142857142857,7.014322916666667,46.79365079365079,71.82482665639307,0.021704806539040153
BUF,OTHER,catch_rate,28,0.5357142857142857,0.6796875,,111.42454609768586,0.004229448396432637
BUF,RB,ypt,82,4.548780487804878,5.776709401709402,38.52228244504668,155.33379421101966,0.01217468644255527
BUF,RB,catch_rate,82,0.7439024390243902,0.7795584045584045,,269.6993396752406,0.0010484917179406582
BUF,TE,ypt,68,6.911764705882353,7.402552926525529,73.06672519754171,477.88573528846166,0.002517228048063173
BUF,TE,catch_rate,68,0.6176470588235294,0.7238480697384807,,3197.323600121806,0.00011932022655747202
BUF,WR,ypt,260,7.365384615384615,7.8248111244935945,83.26752301752302,512.9979346061339,0.003362458988259805
BUF,WR,catch_rate,260,0.6115384615384616,0.6188547027263769,,592.4406304935924,0.0010395778909722611
CAR,ALL,ypt,487,7.509240246406571,7.319899395173364,91.76071691129863,423.2498391543696,0.00391817122363068
CAR,ALL,catch_rate,487,0.6899383983572895,0.6717168692736092,,320.9784577564491,0.0015226021030540439
CAR,OTHER,ypt,43,5.465116279069767,7.014322916666667,50.3499446290144,71.82482665639307,0.021704806539040153
CAR,OTHER,catch_rate,43,0.6046511627906976,0.6796875,,111.42454609768586,0.004229448396432637
CAR,RB,ypt,90,5.288888888888889,5.776709401709402,37.17403245942572,155.33379421101966,0.01217468644255527
CAR,RB,catch_rate,90,0.8,0.7795584045584045,,269.6993396752406,0.0010484917179406582
CAR,TE,ypt,90,9.533333333333333,7.402552926525529,86.90337078651686,477.88573528846166,0.002517228048063173
CAR,TE,catch_rate,90,0.7888888888888889,0.7238480697384807,,3197.323600121806,0.00011932022655747202
CAR,WR,ypt,264,7.909090909090909,7.8248111244935945,115.60387141375742,512.9979346061339,0.003362458988259805
CAR,WR,catch_rate,264,0.6325757575757576,0.6188547027263769,,592.4406304935924,0.0010395778909722611
CHI,ALL,ypt,511,7.958904109589041,7.319899395173364,101.53360193392427,423.2498391543696,0.00391817122363068
CHI,ALL,catch_rate,511,0.6947162426614482,0.6717168692736092,,320.9784577564491,0.0015226021030540439
CHI,OTHER,ypt,30,9.533333333333333,7.014322916666667,151.98160919540229,71.82482665639307,0.021704806539040153
CHI,OTHER,catch_rate,30,0.7666666666666667,0.6796875,,111.42454609768586,0.004229448396432637
CHI,RB,ypt,85,5.317647058823529,5.776709401709402,48.219327731092434,155.33379421101966,0.01217468644255527
CHI,RB,catch_rate,85,0.7647058823529411,0.7795584045584045,,269.6993396752406,0.0010484917179406582
CHI,TE,ypt,112,6.857142857142857,7.402552926525529,47.20463320463322,477.88573528846166,0.002517228048063173
CHI,TE,catch_rate,112,0.7678571428571429,0.7238480697384807,,3197.323600121806,0.00011932022655747202
CHI,WR,ypt,284,9.017605633802816,7.8248111244935945,130.61099636689397,512.9979346061339,0.003362458988259805
CHI,WR,catch_rate,284,0.6373239436619719,0.6188547027263769,,592.4406304935924,0.0010395778909722611
CIN,ALL,ypt,514,8.122568093385214,7.319899395173364,93.73348578970115,423.2498391543696,0.00391817122363068
