team,week,gsis_id,slot
BUF,12,00-0034857,QB1
BUF,13,00-0034857,QB1
BUF,14,00-0034857,QB1
BUF,15,00-0034857,QB1
BUF,16,00-0034857,QB1
BUF,17,00-0034857,QB1
BUF,18,00-0034857,QB1
BUF,19,00-0034857,QB1
BUF,20,00-0034857,QB1
BUF,21,00-0034857,QB1
CAR,1,00-0039150,QB1
CAR,2,00-0039150,QB1
CAR,3,00-0039150,QB1
CAR,4,00-0039150,QB1
CAR,5,00-0039150,QB1
CAR,6,00-0027973,QB1
CAR,7,00-0027973,QB1
CAR,8,00-0027973,QB1
CAR,9,00-0027973,QB1
CAR,10,00-0027973,QB1
CAR,11,00-0027973,QB1
CAR,12,00-0027973,QB1
CAR,13,00-0027973,QB1
CAR,14,00-0027973,QB1
CAR,15,00-0027973,QB1
CAR,16,00-0027973,QB1
CAR,17,00-0027973,QB1
CAR,18,00-0027973,QB1
CAR,19,00-0039150,QB1
CHI,1,00-0039918,QB1
CHI,2,00-0039918,QB1
CHI,3,00-0039918,QB1
CHI,4,00-0039918,QB1
CHI,5,00-0039918,QB1
CHI,6,00-0039918,QB1
CHI,7,00-0039918,QB1
CHI,8,00-0039918,QB1
CHI,9,00-0039918,QB1
CHI,10,00-0039918,QB1
CHI,11,00-0039918,QB1
CHI,12,00-0039918,QB1
CHI,13,00-0039918,QB1
CHI,14,00-0039918,QB1
CHI,15,00-0039918,QB1
CHI,16,00-0039918,QB1
CHI,17,00-0039918,QB1
CHI,18,00-0039918,QB1
CHI,19,00-0039918,QB1
CIN,1,00-0036442,QB1
CIN,2,00-0036442,QB1
CIN,3,00-0036442,QB1
CIN,4,00-0036442,QB1
CIN,5,00-0036442,QB1
CIN,6,00-0036442,QB1
CIN,7,00-0036442,QB1
CIN,8,00-0036442,QB1
CIN,9,00-0036442,QB1
CIN,10,00-0036442,QB1
CIN,11,00-0036442,QB1
CIN,12,00-0036442,QB1
CIN,13,00-0036442,QB1
CIN,14,00-0036442,QB1
CIN,15,00-0036442,QB1
CIN,16,00-0036442,QB1
CIN,17,00-0036442,QB1
CIN,18,00-0036442,QB1
CIN,19,00-0036442,QB1
CLE,1,00-0033537,QB1
CLE,2,00-0033537,QB1
CLE,3,00-0033537,QB1
CLE,4,00-0033537,QB1
CLE,5,00-0033537,QB1
CLE,6,00-0033537,QB1
CLE,7,00-0033537,QB1
CLE,8,00-0033537,QB1
CLE,9,00-0031503,QB1
CLE,10,00-0031503,QB1
CLE,11,00-0031503,QB1
CLE,12,00-0031503,QB1
CLE,13,00-0031503,QB1
CLE,14,00-0031503,QB1
CLE,15,00-0031503,QB1
CLE,16,00-0031503,QB1
CLE,17,00-0031503,QB1
CLE,18,00-0031503,QB1
CLE,19,00-0031503,QB1
DAL,1,00-0033077,QB1
DAL,2,00-0033077,QB1
DAL,3,00-0033077,QB1
DAL,4,00-0033077,QB1
DAL,5,00-0033077,QB1
DAL,6,00-0033077,QB1
DAL,7,00-0033077,QB1
DAL,8,00-0033077,QB1
DAL,9,00-0033077,QB1
DAL,10,00-0033077,QB1
DAL,11,00-0033077,QB1
DAL,12,00-0033662,QB1
DAL,13,00-0033662,QB1
DAL,14,00-0033662,QB1
DAL,15,00-0033662,QB1
DAL,16,00-0033662,QB1
DAL,17,00-0033662,QB1
DAL,18,00-0033662,QB1
DAL,19,00-0033662,QB1
DEN,1,00-0039732,QB1
DEN,2,00-0039732,QB1
DEN,3,00-0039732,QB1
DEN,4,00-0039732,QB1
DEN,5,00-0039732,QB1
DEN,6,00-0039732,QB1
DEN,7,00-0039732,QB1
DEN,8,00-0039732,QB1
DEN,9,00-0039732,QB1
DEN,10,00-0039732,QB1
DEN,11,00-0039732,QB1
DEN,12,00-0039732,QB1
DEN,13,00-0039732,QB1
DEN,14,00-0039732,QB1
DEN,15,00-0039732,QB1
DEN,16,00-0039732,QB1
DEN,17,00-0039732,QB1
DEN,18,00-0039732,QB1
DEN,19,00-0039732,QB1
DEN,20,00-0039732,QB1
DET,1,00-0033106,QB1
DET,2,00-0033106,QB1
DET,3,00-0033106,QB1
DET,4,00-0033106,QB1
DET,5,00-0033106,QB1
DET,6,00-0033106,QB1
DET,7,00-0033106,QB1
DET,8,00-0033106,QB1
DET,9,00-0033106,QB1
DET,10,00-0033106,QB1
DET,11,00-0033106,QB1
DET,12,00-0033106,QB1
DET,13,00-0033106,QB1
DET,14,00-0033106,QB1
DET,15,00-0033106,QB1
DET,16,00-0033106,QB1
DET,17,00-0033106,QB1
DET,18,00-0033106,QB1
DET,19,00-0033106,QB1
DET,20,00-0033106,QB1
DET,21,00-0033106,QB1
GB,1,00-0036264,QB1
GB,2,00-0036264,QB1
GB,3,00-0036264,QB1
GB,4,00-0036264,QB1
GB,5,00-0036264,QB1
GB,6,00-0036264,QB1
GB,7,00-0036264,QB1
GB,8,00-0036264,QB1
GB,9,00-0036264,QB1
GB,10,00-0036264,QB1
GB,11,00-0036264,QB1
GB,12,00-0036264,QB1
GB,13,00-0036264,QB1
GB,14,00-0036264,QB1
GB,15,00-0036264,QB1
GB,16,00-0036264,QB1
GB,17,00-0036264,QB1
GB,18,00-0036264,QB1
GB,19,00-0036264,QB1
GB,20,00-0036264,QB1
HOU,1,00-0039163,QB1
HOU,2,00-0039163,QB1
HOU,3,00-0039163,QB1
HOU,4,00-0039163,QB1
HOU,5,00-0039163,QB1
HOU,6,00-0039163,QB1
HOU,7,00-0039163,QB1
HOU,8,00-0039163,QB1
HOU,9,00-0039163,QB1
HOU,10,00-0039163,QB1
HOU,11,00-0039163,QB1
HOU,12,00-0039163,QB1
HOU,13,00-0039163,QB1
HOU,14,00-0039163,QB1
HOU,15,00-0039163,QB1
HOU,16,00-0039163,QB1
HOU,17,00-0039163,QB1
HOU,18,00-0039163,QB1
HOU,19,00-0039163,QB1
HOU,20,00-0039163,QB1
HOU,21,00-0039163,QB1
IND,1,00-0039164,QB1
IND,2,00-0039164,QB1
IND,3,00-0039164,QB1
IND,4,00-0039164,QB1
IND,5,00-0039164,QB1
IND,6,00-0039164,QB1
IND,7,00-0039164,QB1
IND,8,00-0039164,QB1
IND,9,00-0039164,QB1
IND,10,00-0039164,QB1
IND,11,00-0026158,QB1
IND,12,00-0026158,QB1
IND,13,00-0026158,QB1
IND,14,00-0039164,QB1
IND,15,00-0039164,QB1
IND,16,00-0039164,QB1
IND,17,00-0039164,QB1
IND,18,00-0039164,QB1
IND,19,00-0026158,QB1
JAX,1,00-0036971,QB1
JAX,2,00-0036971,QB1
JAX,3,00-0036971,QB1
JAX,4,00-0036971,QB1
JAX,5,00-0036971,QB1
JAX,6,00-0036971,QB1
JAX,7,00-0036971,QB1
JAX,8,00-0036971,QB1
JAX,9,00-0036971,QB1
JAX,10,00-0036971,QB1
JAX,11,00-0036971,QB1
JAX,12,00-0036971,QB1
JAX,13,00-0036971,QB1
JAX,14,00-0036971,QB1
JAX,15,00-0036972,QB1
JAX,16,00-0036972,QB1
JAX,17,00-0036972,QB1
JAX,18,00-0036972,QB1
JAX,19,00-0036972,QB1
KC,1,00-0033873,QB1
KC,2,00-0033873,QB1
KC,3,00-0033873,QB1
KC,4,00-0033873,QB1
KC,5,00-0033873,QB1
KC,6,00-0033873,QB1
KC,7,00-0033873,QB1
KC,8,00-0033873,QB1
KC,9,00-0033873,QB1
KC,10,00-0033873,QB1
KC,11,00-0033873,QB1
KC,12,00-0033873,QB1
KC,13,00-0033873,QB1
KC,14,00-0033873,QB1
KC,15,00-0033873,QB1
KC,16,00-0033873,QB1
KC,17,00-0033873,QB1
KC,18,00-0033873,QB1
KC,19,00-0033873,QB1
KC,20,00-0033873,QB1
KC,21,00-0033873,QB1
KC,22,00-0033873,QB1
LA,1,00-0026498,QB1
LA,2,00-0026498,QB1
LA,3,00-0026498,QB1
LA,4,00-0026498,QB1
LA,5,00-0026498,QB1
LA,6,00-0026498,QB1
LA,7,00-0026498,QB1
LA,8,00-0026498,QB1
LA,9,00-0026498,QB1
LA,10,00-0026498,QB1
LA,11,00-0026498,QB1
LA,12,00-0026498,QB1
LA,13,00-0026498,QB1
LA,14,00-0026498,QB1
LA,15,00-0026498,QB1
LA,16,00-0026498,QB1
LA,17,00-0026498,QB1
LA,18,00-0026498,QB1
LA,19,00-0031345,QB1
LA,20,00-0026498,QB1
LA,21,00-0026498,QB1
LAC,1,00-0036355,QB1
LAC,2,00-0036355,QB1
LAC,3,00-0036355,QB1
LAC,4,00-0036355,QB1
LAC,5,00-0036355,QB1
LAC,6,00-0036355,QB1
LAC,7,00-0036355,QB1
LAC,8,00-0036355,QB1
LAC,9,00-0036355,QB1
LAC,10,00-0036355,QB1
LAC,11,00-0036355,QB1
LAC,12,00-0036355,QB1
LAC,13,00-0036355,QB1
LAC,14,00-0036355,QB1
LAC,15,00-0036355,QB1
LAC,16,00-0036355,QB1
LAC,17,00-0036355,QB1
LAC,18,00-0036355,QB1
LAC,19,00-0036355,QB1
LAC,20,00-0036355,QB1
LV,1,00-0035289,QB1
LV,2,00-0035289,QB1
LV,3,00-0035289,QB1
LV,4,00-0035289,QB1
LV,5,00-0035289,QB1
LV,6,00-0035289,QB1
LV,7,00-0035289,QB1
LV,8,00-0038579,QB1
LV,9,00-0035289,QB1
LV,10,00-0035289,QB1
LV,11,00-0035289,QB1
LV,12,00-0035289,QB1
LV,13,00-0035289,QB1
LV,14,00-0038579,QB1
LV,15,00-0038579,QB1
LV,16,00-0038579,QB1
LV,17,00-0038579,QB1
LV,18,00-0038579,QB1
LV,19,00-0038579,QB1
MIA,1,00-0036212,QB1
MIA,2,00-0036212,QB1
MIA,3,00-0036212,QB1
MIA,4,00-0037327,QB1
MIA,5,00-0037327,QB1
MIA,6,00-0037327,QB1
MIA,7,00-0035993,QB1
MIA,8,00-0035993,QB1
MIA,9,00-0036212,QB1
MIA,10,00-0036212,QB1
MIA,11,00-0036212,QB1
MIA,12,00-0036212,QB1
MIA,13,00-0036212,QB1
MIA,14,00-0036212,QB1
MIA,15,00-0036212,QB1
MIA,16,00-0036212,QB1
MIA,17,00-0036212,QB1
MIA,18,00-0036212,QB1
MIA,19,00-0036212,QB1
MIN,1,00-0034869,QB1
MIN,2,00-0034869,QB1
MIN,3,00-0034869,QB1
MIN,4,00-0034869,QB1
MIN,5,00-0034869,QB1
MIN,6,00-0034869,QB1
MIN,7,00-0034869,QB1
MIN,8,00-0034869,QB1
MIN,9,00-0034869,QB1
MIN,10,00-0034869,QB1
MIN,11,00-0034869,QB1
MIN,12,00-0034869,QB1
MIN,13,00-0034869,QB1
MIN,14,00-0034869,QB1
MIN,15,00-0034869,QB1
MIN,16,00-0034869,QB1
MIN,17,00-0034869,QB1
MIN,18,00-0034869,QB1
MIN,19,00-0034869,QB1
MIN,20,00-0034869,QB1
NE,1,00-0033119,QB1
NE,2,00-0033119,QB1
NE,3,00-0033119,QB1
NE,4,00-0033119,QB1
NE,5,00-0033119,QB1
NE,6,00-0033119,QB1
NE,7,00-0039851,QB1
NE,8,00-0039851,QB1
NE,9,00-0039851,QB1
NE,10,00-0039851,QB1
NE,11,00-0039851,QB1
NE,12,00-0039851,QB1
NE,13,00-0039851,QB1
NE,14,00-0039851,QB1
NE,15,00-0039851,QB1
NE,16,00-0039851,QB1
NE,17,00-0039851,QB1
NE,18,00-0039851,QB1
NE,19,00-0039851,QB1
NO,1,00-0031280,QB1
NO,2,00-0031280,QB1
NO,3,00-0031280,QB1
NO,4,00-0031280,QB1
NO,5,00-0031280,QB1
NO,6,00-0031280,QB1
NO,7,00-0031280,QB1
NO,8,00-0031280,QB1
NO,9,00-0031280,QB1
NO,10,00-0031280,QB1
NO,11,00-0031280,QB1
NO,12,00-0031280,QB1
NO,13,00-0031280,QB1
NO,14,00-0031280,QB1
NO,15,00-0031280,QB1
NO,16,00-0031280,QB1
NO,17,00-0031280,QB1
NO,18,00-0031280,QB1
NO,19,00-0031280,QB1
NYG,1,00-0035710,QB1
NYG,2,00-0035710,QB1
NYG,3,00-0035710,QB1
NYG,4,00-0035710,QB1
NYG,5,00-0035710,QB1
NYG,6,00-0035710,QB1
NYG,7,00-0035710,QB1
NYG,8,00-0035710,QB1
NYG,9,00-0035710,QB1
NYG,10,00-0035710,QB1
NYG,11,00-0035710,QB1
NYG,12,00-0038476,QB1
NYG,13,00-0038476,QB1
NYG,14,00-0038476,QB1
NYG,15,00-0035704,QB1
NYG,16,00-0035704,QB1
NYG,17,00-0035704,QB1
NYG,18,00-0035704,QB1
NYG,19,00-0035704,QB1
NYJ,1,00-0023459,QB1
NYJ,2,00-0023459,QB1
NYJ,3,00-0023459,QB1
NYJ,4,00-0023459,QB1
NYJ,5,00-0023459,QB1
NYJ,6,00-0023459,QB1
NYJ,7,00-0023459,QB1
NYJ,8,00-0023459,QB1
NYJ,9,00-0023459,QB1
NYJ,10,00-0023459,QB1
NYJ,11,00-0023459,QB1
NYJ,12,00-0023459,QB1
NYJ,13,00-0023459,QB1
NYJ,14,00-0023459,QB1
NYJ,15,00-0023459,QB1
NYJ,16,00-0023459,QB1
NYJ,17,00-0023459,QB1
NYJ,18,00-0023459,QB1
NYJ,19,00-0023459,QB1
PHI,1,00-0036389,QB1
PHI,2,00-0036389,QB1
PHI,3,00-0036389,QB1
PHI,4,00-0036389,QB1
PHI,5,00-0036389,QB1
PHI,6,00-0036389,QB1
PHI,7,00-0036389,QB1
PHI,8,00-0036389,QB1
PHI,9,00-0036389,QB1
PHI,10,00-0036389,QB1
PHI,11,00-0036389,QB1
PHI,12,00-0036389,QB1
PHI,13,00-0036389,QB1
PHI,14,00-0036389,QB1
PHI,15,00-0036389,QB1
PHI,16,00-0036389,QB1
PHI,17,00-0036389,QB1
PHI,18,00-0036389,QB1
PHI,19,00-0036389,QB1
PHI,20,00-0036389,QB1
PHI,21,00-0036389,QB1
PHI,22,00-0036389,QB1
PIT,1,00-0036945,QB1
PIT,2,00-0036945,QB1
PIT,3,00-0029263,QB1
PIT,4,00-0029263,QB1
PIT,5,00-0036945,QB1
PIT,6,00-0029263,QB1
PIT,7,00-0029263,QB1
PIT,8,00-0029263,QB1
PIT,9,00-0029263,QB1
PIT,10,00-0029263,QB1
PIT,11,00-0029263,QB1
PIT,12,00-0029263,QB1
PIT,13,00-0029263,QB1
PIT,14,00-0029263,QB1
PIT,15,00-0029263,QB1
PIT,16,00-0029263,QB1
PIT,17,00-0029263,QB1
PIT,18,00-0029263,QB1
PIT,19,00-0029263,QB1
PIT,20,00-0029263,QB1
SEA,1,00-0030565,QB1
SEA,2,00-0030565,QB1
SEA,3,00-0030565,QB1
SEA,4,00-0030565,QB1
SEA,5,00-0030565,QB1
SEA,6,00-0030565,QB1
SEA,7,00-0030565,QB1
SEA,8,00-0030565,QB1
SEA,9,00-0030565,QB1
SEA,10,00-0030565,QB1
SEA,11,00-0030565,QB1
SEA,12,00-0030565,QB1
SEA,13,00-0030565,QB1
SEA,14,00-0030565,QB1
SEA,15,00-0030565,QB1
SEA,16,00-0030565,QB1
SEA,17,00-0030565,QB1
SEA,18,00-0030565,QB1
SEA,19,00-0030565,QB1
SF,1,00-0037834,QB1
SF,2,00-0037834,QB1
SF,3,00-0037834,QB1
SF,4,00-0037834,QB1
SF,5,00-0037834,QB1
SF,6,00-0037834,QB1
SF,7,00-0037834,QB1
SF,8,00-0037834,QB1
SF,9,00-0037834,QB1
SF,10,00-0037834,QB1
SF,11,00-0037834,QB1
SF,12,00-0037834,QB1
SF,13,00-0037834,QB1
SF,14,00-0037834,QB1
SF,15,00-0037834,QB1
SF,16,00-0037834,QB1
SF,17,00-0037834,QB1
SF,18,00-0037834,QB1
SF,19,00-0037834,QB1
TB,1,00-0034855,QB1
TB,2,00-0034855,QB1
TB,3,00-0034855,QB1
TB,4,00-0034855,QB1
TB,5,00-0034855,QB1
TB,6,00-0034855,QB1
TB,7,00-0034855,QB1
TB,8,00-0034855,QB1
TB,9,00-0034855,QB1
TB,10,00-0034855,QB1
TB,11,00-0034855,QB1
TB,12,00-0034855,QB1
TB,13,00-0034855,QB1
TB,14,00-0034855,QB1
TB,15,00-0034855,QB1
TB,16,00-0034855,QB1
TB,17,00-0034855,QB1
TB,18,00-0034855,QB1
TB,19,00-0034855,QB1
TB,20,00-0034855,QB1
TEN,1,00-0039152,QB1
TEN,2,00-0039152,QB1
TEN,3,00-0039152,QB1
TEN,4,00-0039152,QB1
TEN,5,00-0039152,QB1
TEN,6,00-0039152,QB1
TEN,7,00-0039152,QB1
TEN,8,00-0034771,QB1
TEN,9,00-0034771,QB1
TEN,10,00-0034771,QB1
TEN,11,00-0034771,QB1
TEN,12,00-0034771,QB1
TEN,13,00-0034771,QB1
TEN,14,00-0039152,QB1
TEN,15,00-0039152,QB1
TEN,16,00-0039152,QB1
TEN,17,00-0034771,QB1
TEN,18,00-0034771,QB1
TEN,19,00-0034771,QB1
WAS,1,00-0039910,QB1
WAS,2,00-0039910,QB1
WAS,3,00-0039910,QB1
WAS,4,00-0039910,QB1
WAS,5,00-0039910,QB1
WAS,6,00-0039910,QB1
WAS,7,00-0039910,QB1
WAS,8,00-0039910,QB1
WAS,9,00-0039910,QB1
WAS,10,00-0039910,QB1
WAS,11,00-0039910,QB1
WAS,12,00-0039910,QB1
WAS,13,00-0039910,QB1
WAS,14,00-0039910,QB1
WAS,15,00-0039910,QB1
WAS,16,00-0039910,QB1
WAS,17,00-0039910,QB1
WAS,18,00-0039910,QB1
WAS,19,00-0039910,QB1
WAS,20,00-0039910,QB1
WAS,21,00-0039910,QB1
ARI,1,00-0033553,RB1
ARI,1,00-0039921,RB2
ARI,2,00-0033553,RB1
ARI,2,00-0039921,RB2
ARI,3,00-0033553,RB1
ARI,3,00-0039921,RB2
ARI,4,00-0033553,RB1
ARI,4,00-0039921,RB2
ARI,5,00-0033553,RB1
ARI,5,00-0039921,RB2
ARI,6,00-0033553,RB1
ARI,6,00-0039921,RB2
ARI,7,00-0033553,RB1
ARI,7,00-0039921,RB2
ARI,8,00-0033553,RB1
ARI,8,00-0039921,RB2
ARI,9,00-0033553,RB1
ARI,9,00-0039921,RB2
ARI,10,00-0033553,RB1
ARI,10,00-0039921,RB2
ARI,11,00-0033553,RB1
ARI,11,00-0039921,RB2
ARI,12,00-0033553,RB1
ARI,12,00-0039921,RB2
ARI,13,00-0033553,RB1
ARI,13,00-0039921,RB2
ARI,14,00-0033553,RB1
ARI,14,00-0039921,RB2
ARI,15,00-0033553,RB1
ARI,15,00-0039921,RB2
ARI,16,00-0033553,RB1
ARI,16,00-0039921,RB2
ARI,17,00-0033553,RB1
ARI,17,00-0039921,RB2
ARI,18,00-0033553,RB1
ARI,18,00-0036425,RB2
ARI,19,00-0036924,RB1
ARI,19,00-0036425,RB2
ATL,1,00-0038542,RB1
ATL,1,00-0037263,RB2
ATL,2,00-0038542,RB1
ATL,2,00-0037263,RB2
ATL,3,00-0038542,RB1
ATL,3,00-0037263,RB2
ATL,4,00-0038542,RB1
ATL,4,00-0037263,RB2
ATL,5,00-0038542,RB1
ATL,5,00-0037263,RB2
ATL,6,00-0038542,RB1
ATL,6,00-0037263,RB2
ATL,7,00-0038542,RB1
ATL,7,00-0037263,RB2
ATL,8,00-0038542,RB1
ATL,8,00-0037263,RB2
ATL,9,00-0038542,RB1
ATL,9,00-0037263,RB2
ATL,10,00-0038542,RB1
ATL,10,00-0037263,RB2
ATL,11,00-0038542,RB1
ATL,11,00-0037263,RB2
ATL,12,00-0038542,RB1
ATL,12,00-0037263,RB2
ATL,13,00-0038542,RB1
ATL,13,00-0037263,RB2
ATL,14,00-0038542,RB1
ATL,14,00-0037263,RB2
ATL,15,00-0038542,RB1
ATL,15,00-0037263,RB2
ATL,16,00-0038542,RB1
ATL,16,00-0037263,RB2
ATL,17,00-0038542,RB1
ATL,17,00-0037263,RB2
ATL,18,00-0038542,RB1
ATL,18,00-0037263,RB2
ATL,19,00-0038542,RB1
ATL,19,00-0037263,RB2
BAL,1,00-0032764,RB1
BAL,1,00-0034975,RB2
BAL,2,00-0032764,RB1
BAL,2,00-0034975,RB2
BAL,3,00-0032764,RB1
BAL,3,00-0034975,RB2
BAL,4,00-0032764,RB1
BAL,4,00-0034975,RB2
BAL,5,00-0032764,RB1
BAL,5,00-0034975,RB2
BAL,6,00-0032764,RB1
BAL,6,00-0034975,RB2
BAL,7,00-0032764,RB1
BAL,7,00-0034975,RB2
BAL,8,00-0032764,RB1
BAL,8,00-0034975,RB2
BAL,9,00-0032764,RB1
BAL,9,00-0034975,RB2
BAL,10,00-0032764,RB1
BAL,10,00-0034975,RB2
BAL,11,00-0032764,RB1
BAL,11,00-0034975,RB2
BAL,12,00-0032764,RB1
BAL,12,00-0034975,RB2
BAL,13,00-0032764,RB1
BAL,13,00-0034975,RB2
BAL,14,00-0032764,RB1
BAL,14,00-0034975,RB2
BAL,15,00-0032764,RB1
BAL,15,00-0034975,RB2
BAL,16,00-0032764,RB1
BAL,16,00-0034975,RB2
BAL,17,00-0032764,RB1
BAL,17,00-0034975,RB2
BAL,18,00-0032764,RB1
BAL,18,00-0034975,RB2
BAL,19,00-0032764,RB1
BAL,19,00-0034975,RB2
BAL,20,00-0032764,RB1
BAL,20,00-0034975,RB2
BAL,21,00-0032764,RB1
BAL,21,00-0034975,RB2
BUF,1,00-0037248,RB1
BUF,1,00-0035537,RB2
BUF,2,00-0037248,RB1
BUF,2,00-0035537,RB2
BUF,3,00-0037248,RB1
BUF,3,00-0035537,RB2
BUF,4,00-0037248,RB1
BUF,4,00-0035537,RB2
BUF,5,00-0037248,RB1
BUF,5,00-0035537,RB2
BUF,6,00-0037248,RB1
BUF,6,00-0035537,RB2
BUF,7,00-0037248,RB1
BUF,7,00-0035537,RB2
BUF,8,00-0037248,RB1
BUF,8,00-0035537,RB2
BUF,9,00-0037248,RB1
BUF,9,00-0035537,RB2
BUF,10,00-0037248,RB1
BUF,10,00-0035537,RB2
BUF,11,00-0037248,RB1
BUF,11,00-0035537,RB2
BUF,12,00-0037248,RB1
BUF,12,00-0035537,RB2
BUF,13,00-0037248,RB1
BUF,13,00-0035537,RB2
BUF,14,00-0037248,RB1
BUF,14,00-0035537,RB2
BUF,15,00-0037248,RB1
BUF,15,00-0035537,RB2
BUF,16,00-0037248,RB1
BUF,16,00-0035537,RB2
BUF,17,00-0037248,RB1
BUF,17,00-0035537,RB2
BUF,18,00-0037248,RB1
BUF,18,00-0035537,RB2
BUF,19,00-0037248,RB1
BUF,19,00-0035537,RB2
BUF,20,00-0037248,RB1
BUF,20,00-0035537,RB2
BUF,21,00-0037248,RB1
BUF,21,00-0035537,RB2
CAR,1,00-0036555,RB1
CAR,1,00-0035243,RB2
CAR,2,00-0036555,RB1
CAR,2,00-0035243,RB2
CAR,3,00-0036555,RB1
CAR,3,00-0035243,RB2
CAR,4,00-0036555,RB1
CAR,4,00-0035243,RB2
CAR,5,00-0036555,RB1
CAR,5,00-0035243,RB2
CAR,6,00-0036555,RB1
CAR,6,00-0035243,RB2
CAR,7,00-0036555,RB1
CAR,7,00-0035243,RB2
CAR,8,00-0036555,RB1
CAR,8,00-0035243,RB2
CAR,9,00-0036555,RB1
CAR,9,00-0035243,RB2
CAR,10,00-0036555,RB1
CAR,10,00-0035243,RB2
CAR,11,00-0036555,RB1
CAR,11,00-0035243,RB2
CAR,12,00-0036555,RB1
CAR,12,00-0037429,RB2
CAR,13,00-0036555,RB1
CAR,13,00-0037429,RB2
CAR,14,00-0036555,RB1
CAR,14,00-0037429,RB2
CAR,15,00-0036555,RB1
CAR,15,00-0037429,RB2
CAR,16,00-0036555,RB1
CAR,16,00-0037429,RB2
CAR,17,00-0036555,RB1
CAR,17,00-0037429,RB2
CAR,18,00-0037429,RB1
CAR,19,00-0037429,RB1
CAR,19,00-0034208,RB2
CHI,1,00-0036275,RB1
CHI,1,00-0036906,RB2
CHI,2,00-0036275,RB1
CHI,2,00-0036906,RB2
CHI,3,00-0036275,RB1
CHI,3,00-0036906,RB2
CHI,4,00-0036275,RB1
CHI,4,00-0036906,RB2
CHI,5,00-0036275,RB1
CHI,5,00-0036906,RB2
CHI,6,00-0036275,RB1
CHI,6,00-0036906,RB2
CHI,7,00-0036275,RB1
CHI,7,00-0036906,RB2
CHI,8,00-0036275,RB1
CHI,8,00-0036906,RB2
CHI,9,00-0036275,RB1
CHI,9,00-0036906,RB2
CHI,10,00-0036275,RB1
CHI,10,00-0039021,RB2
CHI,11,00-0036275,RB1
CHI,11,00-0039021,RB2
CHI,12,00-0036275,RB1
CHI,12,00-0039021,RB2
CHI,13,00-0036275,RB1
CHI,13,00-0039021,RB2
CHI,14,00-0036275,RB1
CHI,14,00-0039021,RB2
CHI,15,00-0036275,RB1
CHI,15,00-0039021,RB2
CHI,16,00-0036275,RB1
CHI,16,00-0039021,RB2
CHI,17,00-0036275,RB1
CHI,17,00-0039021,RB2
CHI,18,00-0036275,RB1
CHI,18,00-0039021,RB2
CHI,19,00-0036275,RB1
CHI,19,00-0039021,RB2
CLE,1,00-0037267,RB1
CLE,1,00-0038098,RB2
CLE,2,00-0037267,RB1
CLE,2,00-0038098,RB2
CLE,3,00-0037267,RB1
CLE,3,00-0038098,RB2
CLE,4,00-0037267,RB1
CLE,4,00-0038098,RB2
CLE,5,00-0037267,RB1
CLE,5,00-0038098,RB2
CLE,6,00-0037267,RB1
CLE,6,00-0038098,RB2
CLE,7,00-0037267,RB1
CLE,7,00-0038098,RB2
CLE,8,00-0037267,RB1
CLE,8,00-0038098,RB2
CLE,9,00-0037267,RB1
