name,team,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fum_lost,fpts_page,snapshot,kind,url
Michael Woods II,CLE,9.0,119.0,1.0,0.0,4.0,0.0,0.0,18.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tejhaun Palmer,ARI,11.0,122.0,1.0,0.0,0.0,0.0,0.0,18.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jordan Whittington,LAR,10.8,129.6,0.9,0.0,0.0,0.0,0.0,18.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Allen Robinson II,DET,11.0,113.0,1.0,0.0,4.0,0.0,0.0,17.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Russell Gage,SF,10.0,114.0,1.0,0.0,3.0,0.0,0.0,17.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ben Skowronek,PIT,9.0,111.0,1.0,0.0,4.0,0.0,0.0,17.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tyler Scott,CHI,8.9,101.7,0.8,2.1,18.2,0.1,0.0,17.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jamison Crowder,WAS,12.1,119.9,0.7,0.0,0.0,0.0,0.0,16.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Justyn Ross,KC,8.0,103.0,1.0,0.0,0.0,0.0,0.0,16.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Derius Davis,LAC,7.0,81.2,0.6,6.7,38.6,0.1,0.1,15.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Danny Gray,PHI,7.0,94.0,1.0,0.0,4.0,0.0,0.0,15.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Equanimeous St. Brown,NO,7.0,91.0,1.0,0.0,4.0,0.0,0.0,15.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Casey Washington,ATL,8.7,105.8,0.8,0.0,0.0,0.0,0.0,15.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalen Brooks,DAL,11.5,106.9,0.8,0.0,0.0,0.0,0.0,15.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Deven Thompkins,CAR,8.5,96.2,0.6,0.0,18.0,0.0,0.0,15.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Skyy Moore,KC,8.5,99.5,0.8,0.0,3.0,0.0,0.1,14.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
David Moore,CAR,8.1,108.0,0.7,0.0,1.7,0.0,0.1,14.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Devin Duvernay,JAC,8.8,88.5,0.4,3.3,16.9,0.1,0.1,13.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalen Reagor,LAC,7.0,90.7,0.7,0.0,2.0,0.0,0.0,13.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ihmir Smith-Marsette,NYG,11.3,81.8,0.6,0.0,13.0,0.0,0.0,12.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Robert Woods,HOU,8.3,89.4,0.6,0.0,1.3,0.0,0.0,12.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Brenden Rice,LAC,7.2,87.9,0.6,0.0,2.0,0.0,0.0,12.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Zach Pascal,ARI,6.8,83.5,0.7,0.0,2.0,0.0,0.0,12.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Mason Tipton,NO,7.7,86.1,0.6,0.0,0.0,0.0,0.0,12.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Kayshon Boutte,NE,6.9,86.3,0.6,0.0,2.5,0.0,0.0,12.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Xavier Hutchinson,HOU,6.4,76.6,0.6,0.0,7.0,0.0,0.0,11.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Mecole Hardman Jr.,KC,5.1,64.5,0.6,2.1,15.4,0.1,0.0,11.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Anthony Gould,IND,6.8,80.8,0.6,0.0,0.0,0.0,0.0,11.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Deonte Harty,BAL,6.3,77.2,0.6,0.0,5.0,0.0,0.0,11.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Charlie Jones,CIN,6.8,83.1,0.5,0.0,1.7,0.0,0.0,11.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ronnie Bell,SF,6.4,78.0,0.6,0.0,2.0,0.0,0.0,11.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ashton Dulin,IND,6.5,75.1,0.6,0.0,2.0,0.0,0.0,11.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jason Brownlee,NYJ,6.3,78.6,0.6,0.0,1.5,0.0,0.0,11.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Laviska Shenault Jr.,LAC,5.2,54.9,0.2,5.3,36.6,0.1,0.1,11.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Chris Conley,SF,5.4,67.1,0.6,0.0,2.0,0.0,0.0,10.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Bo Melton,GB,5.9,68.5,0.5,1.0,6.3,0.0,0.1,10.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Bryce Ford-Wheaton,NYG,7.1,74.8,0.4,0.0,0.0,0.0,0.0,9.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Malik Heath,GB,5.4,62.1,0.5,0.0,1.0,0.0,0.0,9.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
River Cracraft,MIA,9.3,78.9,0.3,0.0,0.0,0.0,0.0,9.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tim Jones,JAC,4.9,57.0,0.6,0.0,2.0,0.0,0.0,9.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Scotty Miller,PIT,5.6,69.6,0.3,0.0,1.3,0.0,0.0,8.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Dareke Young,SEA,5.1,59.7,0.4,0.0,0.0,0.0,0.0,8.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Easop Winston Jr.,NYJ,5.1,59.2,0.4,0.0,0.0,0.0,0.0,8.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Britain Covey,PHI,5.2,57.1,0.3,0.0,0.0,0.0,0.0,7.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Terrace Marshall Jr.,LV,5.0,64.0,0.0,0.0,4.0,0.0,0.0,6.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Dee Eskridge,MIA,4.0,56.0,0.0,0.0,6.0,0.0,0.0,6.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Gunner Olszewski,NYG,4.2,44.5,0.2,0.0,0.0,0.0,0.0,5.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
DJ Turner,LV,3.3,37.4,0.2,0.0,0.0,0.0,0.1,4.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tylan Wallace,BAL,3.2,41.3,0.1,0.0,2.0,0.0,0.0,4.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Velus Jones Jr.,CAR,1.9,25.0,0.1,2.3,9.7,0.1,0.0,4.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Irvin Charles,NYJ,2.6,29.7,0.2,0.0,0.0,0.0,0.0,4.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jha'Quan Jackson,TEN,4.0,41.0,0.0,0.0,0.0,0.0,0.0,4.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tyler Johnson,LAR,2.1,25.2,0.2,0.0,0.0,0.0,0.0,3.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Kyle Philips,PHI,2.8,29.1,0.1,0.0,0.5,0.0,0.0,3.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Montrell Washington,KC,1.7,21.1,0.2,0.0,0.0,0.0,0.0,3.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Simi Fehoko,LAC,1.7,20.2,0.2,0.0,0.0,0.0,0.0,3.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Seth Williams,DAL,1.8,19.9,0.2,0.0,0.0,0.0,0.0,3.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Cody White,SEA,1.7,19.5,0.2,0.0,0.0,0.0,0.0,3.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Trishton Jackson,MIN,1.7,18.7,0.2,0.0,0.0,0.0,0.0,2.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Kristian Wilkerson,LV,1.5,17.5,0.2,0.0,0.0,0.0,0.0,2.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Marquez Callaway,TB,1.4,17.3,0.2,0.0,0.0,0.0,0.0,2.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
DeAndre Carter,CHI,2.0,21.0,0.0,0.0,6.0,0.0,0.0,2.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
David Sills V,DEN,1.5,16.9,0.1,0.0,0.0,0.0,0.0,2.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
