name,team,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fum_lost,fpts_page,snapshot,kind,url
Jaxon Smith-Njigba,SEA,75.6,828.4,5.3,0.0,2.0,0.0,0.6,113.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Brian Thomas Jr.,JAC,63.2,845.2,5.0,0.7,6.0,0.0,1.1,113.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Marquise Brown,KC,56.7,755.1,6.1,1.2,10.3,0.0,0.4,112.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ladd McConkey,LAC,66.2,822.4,5.1,1.1,6.7,0.0,1.1,111.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jerry Jeudy,CLE,61.9,850.8,4.3,0.3,5.3,0.0,0.6,110.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tyler Lockett,SEA,66.3,759.7,5.2,0.0,1.5,0.0,0.5,106.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Joshua Palmer,LAC,62.1,787.1,4.7,0.3,2.8,0.0,0.9,105.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Curtis Samuel,BUF,61.0,663.1,4.6,11.3,66.7,1.0,0.5,105.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Gabe Davis,JAC,50.0,739.2,5.5,0.3,1.3,0.0,0.9,105.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Mike Williams,PIT,56.1,752.6,4.9,2.3,9.2,0.0,0.5,104.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Brandin Cooks,DAL,56.5,692.6,5.6,3.4,20.7,0.1,0.5,104.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Khalil Shakir,BUF,59.2,776.0,4.5,0.3,3.2,0.0,0.2,104.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jakobi Meyers,LV,64.7,728.2,4.6,2.4,15.6,0.3,0.5,102.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Keon Coleman,BUF,55.8,745.4,5.0,1.0,4.8,0.0,1.1,102.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Rashid Shaheed,NO,51.4,742.1,4.2,4.3,33.2,0.0,0.9,101.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Romeo Doubs,GB,55.9,685.8,5.6,0.0,1.5,0.0,0.5,101.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Darnell Mooney,ATL,50.9,703.4,4.1,2.1,12.1,0.1,0.2,96.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
DeMario Douglas,NE,61.6,736.4,3.2,8.4,44.4,0.1,0.9,96.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Adam Thielen,CAR,69.0,695.6,4.5,0.3,3.0,0.0,0.6,95.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
John Stephens Jr.,DAL,53.0,711.0,4.0,2.0,10.0,0.0,2.0,92.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ja'Lynn Polk,NE,58.7,723.0,3.2,0.7,5.8,0.0,0.8,90.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Dontayvion Wicks,GB,46.1,614.7,4.8,0.3,3.8,0.0,0.5,89.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Adonai Mitchell,IND,48.6,657.2,3.8,0.7,4.8,0.0,0.8,87.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Michael Wilson,ARI,49.8,651.1,3.7,0.0,1.3,0.0,0.2,86.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Demarcus Robinson,LAR,45.8,587.1,4.4,0.3,7.8,0.0,0.6,84.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
DJ Chark Jr.,LAC,39.1,560.7,4.7,0.0,1.8,0.0,0.5,83.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Josh Downs,IND,54.9,626.5,3.3,0.0,5.3,0.0,0.5,81.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Rashod Bateman,BAL,46.2,604.9,3.5,0.3,4.5,0.0,0.2,81.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Wan'Dale Robinson,NYG,61.1,567.6,2.8,8.1,58.1,0.5,0.5,81.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Darius Slayton,NYG,43.4,612.3,3.2,0.0,1.3,0.0,0.1,80.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Xavier Legette,CAR,45.6,593.3,3.0,2.8,17.2,0.1,0.4,78.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Josh Reynolds,JAC,41.0,532.4,3.6,0.0,1.5,0.0,0.5,74.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Marvin Mims Jr.,DEN,41.2,541.1,2.6,3.9,23.5,0.1,0.3,72.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalen McMillan,TB,43.9,524.2,3.3,0.7,7.5,0.0,0.8,71.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Quentin Johnston,LAC,40.6,504.7,3.2,1.7,6.8,0.0,0.1,70.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalin Hyatt,NYG,43.2,539.7,2.5,0.0,1.0,0.0,0.3,68.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Kendrick Bourne,NE,39.1,471.3,3.1,2.8,17.1,0.0,0.5,66.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tyler Boyd,TEN,47.4,512.3,2.5,1.3,7.6,0.0,0.5,66.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tim Patrick,DET,38.0,467.0,3.0,0.0,9.0,0.0,0.0,65.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Roman Wilson,PIT,37.0,480.0,2.8,0.7,10.0,0.0,0.4,65.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalen Tolbert,DAL,37.5,464.3,3.0,0.0,2.3,0.0,0.2,64.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jahan Dotson,PHI,35.5,435.7,3.5,0.0,2.0,0.0,0.4,63.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Andrei Iosivas,CIN,36.3,424.0,3.2,0.0,3.3,0.0,0.2,61.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jermaine Burton,CIN,34.9,442.6,2.9,0.7,4.3,0.0,0.4,61.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tre Tucker,LV,35.0,424.4,2.4,6.1,39.9,0.2,0.3,61.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ray-Ray McCloud III,ATL,36.5,374.2,2.8,6.9,46.7,0.2,0.2,59.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Greg Dortch,ARI,40.9,424.1,2.5,3.2,21.2,0.1,0.1,59.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Troy Franklin,DEN,35.6,443.3,2.5,0.0,2.5,0.0,0.1,59.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ricky Pearsall,SF,32.2,393.9,3.0,2.4,15.3,0.1,0.1,59.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Noah Brown,WAS,33.9,466.2,2.1,0.3,0.8,0.0,0.1,58.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Elijah Moore,CLE,37.2,428.4,2.5,4.4,14.7,0.0,0.8,58.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Malachi Corley,NYJ,35.2,404.2,2.5,3.6,24.7,0.1,0.7,56.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Luke McCaffrey,WAS,35.9,422.7,2.1,0.7,9.3,0.0,0.4,55.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Dyami Brown,WAS,29.7,403.2,2.4,0.0,2.8,0.0,0.1,54.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jonathan Mingo,DAL,36.0,422.8,2.1,0.0,3.0,0.0,0.1,54.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Trey Palmer,TB,29.4,344.0,2.3,3.8,21.4,0.1,0.5,49.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Kalif Raymond,DET,28.9,356.9,1.9,2.2,24.6,0.1,0.2,49.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Cedrick Wilson Jr.,NO,26.6,330.3,2.7,0.3,2.3,0.0,0.1,49.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Alec Pierce,IND,24.1,362.6,2.0,0.0,1.3,0.0,0.1,48.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Treylon Burks,TEN,27.0,358.0,1.8,1.8,18.7,0.1,0.6,47.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
A.T. Perry,DEN,21.8,318.1,2.4,0.3,1.8,0.0,0.0,46.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
KaVontae Turpin,DAL,18.7,220.3,2.6,8.7,67.2,0.4,0.4,46.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jalen Nailor,MIN,27.5,341.5,1.7,0.0,0.3,0.0,0.1,44.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Van Jefferson,PIT,24.1,327.1,1.9,0.0,4.0,0.0,0.1,44.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Calvin Austin III,PIT,25.4,294.7,1.6,4.5,36.3,0.1,0.2,43.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jauan Jennings,SF,24.8,302.9,2.0,0.0,3.3,0.0,0.1,42.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Cedric Tillman,CLE,24.1,307.9,2.0,0.0,1.7,0.0,0.2,42.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Nelson Agholor,BAL,23.3,291.8,2.1,0.0,2.0,0.0,0.1,41.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
K.J. Osborn,WAS,24.8,301.0,1.7,0.0,2.0,0.0,0.1,40.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Devontez Walker,BAL,22.3,273.2,2.0,0.0,3.5,0.0,0.0,39.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Zay Jones,ARI,25.7,291.0,1.9,0.0,2.0,0.0,0.6,39.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
KhaDarel Hodge,ATL,20.6,272.0,1.7,0.0,0.0,0.0,0.3,36.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Olamide Zaccheaus,WAS,22.1,270.4,1.6,0.0,5.0,0.0,0.1,36.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Javon Baker,NE,22.4,269.7,1.4,0.0,7.3,0.0,0.0,36.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Allen Lazard,NYJ,19.4,249.9,1.8,0.0,0.7,0.0,0.1,35.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Xavier Gipson,NYJ,19.4,221.4,1.6,4.6,32.6,0.2,0.1,35.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Phillip Dorsett II,ATL,21.3,244.5,1.5,0.0,0.0,0.0,0.0,33.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
John Metchie III,HOU,19.2,232.7,1.5,0.0,5.3,0.0,0.1,32.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Trenton Irwin,CAR,18.2,230.2,1.5,0.0,1.5,0.0,0.1,32.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
JuJu Smith-Schuster,KC,21.2,223.8,1.6,0.3,1.0,0.0,0.0,31.9,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Parker Washington,JAC,20.4,217.1,1.6,0.0,4.0,0.0,0.0,31.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tutu Atwell,LAR,17.4,229.8,1.2,2.2,14.1,0.1,0.1,31.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tyquan Thornton,KC,16.0,199.6,1.0,1.2,8.0,0.0,0.1,26.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Mack Hollins,BUF,14.4,185.4,1.3,0.0,0.0,0.0,0.0,26.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
D.J. Montgomery,IND,16.0,192.0,1.0,0.0,6.0,0.0,0.0,25.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jake Bobo,SEA,15.0,173.7,1.3,0.0,1.3,0.0,0.1,25.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Isaiah Hodgins,NYG,14.0,183.0,1.0,0.0,4.0,0.0,0.0,24.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
David Bell,CLE,15.2,157.5,1.5,0.0,1.0,0.0,0.0,24.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Justin Watson,KC,12.3,172.9,1.2,0.0,0.0,0.0,0.1,24.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Rakim Jarrett,TB,14.0,175.0,1.0,0.0,10.0,0.0,0.0,24.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Donovan Peoples-Jones,DET,13.0,181.0,1.0,0.0,4.0,0.0,0.0,24.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Malik Washington,MIA,12.6,157.0,1.0,2.1,13.3,0.1,0.0,23.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Cornelius Johnson,GB,11.0,166.0,1.0,0.0,0.0,0.0,0.0,22.6,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Isaiah Williams,CIN,13.6,161.8,1.1,0.0,0.0,0.0,0.1,22.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Trent Sherfield Sr.,MIN,13.9,165.5,1.0,0.0,2.0,0.0,0.0,22.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Marquez Valdes-Scantling,NO,9.9,155.0,1.2,0.0,1.0,0.0,0.0,22.4,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Bub Means,NO,13.2,160.2,1.1,0.0,0.0,0.0,0.0,22.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Parris Campbell,PHI,14.0,152.0,1.0,0.0,5.0,0.0,0.0,21.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Brandon Powell,MIN,14.7,143.4,0.9,1.9,14.6,0.0,0.1,21.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ainias Smith,PHI,11.0,141.0,1.0,0.0,6.0,0.0,0.0,20.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jamari Thrash,CLE,11.0,141.0,1.0,0.0,6.0,0.0,0.0,20.7,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Ryan Flournoy,DAL,12.0,141.1,1.1,0.0,0.0,0.0,0.0,20.5,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Antoine Green,DET,12.0,141.0,1.0,0.0,0.0,0.0,0.0,20.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Jacob Cowing,SF,11.0,134.0,1.0,0.0,6.0,0.0,0.0,20.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Braxton Berrios,MIA,14.4,140.6,0.9,0.0,2.7,0.0,0.1,19.8,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Johnny Wilson,PHI,11.8,140.0,0.9,0.0,2.5,0.0,0.0,19.3,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Nick Westbrook-Ikhine,TEN,10.6,143.4,0.8,0.0,1.3,0.0,0.0,19.2,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Devaughn Vele,DEN,11.8,139.1,0.9,0.0,0.0,0.0,0.0,19.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Tahj Washington,MIA,11.0,131.0,1.0,0.0,0.0,0.0,0.0,19.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Brandon Johnson,PIT,10.0,124.0,1.0,0.0,7.0,0.0,0.0,19.1,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Nikko Remigio,KC,10.0,130.0,1.0,0.0,0.0,0.0,0.0,19.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
KJ Hamler,BUF,9.0,125.0,1.0,0.0,5.0,0.0,0.0,19.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
Quez Watkins,PIT,9.0,127.0,1.0,0.0,3.0,0.0,0.0,19.0,20241216214250,post-kickoff static,https://www.fantasypros.com/nfl/projections/wr.php?week=draft
