name,team,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fum_lost,fpts_page,snapshot,kind,url
Cedrick Wilson Jr.,NO,8.2,92.8,0.5,0.0,2.0,0.0,0.0,12.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
KeAndre Lambert-Smith,LAC,5.9,77.7,0.6,0.0,3.0,0.0,0.0,11.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Hunter Renfrow,CAR,9.3,91.3,0.4,0.0,0.0,0.0,0.0,11.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Sterling Shepard,TB,7.1,74.1,0.5,0.8,7.0,0.0,0.0,11.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Devontez Walker,BAL,4.9,68.4,0.6,0.0,1.7,0.0,0.0,10.9,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jamal Agnew,ATL,7.1,73.4,0.6,0.0,0.0,0.0,0.1,10.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Bo Melton,GB,6.2,73.8,0.6,0.0,0.0,0.0,0.0,10.7,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Irvin Charles,NYJ,6.9,74.0,0.5,0.0,0.0,0.0,0.0,10.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Ben Skowronek,PIT,6.5,72.2,0.5,0.0,0.0,0.0,0.0,10.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Maurice Alexander,CHI,6.3,68.1,0.4,0.0,0.0,0.0,0.0,9.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Samori Toure,CHI,6.1,67.6,0.4,0.0,0.0,0.0,0.0,9.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Dante Pettis,NO,6.0,69.4,0.2,2.1,9.7,0.0,0.0,9.1,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
David Moore,CAR,5.9,73.3,0.3,0.0,0.0,0.0,0.0,9.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Xavier Weaver,ARI,5.2,61.4,0.5,0.0,0.0,0.0,0.0,9.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Malik Heath,GB,5.5,62.2,0.5,0.0,0.0,0.0,0.0,8.9,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tommy Mellott,LV,3.7,43.6,0.2,4.0,24.1,0.2,0.0,8.9,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Johnny Wilson,PHI,4.4,55.3,0.4,0.0,0.0,0.0,0.0,8.1,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Justin Watson,HOU,4.4,60.0,0.3,0.0,0.0,0.0,0.0,7.7,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Derius Davis,LAC,2.8,31.2,0.1,10.5,35.4,0.2,0.6,7.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tyquan Thornton,KC,3.4,45.9,0.3,0.0,0.0,0.0,0.0,6.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tez Johnson,TB,4.0,49.3,0.2,0.0,0.0,0.0,0.0,6.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Kendric Pryor,CIN,3.9,41.7,0.3,0.0,0.0,0.0,0.0,6.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Trishton Jackson,ARI,3.4,40.7,0.3,0.0,0.0,0.0,0.0,6.1,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
David Bell,CLE,6.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jordan Watkins,SF,2.6,32.7,0.1,4.4,15.8,0.1,0.0,6.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
John Metchie III,PHI,3.6,41.0,0.2,0.0,0.0,0.0,0.0,5.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Dareke Young,SEA,3.4,39.8,0.2,0.0,0.0,0.0,0.0,5.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Cody White,SEA,3.4,39.7,0.2,0.0,0.0,0.0,0.0,5.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jonathan Mingo,DAL,3.7,43.3,0.2,0.0,0.0,0.0,0.0,5.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jalen Brooks,DAL,3.4,39.0,0.2,0.0,0.0,0.0,0.0,5.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Charlie Jones,CIN,3.4,38.8,0.2,0.0,1.7,0.0,0.0,5.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Bryce Oliver,TEN,3.4,38.2,0.2,0.0,0.0,0.0,0.0,5.1,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Austin Trammell,JAC,3.4,40.1,0.2,0.0,0.0,0.0,0.0,5.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Xavier Gipson,NYJ,4.2,54.3,0.0,0.0,2.5,0.0,0.5,4.9,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Britain Covey,LAR,1.8,21.0,0.1,2.2,13.7,0.1,0.0,4.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Dee Eskridge,MIA,3.0,32.8,0.2,0.0,1.7,0.0,0.0,4.7,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Miles Boykin,CHI,3.1,35.8,0.2,0.0,0.0,0.0,0.0,4.6,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Lil'Jordan Humphrey,NYG,4.0,44.0,0.0,0.0,0.0,0.0,0.0,4.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Brycen Tremayne,CAR,3.0,33.7,0.2,0.0,0.0,0.0,0.0,4.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Ainias Smith,PHI,3.0,32.5,0.2,0.0,0.0,0.0,0.0,4.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Scotty Miller,PIT,3.1,37.4,0.1,0.0,0.0,0.0,0.0,4.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tyler Scott,CHI,2.7,29.4,0.1,0.0,1.7,0.0,0.0,3.9,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Devin Duvernay,CHI,3.5,34.5,0.2,0.0,2.0,0.0,0.5,3.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Mecole Hardman Jr.,GB,3.0,33.6,0.2,0.0,2.0,0.0,0.5,3.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Ryan Flournoy,DAL,2.4,25.6,0.2,0.0,0.0,0.0,0.0,3.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Nick Nash,ATL,3.0,35.0,0.0,0.0,0.0,0.0,0.0,3.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Mitchell Tinsley,CIN,2.0,22.7,0.2,0.0,0.0,0.0,0.0,3.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Rondale Moore,MIN,2.0,21.0,0.0,0.0,11.0,0.0,0.0,3.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Anthony Gould,IND,1.8,22.8,0.1,0.0,2.5,0.0,0.0,2.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jacob Cowing,SF,1.1,14.9,0.1,0.0,8.5,0.0,0.0,2.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Laviska Shenault Jr.,BUF,1.8,19.5,0.1,0.0,0.0,0.0,0.0,2.7,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Ashton Dulin,IND,1.7,19.3,0.1,0.0,1.7,0.0,0.0,2.6,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Trent Sherfield Sr.,DEN,1.8,20.9,0.1,0.0,0.0,0.0,0.0,2.6,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Isaiah Williams,CIN,1.6,18.4,0.1,0.0,0.0,0.0,0.0,2.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Steven Sims Jr.,SEA,1.7,17.9,0.1,0.0,0.0,0.0,0.0,2.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tank Dell,HOU,2.0,24.0,0.0,0.0,0.0,0.0,0.0,2.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Isaiah Neyor,GB,2.0,24.0,0.0,0.0,0.0,0.0,0.0,2.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Zach Pascal,NYG,1.5,17.8,0.1,0.0,0.0,0.0,0.0,2.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Kevin Austin Jr.,NO,1.6,18.9,0.1,0.0,0.0,0.0,0.0,2.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jimmy Horn Jr.,CAR,1.5,18.0,0.0,0.0,0.0,0.0,0.0,1.8,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Trey Palmer,TB,0.9,9.8,0.1,0.0,0.0,0.0,0.0,1.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Jason Brownlee,KC,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Braxton Berrios,HOU,1.0,10.5,0.0,0.0,2.5,0.0,0.0,1.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Chris Moore,WAS,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.3,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
LaJohntay Wester,BAL,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Nikko Remigio,KC,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.7,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Ihmir Smith-Marsette,NYG,0.8,9.5,0.1,0.0,2.5,0.0,0.5,0.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Trenton Irwin,JAC,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Xavier Smith,LAR,1.0,11.0,0.0,0.0,2.5,0.0,0.5,0.4,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Tom Kennedy,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Mason Kinsey,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Laquon Treadwell,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
River Cracraft,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Trent Taylor,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Keith Kirkwood,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
Phillip Dorsett II,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250820075810,preseason,https://www.fantasypros.com/nfl/projections/wr.php?league=325415&week=draft
